dataset,model,method,source,n_seeds,mean_auc,std_auc,ci95_low,ci95_high,embedder
AdvBench,all-mpnet-base-v2,C1b_logreg_whitened,E12,5,0.998346875,0.0006910773405524456,0.9974887891462616,0.9992049608537383,
AdvBench,bge-base-en-v1.5,A1_naive_cosine_raw,E12,5,0.991021875,0.0022306185643644776,0.9882521962349037,0.9937915537650964,
AdvBench,bge-base-en-v1.5,A1b_cosine_whitened,E12,5,0.9994499999999998,0.000218861578686172,0.9991782474571552,0.9997217525428445,
AdvBench,bge-base-en-v1.5,A2_rsfi_svd_raw_k20,E12,5,0.998421875,0.0007014737555229633,0.9975508802920824,0.9992928697079176,
AdvBench,bge-base-en-v1.5,A3_rsfi_svd_whitened_k20,E12,5,0.9650187499999999,0.012438998614174579,0.9495736932470729,0.980463806752927,
AdvBench,bge-base-en-v1.5,B1_discriminant_mean_raw,E12,5,0.99754375,0.0007503579874799869,0.9966120575011814,0.9984754424988185,
AdvBench,bge-base-en-v1.5,B1_raw,E12,5,0.99754375,0.0007503579874799869,0.9966120575011814,0.9984754424988185,
AdvBench,bge-base-en-v1.5,B1b_SigmaT_wh,E12,5,0.999678125,0.00011191252862169164,0.9995391672422624,0.9998170827577375,
AdvBench,bge-base-en-v1.5,B1b_discriminant_mean_whitened,E12,5,0.999678125,0.00011191252862169164,0.9995391672422624,0.9998170827577375,
AdvBench,bge-base-en-v1.5,B1w_SigmaW_wh,E12,5,0.999821875,0.00011026424227735633,0.999684963860075,0.999958786139925,
AdvBench,bge-base-en-v1.5,B2_contrastive_svd_raw_k20,E12,5,0.99849375,0.000594838640147514,0.9977551602757883,0.9992323397242117,
AdvBench,bge-base-en-v1.5,B2b_contrastive_svd_whitened_k20,E12,5,0.9860875,0.004723618659691691,0.9802223527690173,0.9919526472309828,
AdvBench,bge-base-en-v1.5,C1_logreg_raw,E12,5,0.9991812500000001,0.0001840834559377749,0.9989526802000973,0.999409819799903,
AdvBench,bge-base-en-v1.5,C1b_logreg_whitened,E12,5,0.9997093750000001,0.00015092488301302336,0.9995219770063297,0.9998967729936705,
AdvBench,bge-large-en-v1.5,A1_naive_cosine_raw,E12,5,0.9964656250000001,0.0008029334645146451,0.9954686514241593,0.997462598575841,
AdvBench,bge-large-en-v1.5,A1b_cosine_whitened,E12,5,0.999390625,0.00034107624926472767,0.9989671229006456,0.9998141270993544,
AdvBench,bge-large-en-v1.5,A2_rsfi_svd_raw_k20,E12,5,0.9994531249999999,0.0002497557400491611,0.9991430122892362,0.9997632377107637,
AdvBench,bge-large-en-v1.5,A3_rsfi_svd_whitened_k20,E12,5,0.9609593750000001,0.012554590754916621,0.9453707916474382,0.9765479583525619,
AdvBench,bge-large-en-v1.5,B1_discriminant_mean_raw,E12,5,0.99914375,0.00017166179958714485,0.9989306037235858,0.9993568962764142,
AdvBench,bge-large-en-v1.5,B1_raw,E12,5,0.99914375,0.00017166179958714485,0.9989306037235858,0.9993568962764142,
AdvBench,bge-large-en-v1.5,B1b_SigmaT_wh,E12,5,0.9994781249999999,0.0003049077729412395,0.9990995319955662,0.9998567180044335,
AdvBench,bge-large-en-v1.5,B1b_discriminant_mean_whitened,E12,5,0.9994781249999999,0.0003049077729412395,0.9990995319955662,0.9998567180044335,
AdvBench,bge-large-en-v1.5,B1w_SigmaW_wh,E12,5,0.999740625,0.00020509858528886343,0.9994859614705643,0.9999952885294358,
AdvBench,bge-large-en-v1.5,B2_contrastive_svd_raw_k20,E12,5,0.9986625,0.0007346741412013827,0.997750281568459,0.999574718431541,
AdvBench,bge-large-en-v1.5,B2b_contrastive_svd_whitened_k20,E12,5,0.9874218750000001,0.0036128399223723413,0.9829359417371171,0.9919078082628832,
AdvBench,bge-large-en-v1.5,C1_logreg_raw,E12,5,0.999765625,9.504316453589351e-05,0.9996476133243204,0.9998836366756796,
AdvBench,bge-large-en-v1.5,C1b_logreg_whitened,E12,5,0.9994249999999999,0.0004404753735312642,0.9988780775865908,0.999971922413409,
HarmBench,Qwen3-Embedding-8B,A1_naive_cosine_raw,E12,5,0.842665,0.010266794168580557,0.8299170913039051,0.8554129086960949,
HarmBench,Qwen3-Embedding-8B,A1b_cosine_whitened,E12,5,0.9997849999999999,0.00023887758371181505,0.999488394304327,1.0000816056956727,
HarmBench,Qwen3-Embedding-8B,A2_rsfi_svd_raw_k20,E12,5,0.9728100000000002,0.0019511695210821982,0.97038730305128,0.9752326969487204,
HarmBench,Qwen3-Embedding-8B,A3_rsfi_svd_whitened_k20,E12,5,0.89711,0.014020371339590134,0.8797014096661829,0.914518590333817,
HarmBench,Qwen3-Embedding-8B,B1_discriminant_mean_raw,E12,5,0.999865,0.0001257477633995592,0.9997088635293321,1.000021136470668,
HarmBench,Qwen3-Embedding-8B,B1_raw,E12,5,0.999865,0.0001257477633995592,0.9997088635293321,1.000021136470668,
HarmBench,Qwen3-Embedding-8B,B1b_SigmaT_wh,E12,5,0.99982,0.00020946360065652296,0.9995599165881307,1.0000800834118693,
HarmBench,Qwen3-Embedding-8B,B1b_discriminant_mean_whitened,E12,5,0.99982,0.00020946360065652296,0.9995599165881307,1.0000800834118693,
HarmBench,Qwen3-Embedding-8B,B1w_SigmaW_wh,E12,5,0.9998699999999999,0.0001726629664983123,0.9996556106106759,1.0000843893893239,
HarmBench,Qwen3-Embedding-8B,B2_contrastive_svd_raw_k20,E12,5,0.9977699999999998,0.0014776882282809122,0.9959352077263739,0.9996047922736258,
HarmBench,Qwen3-Embedding-8B,B2b_contrastive_svd_whitened_k20,E12,5,0.9910650000000001,0.0025625060975537134,0.98788322843349,0.9942467715665102,
HarmBench,Qwen3-Embedding-8B,C1_logreg_raw,E12,5,0.999985,3.3541019662517975e-05,0.999943353323422,1.000026646676578,
HarmBench,Qwen3-Embedding-8B,C1b_logreg_whitened,E12,5,0.999835,0.00021183720164311612,0.9995719693732396,1.0000980306267606,
HarmBench,all-mpnet-base-v2,A1_naive_cosine_raw,E12,5,0.9459249999999999,0.001750803387019797,0.9437510904664042,0.9480989095335957,
HarmBench,all-mpnet-base-v2,A1b_cosine_whitened,E12,5,0.9982800000000001,0.0005566080308439499,0.9975888798469901,0.99897112015301,
HarmBench,all-mpnet-base-v2,A2_rsfi_svd_raw_k20,E12,5,0.979645,0.0016251346098092798,0.9776271288627649,0.981662871137235,
HarmBench,all-mpnet-base-v2,A3_rsfi_svd_whitened_k20,E12,5,0.948325,0.008045029521387735,0.9383357764788064,0.9583142235211936,
HarmBench,all-mpnet-base-v2,B1_discriminant_mean_raw,E12,5,0.991615,0.0019756011743264582,0.9891619671470298,0.9940680328529703,
HarmBench,all-mpnet-base-v2,B1_raw,E12,5,0.991615,0.0019756011743264582,0.9891619671470298,0.9940680328529703,
HarmBench,all-mpnet-base-v2,B1b_SigmaT_wh,E12,5,0.9983599999999999,0.0006544558808659437,0.9975473856943159,0.9991726143056839,
HarmBench,all-mpnet-base-v2,B1b_discriminant_mean_whitened,E12,5,0.9983599999999999,0.0006544558808659437,0.9975473856943159,0.9991726143056839,
HarmBench,all-mpnet-base-v2,B1w_SigmaW_wh,E12,5,0.9989049999999999,0.0005515319573696738,0.9982201826246752,0.9995898173753247,
HarmBench,all-mpnet-base-v2,B2_contrastive_svd_raw_k20,E12,5,0.9943949999999999,0.0010693748173582626,0.9930671957887004,0.9957228042112994,
HarmBench,all-mpnet-base-v2,B2b_contrastive_svd_whitened_k20,E12,5,0.9766999999999999,0.007466989855356732,0.9674285075216507,0.9859714924783491,
HarmBench,all-mpnet-base-v2,C1_logreg_raw,E12,5,0.9982200000000001,0.0006459972910159851,0.9974178884208084,0.9990221115791919,
HarmBench,all-mpnet-base-v2,C1b_logreg_whitened,E12,5,0.9981949999999999,0.000679935658720711,0.9973507483714714,0.9990392516285285,
HarmBench,bge-base-en-v1.5,A1_naive_cosine_raw,E12,5,0.891615,0.007376029589148917,0.8824564496094681,0.900773550390532,
HarmBench,bge-base-en-v1.5,A1b_cosine_whitened,E12,5,0.997285,0.0011529310473744937,0.9958534470260637,0.9987165529739362,
HarmBench,bge-base-en-v1.5,A2_rsfi_svd_raw_k20,E12,5,0.9658149999999999,0.001844468080504502,0.9635247903886014,0.9681052096113983,
HarmBench,bge-base-en-v1.5,A3_rsfi_svd_whitened_k20,E12,5,0.92217,0.016057537171060832,0.902231934194875,0.9421080658051251,
HarmBench,bge-base-en-v1.5,B1_discriminant_mean_raw,E12,5,0.98973,0.0013972517668623503,0.9879950827846604,0.9914649172153396,
HarmBench,bge-base-en-v1.5,B1_raw,E12,5,0.98973,0.0013972517668623503,0.9879950827846604,0.9914649172153396,
HarmBench,bge-base-en-v1.5,B1b_SigmaT_wh,E12,5,0.997155,0.001204730260265731,0.9956591298082814,0.9986508701917186,
HarmBench,bge-base-en-v1.5,B1b_discriminant_mean_whitened,E12,5,0.997155,0.001204730260265731,0.9956591298082814,0.9986508701917186,
HarmBench,bge-base-en-v1.5,B1w_SigmaW_wh,E12,5,0.9979849999999999,0.0011643936190137865,0.9965392143635323,0.9994307856364675,
HarmBench,bge-base-en-v1.5,B2_contrastive_svd_raw_k20,E12,5,0.9916250000000002,0.0022667432585098506,0.9888104665027374,0.994439533497263,
HarmBench,bge-base-en-v1.5,B2b_contrastive_svd_whitened_k20,E12,5,0.9674099999999999,0.008457903108927165,0.9569081262093493,0.9779118737906505,
HarmBench,bge-base-en-v1.5,C1_logreg_raw,E12,5,0.996005,0.0012491747275701558,0.9944539447133102,0.9975560552866899,
HarmBench,bge-base-en-v1.5,C1b_logreg_whitened,E12,5,0.99657,0.0015773197202849914,0.9946114988896653,0.9985285011103346,
HarmBench,bge-large-en-v1.5,A1_naive_cosine_raw,E12,5,0.9262024999999999,0.008258264799581104,0.9159485099107266,0.9364564900892732,
HarmBench,bge-large-en-v1.5,A1b_cosine_whitened,E12,5,0.9983600000000001,0.0002924038303442609,0.9979969326909248,0.9987230673090755,
HarmBench,bge-large-en-v1.5,A2_rsfi_svd_raw_k20,E12,5,0.9783099999999999,0.002597631132397355,0.9750846149422888,0.981535385057711,
HarmBench,bge-large-en-v1.5,A3_rsfi_svd_whitened_k20,E12,5,0.92716,0.011335061755455966,0.913085661900834,0.941234338099166,
HarmBench,bge-large-en-v1.5,B1_discriminant_mean_raw,E12,5,0.9910900000000001,0.0021048010594828543,0.9884765443010591,0.9937034556989411,
HarmBench,bge-large-en-v1.5,B1_raw,E12,5,0.9910900000000001,0.0021048010594828543,0.9884765443010591,0.9937034556989411,
HarmBench,bge-large-en-v1.5,B1b_SigmaT_wh,E12,5,0.998505,0.00044805133634441893,0.997948670786314,0.999061329213686,
HarmBench,bge-large-en-v1.5,B1b_discriminant_mean_whitened,E12,5,0.998505,0.00044805133634441893,0.997948670786314,0.999061329213686,
HarmBench,bge-large-en-v1.5,B1w_SigmaW_wh,E12,5,0.9988999999999999,0.0004952903189040047,0.998285015842358,0.9995149841576418,
HarmBench,bge-large-en-v1.5,B2_contrastive_svd_raw_k20,E12,5,0.993835,0.0013496064241103882,0.9921592422914376,0.9955107577085625,
HarmBench,bge-large-en-v1.5,B2b_contrastive_svd_whitened_k20,E12,5,0.9745699999999999,0.005530495004970176,0.9677029834600827,0.9814370165399172,
HarmBench,bge-large-en-v1.5,C1_logreg_raw,E12,5,0.99734,0.0010759588746787627,0.9960040206017635,0.9986759793982365,
HarmBench,bge-large-en-v1.5,C1b_logreg_whitened,E12,5,0.99846,0.000548178802946619,0.9977793461158028,0.9991406538841973,
AdvBench,,A1_raw,E14,5,0.9966312500000001,0.00031436940849900784,0.9962409088233303,0.9970215911766699,Qwen3-Embedding-8B
AdvBench,,B1_raw,E14,5,0.9999656250000001,4.192627457812058e-05,0.9999135666542777,1.0000176833457226,Qwen3-Embedding-8B
AdvBench,,B1b_SigmaT,E14,5,0.9999437499999999,5.014627042465375e-05,0.9998814851813694,1.0000060148186305,Qwen3-Embedding-8B
AdvBench,,B1w_SigmaW,E14,5,0.9999500000000001,6.385255231782786e-05,0.9998707165845937,1.0000292834154065,Qwen3-Embedding-8B
AdvBench,,A1_raw,E14,5,0.994103125,0.0009758184665640875,0.992891486341285,0.995314763658715,all-mpnet-base-v2
AdvBench,,B1_raw,E14,5,0.9977718750000001,0.00034527361206365724,0.9973431611863709,0.9982005888136293,all-mpnet-base-v2
AdvBench,,B1b_SigmaT,E14,5,0.998440625,0.0006270863614268074,0.9976619944412517,0.9992192555587482,all-mpnet-base-v2
AdvBench,,B1w_SigmaW,E14,5,0.9987406249999999,0.0004858344947098981,0.9981373817988332,0.9993438682011667,all-mpnet-base-v2
AdvBench,,A1_raw,E14,5,0.991021875,0.0022306185643644776,0.9882521962349037,0.9937915537650964,bge-base-en-v1.5
AdvBench,,B1_raw,E14,5,0.99754375,0.0007503579874799869,0.9966120575011814,0.9984754424988185,bge-base-en-v1.5
AdvBench,,B1b_SigmaT,E14,5,0.999678125,0.00011191252862169164,0.9995391672422624,0.9998170827577375,bge-base-en-v1.5
AdvBench,,B1w_SigmaW,E14,5,0.999821875,0.00011026424227735633,0.999684963860075,0.999958786139925,bge-base-en-v1.5
AdvBench,,A1_raw,E14,5,0.9964656250000001,0.0008029334645146451,0.9954686514241593,0.997462598575841,bge-large-en-v1.5
AdvBench,,B1_raw,E14,5,0.99914375,0.00017166179958714485,0.9989306037235858,0.9993568962764142,bge-large-en-v1.5
AdvBench,,B1b_SigmaT,E14,5,0.9994781249999999,0.0003049077729412395,0.9990995319955662,0.9998567180044335,bge-large-en-v1.5
AdvBench,,B1w_SigmaW,E14,5,0.999740625,0.00020509858528886343,0.9994859614705643,0.9999952885294358,bge-large-en-v1.5
HarmBench,,A1_raw,E14,5,0.842665,0.010266794168580557,0.8299170913039051,0.8554129086960949,Qwen3-Embedding-8B
HarmBench,,B1_raw,E14,5,0.999865,0.0001257477633995592,0.9997088635293321,1.000021136470668,Qwen3-Embedding-8B
HarmBench,,B1b_SigmaT,E14,5,0.99982,0.00020946360065652296,0.9995599165881307,1.0000800834118693,Qwen3-Embedding-8B
HarmBench,,B1w_SigmaW,E14,5,0.9998699999999999,0.0001726629664983123,0.9996556106106759,1.0000843893893239,Qwen3-Embedding-8B
HarmBench,,A1_raw,E14,5,0.9459249999999999,0.001750803387019797,0.9437510904664042,0.9480989095335957,all-mpnet-base-v2
HarmBench,,B1_raw,E14,5,0.991615,0.0019756011743264582,0.9891619671470298,0.9940680328529703,all-mpnet-base-v2
HarmBench,,B1b_SigmaT,E14,5,0.9983599999999999,0.0006544558808659437,0.9975473856943159,0.9991726143056839,all-mpnet-base-v2
HarmBench,,B1w_SigmaW,E14,5,0.9989049999999999,0.0005515319573696738,0.9982201826246752,0.9995898173753247,all-mpnet-base-v2
HarmBench,,A1_raw,E14,5,0.891615,0.007376029589148917,0.8824564496094681,0.900773550390532,bge-base-en-v1.5
HarmBench,,B1_raw,E14,5,0.98973,0.0013972517668623503,0.9879950827846604,0.9914649172153396,bge-base-en-v1.5
HarmBench,,B1b_SigmaT,E14,5,0.997155,0.001204730260265731,0.9956591298082814,0.9986508701917186,bge-base-en-v1.5
HarmBench,,B1w_SigmaW,E14,5,0.9979849999999999,0.0011643936190137865,0.9965392143635323,0.9994307856364675,bge-base-en-v1.5
HarmBench,,A1_raw,E14,5,0.9262024999999999,0.008258264799581104,0.9159485099107266,0.9364564900892732,bge-large-en-v1.5
HarmBench,,B1_raw,E14,5,0.9910900000000001,0.0021048010594828543,0.9884765443010591,0.9937034556989411,bge-large-en-v1.5
HarmBench,,B1b_SigmaT,E14,5,0.998505,0.00044805133634441893,0.997948670786314,0.999061329213686,bge-large-en-v1.5
HarmBench,,B1w_SigmaW,E14,5,0.9988999999999999,0.0004952903189040047,0.998285015842358,0.9995149841576418,bge-large-en-v1.5
AdvBench->AdvBench,,A1_raw,E13_transfer,5,0.996875,0.0019197167759854477,0.994491356792511,0.9992586432074889,Qwen3-Embedding-8B
AdvBench->AdvBench,,B1_raw,E13_transfer,5,0.9999750000000001,4.330127018921716e-05,0.9999212343717296,1.0000287656282705,Qwen3-Embedding-8B
AdvBench->AdvBench,,B1b_SigmaT,E13_transfer,5,0.9999399999999999,5.184110338332162e-05,0.9998756307683017,1.0000043692316982,Qwen3-Embedding-8B
AdvBench->AdvBench,,B1w_SigmaW,E13_transfer,5,0.9999500000000001,7.071067811864696e-05,0.9998622010966917,1.0000377989033087,Qwen3-Embedding-8B
AdvBench->AdvBench,,A1_raw,E13_transfer,5,0.99419,0.0014260522430822877,0.992419322270207,0.995960677729793,all-mpnet-base-v2
AdvBench->AdvBench,,B1_raw,E13_transfer,5,0.9979250000000001,0.0010324424923452192,0.9966430533270393,0.9992069466729608,all-mpnet-base-v2
AdvBench->AdvBench,,B1b_SigmaT,E13_transfer,5,0.9986900000000001,0.0006825045787392195,0.9978425586359704,0.9995374413640298,all-mpnet-base-v2
AdvBench->AdvBench,,B1w_SigmaW,E13_transfer,5,0.9989049999999999,0.0006440593916713522,0.9981052946406566,0.9997047053593433,all-mpnet-base-v2
AdvBench->AdvBench,,A1_raw,E13_transfer,5,0.9909649999999999,0.001442177173581683,0.9891743005245323,0.9927556994754675,bge-base-en-v1.5
AdvBench->AdvBench,,B1_raw,E13_transfer,5,0.997765,0.00102722319872556,0.9964895339360228,0.9990404660639772,bge-base-en-v1.5
AdvBench->AdvBench,,B1b_SigmaT,E13_transfer,5,0.99977,0.00020263884129158855,0.9995183906461306,1.0000216093538696,bge-base-en-v1.5
AdvBench->AdvBench,,B1w_SigmaW,E13_transfer,5,0.9998950000000001,0.00014295978455496262,0.9997174919823272,1.000072508017673,bge-base-en-v1.5
AdvBench->AdvBench,,A1_raw,E13_transfer,5,0.996355,0.0008563001810113061,0.9952917628935829,0.9974182371064171,bge-large-en-v1.5
AdvBench->AdvBench,,B1_raw,E13_transfer,5,0.9992049999999999,0.0003572464135579579,0.9987614199897976,0.9996485800102022,bge-large-en-v1.5
AdvBench->AdvBench,,B1b_SigmaT,E13_transfer,5,0.999555,0.00016143884290962453,0.9993545472008474,0.9997554527991526,bge-large-en-v1.5
AdvBench->AdvBench,,B1w_SigmaW,E13_transfer,5,0.9997999999999999,5.5901699437488585e-05,0.99973058887237,0.9998694111276298,bge-large-en-v1.5
AdvBench->HarmBench,,A1_raw,E13_transfer,5,0.7974499999999999,0.013483149205582502,0.7807084590490184,0.8141915409509813,Qwen3-Embedding-8B
AdvBench->HarmBench,,B1_raw,E13_transfer,5,0.9359250000000001,0.00951638389830928,0.9241088487203835,0.9477411512796168,Qwen3-Embedding-8B
AdvBench->HarmBench,,B1b_SigmaT,E13_transfer,5,0.9588550000000001,0.017372773238605276,0.9372838529206661,0.9804261470793342,Qwen3-Embedding-8B
AdvBench->HarmBench,,B1w_SigmaW,E13_transfer,5,0.96388,0.01516602288010931,0.9450488953938336,0.9827111046061663,Qwen3-Embedding-8B
AdvBench->HarmBench,,A1_raw,E13_transfer,5,0.85443,0.018625951317986368,0.8313028268161603,0.8775571731838397,all-mpnet-base-v2
AdvBench->HarmBench,,B1_raw,E13_transfer,5,0.9502050000000001,0.008650332363556897,0.9394641937316746,0.9609458062683256,all-mpnet-base-v2
AdvBench->HarmBench,,B1b_SigmaT,E13_transfer,5,0.9302400000000001,0.013516825163476825,0.9134566448244962,0.947023355175504,all-mpnet-base-v2
AdvBench->HarmBench,,B1w_SigmaW,E13_transfer,5,0.9448250000000001,0.009215306560283286,0.9333826856116854,0.9562673143883149,all-mpnet-base-v2
AdvBench->HarmBench,,A1_raw,E13_transfer,5,0.8498999999999999,0.014011881119250214,0.8325019516671158,0.8672980483328839,bge-base-en-v1.5
AdvBench->HarmBench,,B1_raw,E13_transfer,5,0.9014049999999999,0.013319832487685448,0.884866243537936,0.9179437564620638,bge-base-en-v1.5
AdvBench->HarmBench,,B1b_SigmaT,E13_transfer,5,0.9430099999999999,0.011497195310161506,0.9287343465030552,0.9572856534969446,bge-base-en-v1.5
AdvBench->HarmBench,,B1w_SigmaW,E13_transfer,5,0.9503450000000001,0.009468754537952704,0.9385879883823957,0.9621020116176046,bge-base-en-v1.5
AdvBench->HarmBench,,A1_raw,E13_transfer,5,0.867125,0.011818351725177255,0.852450578144738,0.8817994218552621,bge-large-en-v1.5
AdvBench->HarmBench,,B1_raw,E13_transfer,5,0.91346,0.016691376890478487,0.8927349182346426,0.9341850817653575,bge-large-en-v1.5
AdvBench->HarmBench,,B1b_SigmaT,E13_transfer,5,0.896765,0.04694345867636939,0.838476997410386,0.9550530025896141,bge-large-en-v1.5
AdvBench->HarmBench,,B1w_SigmaW,E13_transfer,5,0.9188750000000001,0.03539239413348581,0.8749295383942126,0.9628204616057876,bge-large-en-v1.5
AdvBench->ToxicChat,,A1_raw,E13_transfer,5,0.7008,0.013118212530676583,0.6845115877798733,0.7170884122201266,Qwen3-Embedding-8B
AdvBench->ToxicChat,,B1_raw,E13_transfer,5,0.886185,0.01831131480806331,0.8634484996430523,0.9089215003569477,Qwen3-Embedding-8B
AdvBench->ToxicChat,,B1b_SigmaT,E13_transfer,5,0.88368,0.02053813069634135,0.8581785425239493,0.9091814574760507,Qwen3-Embedding-8B
AdvBench->ToxicChat,,B1w_SigmaW,E13_transfer,5,0.89219,0.017831210348711577,0.8700496280656065,0.9143303719343936,Qwen3-Embedding-8B
AdvBench->ToxicChat,,A1_raw,E13_transfer,5,0.8097949999999999,0.022581383372149707,0.7817565092371644,0.8378334907628354,all-mpnet-base-v2
AdvBench->ToxicChat,,B1_raw,E13_transfer,5,0.8036300000000001,0.016930791106738046,0.7826076462216549,0.8246523537783452,all-mpnet-base-v2
AdvBench->ToxicChat,,B1b_SigmaT,E13_transfer,5,0.708185,0.05111944835383107,0.6447118213710111,0.7716581786289888,all-mpnet-base-v2
AdvBench->ToxicChat,,B1w_SigmaW,E13_transfer,5,0.72573,0.05156260575746721,0.6617065687773787,0.7897534312226213,all-mpnet-base-v2
AdvBench->ToxicChat,,A1_raw,E13_transfer,5,0.6849350000000001,0.018644491478718318,0.6617848061660586,0.7080851938339415,bge-base-en-v1.5
AdvBench->ToxicChat,,B1_raw,E13_transfer,5,0.6593349999999999,0.02522670707801551,0.628011906027996,0.6906580939720038,bge-base-en-v1.5
AdvBench->ToxicChat,,B1b_SigmaT,E13_transfer,5,0.7134050000000001,0.05100309855783272,0.6500762887239008,0.7767337112760994,bge-base-en-v1.5
AdvBench->ToxicChat,,B1w_SigmaW,E13_transfer,5,0.71275,0.04270013539205702,0.6597307791652564,0.7657692208347436,bge-base-en-v1.5
AdvBench->ToxicChat,,A1_raw,E13_transfer,5,0.76166,0.01771561458149276,0.7396631591681068,0.7836568408318932,bge-large-en-v1.5
AdvBench->ToxicChat,,B1_raw,E13_transfer,5,0.7407199999999999,0.023888225394532763,0.7110588505466316,0.7703811494533682,bge-large-en-v1.5
AdvBench->ToxicChat,,B1b_SigmaT,E13_transfer,5,0.8136899999999999,0.04806068949775895,0.7540147721217828,0.873365227878217,bge-large-en-v1.5
AdvBench->ToxicChat,,B1w_SigmaW,E13_transfer,5,0.82241,0.03436432834350184,0.7797410506734205,0.8650789493265795,bge-large-en-v1.5
AdvBench->Wild,,A1_raw,E13_transfer,5,0.7662475,0.044257114011478416,0.7112950348675477,0.8211999651324522,Qwen3-Embedding-8B
AdvBench->Wild,,B1_raw,E13_transfer,5,0.7765025,0.027329381796429252,0.7425685905302084,0.8104364094697916,Qwen3-Embedding-8B
AdvBench->Wild,,B1b_SigmaT,E13_transfer,5,0.7829825,0.02075380913832445,0.7572132423673502,0.8087517576326498,Qwen3-Embedding-8B
AdvBench->Wild,,B1w_SigmaW,E13_transfer,5,0.7857925,0.02340724981175707,0.7567285606117794,0.8148564393882206,Qwen3-Embedding-8B
AdvBench->Wild,,A1_raw,E13_transfer,5,0.5205675,0.022251695160144556,0.4929383712206435,0.5481966287793565,all-mpnet-base-v2
AdvBench->Wild,,B1_raw,E13_transfer,5,0.6519525,0.03266780764376452,0.6113900593484918,0.6925149406515083,all-mpnet-base-v2
AdvBench->Wild,,B1b_SigmaT,E13_transfer,5,0.6413325000000001,0.027654025475507125,0.606995492161653,0.6756695078383471,all-mpnet-base-v2
AdvBench->Wild,,B1w_SigmaW,E13_transfer,5,0.6539275,0.03210387486348027,0.6140652743791777,0.6937897256208223,all-mpnet-base-v2
AdvBench->Wild,,A1_raw,E13_transfer,5,0.5638275,0.02493638061397445,0.5328648939461216,0.5947901060538785,bge-base-en-v1.5
AdvBench->Wild,,B1_raw,E13_transfer,5,0.6593075,0.029227903780035286,0.6230162641333664,0.6955987358666337,bge-base-en-v1.5
AdvBench->Wild,,B1b_SigmaT,E13_transfer,5,0.64413,0.025921372395669974,0.6119443651122637,0.6763156348877363,bge-base-en-v1.5
AdvBench->Wild,,B1w_SigmaW,E13_transfer,5,0.65722,0.029752366765099562,0.6202775573264216,0.6941624426735784,bge-base-en-v1.5
AdvBench->Wild,,A1_raw,E13_transfer,5,0.5900875,0.023675572524756414,0.5606903939591477,0.6194846060408523,bge-large-en-v1.5
AdvBench->Wild,,B1_raw,E13_transfer,5,0.6691675000000001,0.03531225730005092,0.6253215414152188,0.7130134585847815,bge-large-en-v1.5
AdvBench->Wild,,B1b_SigmaT,E13_transfer,5,0.66611,0.03951695581487781,0.6170432186460573,0.7151767813539427,bge-large-en-v1.5
AdvBench->Wild,,B1w_SigmaW,E13_transfer,5,0.6786325,0.044054191237894724,0.6239319967699223,0.7333330032300777,bge-large-en-v1.5
AdvBench->XSTest,,A1_raw,E13_transfer,5,0.7759349999999999,0.007009738761180774,0.7672312597434283,0.7846387402565715,Qwen3-Embedding-8B
AdvBench->XSTest,,B1_raw,E13_transfer,5,0.8160149999999999,0.005906818094371932,0.8086807166282798,0.8233492833717201,Qwen3-Embedding-8B
AdvBench->XSTest,,B1b_SigmaT,E13_transfer,5,0.820775,0.015888567037338524,0.8010467383266897,0.8405032616733104,Qwen3-Embedding-8B
AdvBench->XSTest,,B1w_SigmaW,E13_transfer,5,0.8234999999999999,0.012260492955016125,0.8082765872975255,0.8387234127024743,Qwen3-Embedding-8B
AdvBench->XSTest,,A1_raw,E13_transfer,5,0.758725,0.007228091898973104,0.7497501385133368,0.7676998614866631,all-mpnet-base-v2
AdvBench->XSTest,,B1_raw,E13_transfer,5,0.7793199999999999,0.006332219200248896,0.7714575113903162,0.7871824886096837,all-mpnet-base-v2
AdvBench->XSTest,,B1b_SigmaT,E13_transfer,5,0.748085,0.018243060324408318,0.7254332487781227,0.7707367512218773,all-mpnet-base-v2
AdvBench->XSTest,,B1w_SigmaW,E13_transfer,5,0.76338,0.017631234712861148,0.7414879306131598,0.7852720693868401,all-mpnet-base-v2
AdvBench->XSTest,,A1_raw,E13_transfer,5,0.7735400000000001,0.0061612600172367415,0.765889785253025,0.7811902147469753,bge-base-en-v1.5
AdvBench->XSTest,,B1_raw,E13_transfer,5,0.75996,0.002887938278426372,0.7563741510106434,0.7635458489893565,bge-base-en-v1.5
AdvBench->XSTest,,B1b_SigmaT,E13_transfer,5,0.71399,0.02571509527495476,0.6820604919867089,0.7459195080132911,bge-base-en-v1.5
AdvBench->XSTest,,B1w_SigmaW,E13_transfer,5,0.730715,0.013447148861375794,0.714018159380343,0.747411840619657,bge-base-en-v1.5
AdvBench->XSTest,,A1_raw,E13_transfer,5,0.763445,0.005623483128809075,0.7564625234544515,0.7704274765455486,bge-large-en-v1.5
AdvBench->XSTest,,B1_raw,E13_transfer,5,0.768985,0.0027175701462887783,0.7656106909867599,0.7723593090132401,bge-large-en-v1.5
AdvBench->XSTest,,B1b_SigmaT,E13_transfer,5,0.711575,0.024187697027621264,0.6815420074013424,0.7416079925986575,bge-large-en-v1.5
