dataset,model,method,source,n_seeds,mean_auc,std_auc,ci95_low,ci95_high,embedder
Wild->HarmBench,,B1_raw,E13_transfer,5,0.7032849999999999,0.0323332288443329,0.6631379937983082,0.7434320062016917,all-mpnet-base-v2
Wild->HarmBench,,B1b_SigmaT,E13_transfer,5,0.5604500000000001,0.0857904423581088,0.453927096333961,0.6669729036660392,all-mpnet-base-v2
Wild->HarmBench,,B1w_SigmaW,E13_transfer,5,0.569885,0.09412367628551276,0.45301501977769315,0.6867549802223067,all-mpnet-base-v2
Wild->HarmBench,,A1_raw,E13_transfer,5,0.682225,0.011290275129508576,0.6682062718418738,0.6962437281581262,bge-base-en-v1.5
Wild->HarmBench,,B1_raw,E13_transfer,5,0.670965,0.02742752153403581,0.6369092339512292,0.7050207660487708,bge-base-en-v1.5
Wild->HarmBench,,B1b_SigmaT,E13_transfer,5,0.558925,0.10242588326443663,0.43174646826632734,0.6861035317336727,bge-base-en-v1.5
Wild->HarmBench,,B1w_SigmaW,E13_transfer,5,0.5632900000000001,0.09923403933378913,0.4400746659628976,0.6865053340371026,bge-base-en-v1.5
Wild->HarmBench,,A1_raw,E13_transfer,5,0.741115,0.011292054728879083,0.7270940621774042,0.7551359378225957,bge-large-en-v1.5
Wild->HarmBench,,B1_raw,E13_transfer,5,0.739875,0.03394683803390235,0.6977244333604491,0.7820255666395508,bge-large-en-v1.5
Wild->HarmBench,,B1b_SigmaT,E13_transfer,5,0.60113,0.10328875695108351,0.47288006907462066,0.7293799309253794,bge-large-en-v1.5
Wild->HarmBench,,B1w_SigmaW,E13_transfer,5,0.61801,0.10272693110864356,0.4904576679964387,0.7455623320035611,bge-large-en-v1.5
Wild->ToxicChat,,A1_raw,E13_transfer,5,0.631525,0.017765380660149113,0.6094663664199074,0.6535836335800926,Qwen3-Embedding-8B
Wild->ToxicChat,,B1_raw,E13_transfer,5,0.8584250000000001,0.027122528689264958,0.824747932586291,0.8921020674137092,Qwen3-Embedding-8B
Wild->ToxicChat,,B1b_SigmaT,E13_transfer,5,0.7063649999999999,0.03260737838281394,0.6658775921862521,0.7468524078137477,Qwen3-Embedding-8B
Wild->ToxicChat,,B1w_SigmaW,E13_transfer,5,0.7403299999999999,0.02849697023369331,0.7049463380029386,0.7757136619970613,Qwen3-Embedding-8B
Wild->ToxicChat,,A1_raw,E13_transfer,5,0.750135,0.021221632536164613,0.7237848628967347,0.7764851371032653,all-mpnet-base-v2
Wild->ToxicChat,,B1_raw,E13_transfer,5,0.676635,0.02343214005378083,0.6475401552943518,0.7057298447056481,all-mpnet-base-v2
Wild->ToxicChat,,B1b_SigmaT,E13_transfer,5,0.6769749999999999,0.04758752790910655,0.6178872798317453,0.7360627201682545,all-mpnet-base-v2
Wild->ToxicChat,,B1w_SigmaW,E13_transfer,5,0.7027699999999999,0.04495603199238113,0.6469497135729635,0.7585902864270363,all-mpnet-base-v2
Wild->ToxicChat,,A1_raw,E13_transfer,5,0.73716,0.014156520140910326,0.7195823586011851,0.7547376413988149,bge-base-en-v1.5
Wild->ToxicChat,,B1_raw,E13_transfer,5,0.7123899999999999,0.030007075207357348,0.6751312950236315,0.7496487049763683,bge-base-en-v1.5
Wild->ToxicChat,,B1b_SigmaT,E13_transfer,5,0.70225,0.0535978340280649,0.635699499105651,0.768800500894349,bge-base-en-v1.5
Wild->ToxicChat,,B1w_SigmaW,E13_transfer,5,0.72523,0.05902323271390684,0.6519429768815391,0.798517023118461,bge-base-en-v1.5
Wild->ToxicChat,,A1_raw,E13_transfer,5,0.7324400000000001,0.013004189228860038,0.7162931664086953,0.7485868335913048,bge-large-en-v1.5
Wild->ToxicChat,,B1_raw,E13_transfer,5,0.697885,0.03277647593930745,0.6571876298381699,0.73858237016183,bge-large-en-v1.5
Wild->ToxicChat,,B1b_SigmaT,E13_transfer,5,0.7157250000000001,0.06087980730504981,0.6401327350517371,0.791317264948263,bge-large-en-v1.5
Wild->ToxicChat,,B1w_SigmaW,E13_transfer,5,0.7476050000000001,0.06181594505060976,0.6708503665157156,0.8243596334842845,bge-large-en-v1.5
Wild->Wild,,A1_raw,E13_transfer,5,0.8035225,0.02396605411827317,0.7737647134223371,0.833280286577663,Qwen3-Embedding-8B
Wild->Wild,,B1_raw,E13_transfer,5,0.8846425,0.0231215936680411,0.8559332495612972,0.9133517504387028,Qwen3-Embedding-8B
Wild->Wild,,B1b_SigmaT,E13_transfer,5,0.8376175,0.01780727028491455,0.8155068535809379,0.8597281464190621,Qwen3-Embedding-8B
Wild->Wild,,B1w_SigmaW,E13_transfer,5,0.8532874999999999,0.01995116694582047,0.8285148542812216,0.8780601457187781,Qwen3-Embedding-8B
Wild->Wild,,A1_raw,E13_transfer,5,0.79242,0.029316175942216596,0.7560191597675423,0.8288208402324577,all-mpnet-base-v2
Wild->Wild,,B1_raw,E13_transfer,5,0.8740249999999999,0.026770866569369802,0.8407845787800967,0.9072654212199032,all-mpnet-base-v2
Wild->Wild,,B1b_SigmaT,E13_transfer,5,0.831385,0.013747642979798368,0.8143150466518256,0.8484549533481744,all-mpnet-base-v2
Wild->Wild,,B1w_SigmaW,E13_transfer,5,0.851755,0.016369649889353195,0.8314293950691899,0.8720806049308102,all-mpnet-base-v2
Wild->Wild,,A1_raw,E13_transfer,5,0.786655,0.02904772554564294,0.7505874849602713,0.8227225150397287,bge-base-en-v1.5
Wild->Wild,,B1_raw,E13_transfer,5,0.87611,0.02366370077513237,0.8467276346832516,0.9054923653167485,bge-base-en-v1.5
Wild->Wild,,B1b_SigmaT,E13_transfer,5,0.8480425,0.0088534491866165,0.8370494908850519,0.8590355091149482,bge-base-en-v1.5
Wild->Wild,,B1w_SigmaW,E13_transfer,5,0.8671475,0.01019316713539027,0.854491011340312,0.8798039886596879,bge-base-en-v1.5
Wild->Wild,,A1_raw,E13_transfer,5,0.778825,0.02339054797081508,0.7497817986863807,0.8078682013136192,bge-large-en-v1.5
Wild->Wild,,B1_raw,E13_transfer,5,0.88401,0.02167987870411178,0.8570908751276798,0.9109291248723201,bge-large-en-v1.5
Wild->Wild,,B1b_SigmaT,E13_transfer,5,0.8398925,0.00900364335977383,0.8287130001875025,0.8510719998124976,bge-large-en-v1.5
Wild->Wild,,B1w_SigmaW,E13_transfer,5,0.8567075000000001,0.004764661582945818,0.8507913912488316,0.8626236087511685,bge-large-en-v1.5
Wild->XSTest,,A1_raw,E13_transfer,5,0.71541,0.005681015534215704,0.708356087537928,0.722463912462072,Qwen3-Embedding-8B
Wild->XSTest,,B1_raw,E13_transfer,5,0.715765,0.03347924543653868,0.6741950262544222,0.7573349737455778,Qwen3-Embedding-8B
Wild->XSTest,,B1b_SigmaT,E13_transfer,5,0.56071,0.045349816013959765,0.5044007661303016,0.6170192338696985,Qwen3-Embedding-8B
Wild->XSTest,,B1w_SigmaW,E13_transfer,5,0.5754149999999999,0.04707248599235018,0.5169667888373476,0.6338632111626522,Qwen3-Embedding-8B
Wild->XSTest,,A1_raw,E13_transfer,5,0.62923,0.013675998592424587,0.6122490049083009,0.646210995091699,all-mpnet-base-v2
Wild->XSTest,,B1_raw,E13_transfer,5,0.59118,0.03882566564142844,0.5429715687667414,0.6393884312332587,all-mpnet-base-v2
Wild->XSTest,,B1b_SigmaT,E13_transfer,5,0.5638050000000001,0.07851759038584924,0.46631253479218093,0.6612974652078193,all-mpnet-base-v2
Wild->XSTest,,B1w_SigmaW,E13_transfer,5,0.571795,0.07690187010079788,0.4763087165012967,0.6672812834987034,all-mpnet-base-v2
Wild->XSTest,,A1_raw,E13_transfer,5,0.720875,0.014881805166040842,0.7023967982970443,0.7393532017029558,bge-base-en-v1.5
Wild->XSTest,,B1_raw,E13_transfer,5,0.50403,0.01843874487322824,0.4811352743188482,0.5269247256811518,bge-base-en-v1.5
Wild->XSTest,,B1b_SigmaT,E13_transfer,5,0.58041,0.0657996214844736,0.49870897890729404,0.6621110210927059,bge-base-en-v1.5
Wild->XSTest,,B1w_SigmaW,E13_transfer,5,0.57722,0.059822363084385134,0.502940725470645,0.651499274529355,bge-base-en-v1.5
Wild->XSTest,,A1_raw,E13_transfer,5,0.700755,0.011323501556497449,0.6866950157836929,0.7148149842163072,bge-large-en-v1.5
Wild->XSTest,,B1_raw,E13_transfer,5,0.51065,0.022417940639139877,0.4828144501945109,0.5384855498054891,bge-large-en-v1.5
Wild->XSTest,,B1b_SigmaT,E13_transfer,5,0.550475,0.05339228057500449,0.4841797274280227,0.6167702725719775,bge-large-en-v1.5
Wild->XSTest,,B1w_SigmaW,E13_transfer,5,0.546105,0.044911445506685695,0.490340075007058,0.6018699249929419,bge-large-en-v1.5
XSTest->AdvBench,,A1_raw,E13_transfer,5,0.8814949999999999,0.007836022588022547,0.8717652928633408,0.891224707136659,Qwen3-Embedding-8B
XSTest->AdvBench,,B1_raw,E13_transfer,5,0.998465,0.0003978850336466697,0.9979709604782969,0.9989590395217032,Qwen3-Embedding-8B
XSTest->AdvBench,,B1b_SigmaT,E13_transfer,5,0.931645,0.024068758277069474,0.9017596893658939,0.961530310634106,Qwen3-Embedding-8B
XSTest->AdvBench,,B1w_SigmaW,E13_transfer,5,0.946815,0.01874631297082175,0.9235383780850703,0.9700916219149296,Qwen3-Embedding-8B
XSTest->AdvBench,,A1_raw,E13_transfer,5,0.988645,0.003272919186292255,0.9845811340773505,0.9927088659226495,all-mpnet-base-v2
XSTest->AdvBench,,B1_raw,E13_transfer,5,0.994165,0.0013533061368367454,0.9924846484913415,0.9958453515086584,all-mpnet-base-v2
XSTest->AdvBench,,B1b_SigmaT,E13_transfer,5,0.9544,0.015540039012177547,0.9351044930278971,0.9736955069721029,all-mpnet-base-v2
XSTest->AdvBench,,B1w_SigmaW,E13_transfer,5,0.963245,0.01231276522556977,0.9479566827010748,0.9785333172989252,all-mpnet-base-v2
XSTest->AdvBench,,A1_raw,E13_transfer,5,0.95572,0.006108303774371392,0.9481355391132709,0.9633044608867292,bge-base-en-v1.5
XSTest->AdvBench,,B1_raw,E13_transfer,5,0.97889,0.0039388132730557605,0.9739993173631996,0.9837806826368005,bge-base-en-v1.5
XSTest->AdvBench,,B1b_SigmaT,E13_transfer,5,0.8906050000000001,0.015166404072818301,0.8717734220805706,0.9094365779194296,bge-base-en-v1.5
XSTest->AdvBench,,B1w_SigmaW,E13_transfer,5,0.9143349999999998,0.013387244395318975,0.897712540599177,0.9309574594008225,bge-base-en-v1.5
XSTest->AdvBench,,A1_raw,E13_transfer,5,0.9871800000000001,0.003075375993273012,0.9833614163482128,0.9909985836517873,bge-large-en-v1.5
XSTest->AdvBench,,B1_raw,E13_transfer,5,0.9879049999999999,0.001799600650144357,0.9856705006615716,0.9901394993384283,bge-large-en-v1.5
XSTest->AdvBench,,B1b_SigmaT,E13_transfer,5,0.91982,0.013533804897367167,0.9030155617002253,0.9366244382997746,bge-large-en-v1.5
XSTest->AdvBench,,B1w_SigmaW,E13_transfer,5,0.9357850000000001,0.011126946458934764,0.9219690711719999,0.9496009288280003,bge-large-en-v1.5
XSTest->HarmBench,,A1_raw,E13_transfer,5,0.657,0.017195629895412436,0.63564880543243,0.6783511945675701,Qwen3-Embedding-8B
XSTest->HarmBench,,B1_raw,E13_transfer,5,0.873725,0.014127477658803816,0.8561834196056353,0.8912665803943647,Qwen3-Embedding-8B
XSTest->HarmBench,,B1b_SigmaT,E13_transfer,5,0.791315,0.031783258171559435,0.751850872582759,0.830779127417241,Qwen3-Embedding-8B
XSTest->HarmBench,,B1w_SigmaW,E13_transfer,5,0.807175,0.029875214434376872,0.7700800217982167,0.8442699782017833,Qwen3-Embedding-8B
XSTest->HarmBench,,A1_raw,E13_transfer,5,0.8172750000000001,0.008248825673997446,0.8070327301331386,0.8275172698668616,all-mpnet-base-v2
XSTest->HarmBench,,B1_raw,E13_transfer,5,0.9016100000000001,0.005398859833335153,0.8949064301135995,0.9083135698864008,all-mpnet-base-v2
XSTest->HarmBench,,B1b_SigmaT,E13_transfer,5,0.8356600000000001,0.02243699233408967,0.807800794390787,0.8635192056092131,all-mpnet-base-v2
XSTest->HarmBench,,B1w_SigmaW,E13_transfer,5,0.84191,0.022166617637790407,0.8143865089172071,0.869433491082793,all-mpnet-base-v2
XSTest->HarmBench,,A1_raw,E13_transfer,5,0.84612,0.011831623409321267,0.8314290991723409,0.8608109008276591,bge-base-en-v1.5
XSTest->HarmBench,,B1_raw,E13_transfer,5,0.8244849999999999,0.009872335083454116,0.8122268769486709,0.8367431230513289,bge-base-en-v1.5
XSTest->HarmBench,,B1b_SigmaT,E13_transfer,5,0.6859500000000001,0.027860158605076193,0.6513570440758301,0.7205429559241701,bge-base-en-v1.5
XSTest->HarmBench,,B1w_SigmaW,E13_transfer,5,0.72383,0.0285428044785372,0.6883894272712311,0.7592705727287689,bge-base-en-v1.5
XSTest->HarmBench,,A1_raw,E13_transfer,5,0.8851800000000001,0.009816733163328865,0.8729909158511217,0.8973690841488785,bge-large-en-v1.5
XSTest->HarmBench,,B1_raw,E13_transfer,5,0.84968,0.0054916812088830905,0.8428611771533178,0.8564988228466822,bge-large-en-v1.5
XSTest->HarmBench,,B1b_SigmaT,E13_transfer,5,0.84855,0.013292338018573017,0.8320453824303827,0.8650546175696173,bge-large-en-v1.5
XSTest->HarmBench,,B1w_SigmaW,E13_transfer,5,0.8542249999999999,0.011465355424059059,0.8399888809433355,0.8684611190566643,bge-large-en-v1.5
XSTest->ToxicChat,,A1_raw,E13_transfer,5,0.6179175000000001,0.016495088284092328,0.59743614273045,0.6383988572695503,Qwen3-Embedding-8B
XSTest->ToxicChat,,B1_raw,E13_transfer,5,0.8045449999999998,0.010842471466413914,0.791082293528602,0.8180077064713976,Qwen3-Embedding-8B
XSTest->ToxicChat,,B1b_SigmaT,E13_transfer,5,0.6117049999999999,0.04803713537462444,0.5520590184284881,0.6713509815715117,Qwen3-Embedding-8B
XSTest->ToxicChat,,B1w_SigmaW,E13_transfer,5,0.6178,0.04771681438444939,0.5585517494698575,0.6770482505301425,Qwen3-Embedding-8B
XSTest->ToxicChat,,A1_raw,E13_transfer,5,0.855955,0.014557025795127248,0.8378800651492669,0.8740299348507331,all-mpnet-base-v2
XSTest->ToxicChat,,B1_raw,E13_transfer,5,0.86356,0.013868372290935965,0.8463401414126581,0.8807798585873419,all-mpnet-base-v2
XSTest->ToxicChat,,B1b_SigmaT,E13_transfer,5,0.61608,0.02754983212290052,0.5818723652964367,0.6502876347035632,all-mpnet-base-v2
XSTest->ToxicChat,,B1w_SigmaW,E13_transfer,5,0.6416700000000001,0.038270996688092654,0.5941502812370199,0.6891897187629803,all-mpnet-base-v2
XSTest->ToxicChat,,A1_raw,E13_transfer,5,0.79532,0.009705014811941257,0.7832696325059783,0.8073703674940218,bge-base-en-v1.5
XSTest->ToxicChat,,B1_raw,E13_transfer,5,0.739105,0.015404579270463742,0.7199776885123892,0.7582323114876108,bge-base-en-v1.5
XSTest->ToxicChat,,B1b_SigmaT,E13_transfer,5,0.56577,0.03900757698832369,0.5173356959964368,0.6142043040035632,bge-base-en-v1.5
XSTest->ToxicChat,,B1w_SigmaW,E13_transfer,5,0.60118,0.030904567825808558,0.5628069107506471,0.639553089249353,bge-base-en-v1.5
XSTest->ToxicChat,,A1_raw,E13_transfer,5,0.8158200000000001,0.003987887912166115,0.8108683831505914,0.8207716168494088,bge-large-en-v1.5
XSTest->ToxicChat,,B1_raw,E13_transfer,5,0.72749,0.014180759411963855,0.7098822615709752,0.7450977384290247,bge-large-en-v1.5
XSTest->ToxicChat,,B1b_SigmaT,E13_transfer,5,0.608985,0.022817239918535268,0.5806536546547769,0.6373163453452231,bge-large-en-v1.5
XSTest->ToxicChat,,B1w_SigmaW,E13_transfer,5,0.63639,0.022604760284064076,0.6083224829672513,0.6644575170327487,bge-large-en-v1.5
XSTest->Wild,,A1_raw,E13_transfer,5,0.7365725000000001,0.04774006392041174,0.6772953813580782,0.7958496186419219,Qwen3-Embedding-8B
XSTest->Wild,,B1_raw,E13_transfer,5,0.7499875,0.044010676084048045,0.69534102796983,0.8046339720301701,Qwen3-Embedding-8B
XSTest->Wild,,B1b_SigmaT,E13_transfer,5,0.6315175,0.033160871614751036,0.5903428395669064,0.6726921604330935,Qwen3-Embedding-8B
XSTest->Wild,,B1w_SigmaW,E13_transfer,5,0.6341475,0.03478274581239957,0.5909590167660707,0.6773359832339293,Qwen3-Embedding-8B
XSTest->Wild,,A1_raw,E13_transfer,5,0.7054474999999998,0.014852657590478538,0.6870054897922547,0.7238895102077448,all-mpnet-base-v2
XSTest->Wild,,B1_raw,E13_transfer,5,0.5763324999999999,0.033941016852769734,0.5341891613114884,0.6184758386885114,all-mpnet-base-v2
XSTest->Wild,,B1b_SigmaT,E13_transfer,5,0.5393225,0.05061125615907994,0.47648032532340184,0.6021646746765983,all-mpnet-base-v2
XSTest->Wild,,B1w_SigmaW,E13_transfer,5,0.5485925,0.045678859990152997,0.4918747040712366,0.6053102959287635,all-mpnet-base-v2
XSTest->Wild,,A1_raw,E13_transfer,5,0.6636025,0.015241461236541616,0.644677726302568,0.6825272736974319,bge-base-en-v1.5
XSTest->Wild,,B1_raw,E13_transfer,5,0.5168625,0.020674608898961045,0.49119158245321687,0.5425334175467832,bge-base-en-v1.5
XSTest->Wild,,B1b_SigmaT,E13_transfer,5,0.553145,0.043111342583767885,0.4996151979995065,0.6066748020004935,bge-base-en-v1.5
XSTest->Wild,,B1w_SigmaW,E13_transfer,5,0.5686249999999999,0.035896725782096066,0.5240533279429783,0.6131966720570216,bge-base-en-v1.5
XSTest->Wild,,A1_raw,E13_transfer,5,0.6950274999999999,0.021020015387125755,0.6689277036521166,0.7211272963478832,bge-large-en-v1.5
XSTest->Wild,,B1_raw,E13_transfer,5,0.5284025,0.018603938175155276,0.505302659743101,0.551502340256899,bge-large-en-v1.5
XSTest->Wild,,B1b_SigmaT,E13_transfer,5,0.588715,0.039011804503572986,0.5402754468429498,0.6371545531570502,bge-large-en-v1.5
XSTest->Wild,,B1w_SigmaW,E13_transfer,5,0.5842499999999999,0.037670090298869745,0.5374764050668084,0.6310235949331915,bge-large-en-v1.5
,,A1_raw,E13_crossdomain,400,0.7541851562499999,0.1057316889829709,0.7437921155792283,0.7645781969207716,
,,B1_raw,E13_crossdomain,400,0.78309325,0.1239558879595362,0.7709088368185123,0.7952776631814876,
,,B1b_SigmaT,E13_crossdomain,400,0.7483719999999999,0.1462039423773062,0.7340006839454609,0.7627433160545389,
,,B1w_SigmaW,E13_crossdomain,400,0.76070915625,0.14331792384943953,0.7466215253254843,0.7747967871745157,
