source,dataset,model,pair,n_seeds,auc_diff_mean,auc_diff_std,wins_m1,ties,losses,p_mean,p_max,frac_p_below_0_05,n_valid_p
E12,HarmBench,bge-large-en-v1.5,B1b_vs_B1,10,0.00741499999999998,0.002075692655476691,10,0,0,0.021905333967361263,0.040773023468313,1.0,
E12,HarmBench,bge-large-en-v1.5,B1b_vs_C1b,5,4.5000000000024404e-05,0.00011096170510584118,2,0,3,0.5371159848220486,0.8030110245289721,0.0,
E12,HarmBench,bge-large-en-v1.5,B1w_vs_B1,5,0.00780999999999996,0.0021475713026579365,5,0,0,0.013857467614292901,0.0269942219359766,1.0,
E12,HarmBench,bge-large-en-v1.5,B1w_vs_B1b,5,0.00039499999999995994,0.00013157697366939628,5,0,0,0.18982588524787009,0.3605046643830984,0.0,
E12sigmaW,AdvBench,Qwen3-Embedding-8B,B1b_vs_B1,10,-2.1875000000007284e-05,6.038073644245776e-05,2,4,4,0.6474365651479113,1.0,0.0,
E12sigmaW,AdvBench,Qwen3-Embedding-8B,B1w_vs_B1,5,-1.5625000000006926e-05,7.245014449605664e-05,2,2,1,,,0.0,
E12sigmaW,AdvBench,Qwen3-Embedding-8B,B1w_vs_B1b,5,6.250000000007638e-06,1.7815241017171462e-05,2,2,1,,,0.0,
E12sigmaW,AdvBench,all-mpnet-base-v2,B1b_vs_B1,10,0.0006687500000000277,0.0006917796092526334,8,0,2,0.4103808175815402,0.9623428689947792,0.0,
E12sigmaW,AdvBench,all-mpnet-base-v2,B1w_vs_B1,5,0.00096874999999998,0.0004955859852235462,5,0,0,0.2078851719701995,0.4637827578215721,0.0,
E12sigmaW,AdvBench,all-mpnet-base-v2,B1w_vs_B1b,5,0.0002999999999999324,0.00026201592270319823,4,0,1,0.34813971723846837,0.8516933831744791,0.0,
E12sigmaW,AdvBench,bge-base-en-v1.5,B1b_vs_B1,10,0.0021343749999999,0.0006943003322690116,10,0,0,0.04627747133726282,0.0965767043768246,0.6,
E12sigmaW,AdvBench,bge-base-en-v1.5,B1w_vs_B1,5,0.00227812499999992,0.0008030854805452163,5,0,0,0.03221548254218928,0.0539018021969199,0.8,
E12sigmaW,AdvBench,bge-base-en-v1.5,B1w_vs_B1b,5,0.00014374999999996257,0.00011288994917610765,5,0,0,0.41595120281867254,0.7896338038843933,0.0,
E12sigmaW,AdvBench,bge-large-en-v1.5,B1b_vs_B1,10,0.00033437499999989996,0.00029103353901802136,8,0,2,0.40207923749271757,0.8023302126937093,0.0,
E12sigmaW,AdvBench,bge-large-en-v1.5,B1w_vs_B1,5,0.0005968749999998799,0.00023212461295067557,5,0,0,0.18727393702719597,0.4042991215313143,0.2,
E12sigmaW,AdvBench,bge-large-en-v1.5,B1w_vs_B1b,5,0.00026249999999994,0.00010089927681854703,5,0,0,0.21985819809616788,0.3341912536789677,0.0,
E12sigmaW,HarmBench,Qwen3-Embedding-8B,B1b_vs_B1,10,-4.499999999998221e-05,0.00021819970465399661,6,2,2,0.6098042324402125,1.0,0.0,
E12sigmaW,HarmBench,Qwen3-Embedding-8B,B1w_vs_B1,5,4.999999999994495e-06,0.00020031225624009836,4,0,1,0.4599657234765681,0.737609163657442,0.0,
E12sigmaW,HarmBench,Qwen3-Embedding-8B,B1w_vs_B1b,5,4.999999999997229e-05,3.952847075204773e-05,4,1,0,,,0.0,
E12sigmaW,HarmBench,all-mpnet-base-v2,B1b_vs_B1,10,0.00674499999999988,0.002079489787851185,10,0,0,0.03318702953050928,0.0619108977127296,0.8,
E12sigmaW,HarmBench,all-mpnet-base-v2,B1w_vs_B1,5,0.007289999999999938,0.002136264262679046,5,0,0,0.016626778107554783,0.0266235841153987,1.0,
E12sigmaW,HarmBench,all-mpnet-base-v2,B1w_vs_B1b,5,0.000545,0.0002034084560681383,5,0,0,0.15242533899259136,0.3341912536790334,0.0,
E12sigmaW,HarmBench,bge-base-en-v1.5,B1b_vs_B1,10,0.007424999999999959,0.001727072024490554,10,0,0,0.03922857807710527,0.0858094474706752,0.6,
E12sigmaW,HarmBench,bge-base-en-v1.5,B1w_vs_B1,5,0.00825499999999994,0.0016353898617760278,5,0,0,0.018680378205258776,0.0473659239307491,1.0,
E12sigmaW,HarmBench,bge-base-en-v1.5,B1w_vs_B1b,5,0.0008299999999999599,0.0003497320402822895,5,0,0,0.13182055688418556,0.4319729269383867,0.6,
E12sigmaW,HarmBench,bge-large-en-v1.5,B1b_vs_B1,10,0.00741499999999998,0.002075692655476691,10,0,0,0.021905333967361263,0.040773023468313,1.0,
E12sigmaW,HarmBench,bge-large-en-v1.5,B1w_vs_B1,5,0.00780999999999996,0.0021475713026579365,5,0,0,0.013857467614292901,0.0269942219359766,1.0,
E12sigmaW,HarmBench,bge-large-en-v1.5,B1w_vs_B1b,5,0.00039499999999995994,0.00013157697366939628,5,0,0,0.18982588524787009,0.3605046643830984,0.0,
E16,AdvBench_BB_Mixed,Qwen3-Embedding-8B,A3_vs_A1,5,-0.01036874999999994,0.004689522350202265,0,0,5,0.015604822213044756,0.0424920654416915,1.0,
E16,AdvBench_BB_Mixed,Qwen3-Embedding-8B,B1_vs_A1,5,0.0022515624999999997,0.0008683902132682448,5,0,0,0.1886545058817881,0.2376972457406672,0.0,
E16,AdvBench_BB_Mixed,Qwen3-Embedding-8B,B1_vs_C1,5,-0.00010312499999999851,0.00010443649947162579,0,0,5,0.3227038381944564,0.4139721430372354,0.0,
E16,AdvBench_BB_Mixed,Qwen3-Embedding-8B,B1b_vs_A1b,5,1.5624999999852562e-06,3.4938562148104533e-06,1,4,0,,,0.0,
E16,AdvBench_BB_Mixed,Qwen3-Embedding-8B,B1b_vs_B1,10,0.00010468749999997852,0.00010120798167911131,10,0,0,0.32288678916328195,0.4139721430372354,0.0,
E16,AdvBench_BB_Mixed,Qwen3-Embedding-8B,B1b_vs_C1b,5,0.0,0.0,0,5,0,,,0.0,
E16,AdvBench_BB_Mixed,Qwen3-Embedding-8B,B1w_vs_B1,5,0.00010468749999997852,0.0001073472752332552,5,0,0,0.32288678916328195,0.4139721430372354,0.0,
E16,AdvBench_BB_Mixed,Qwen3-Embedding-8B,B1w_vs_B1b,5,0.0,0.0,0,5,0,,,0.0,
E16,AdvBench_BB_Mixed,all-mpnet-base-v2,A3_vs_A1,5,-0.031254687499999975,0.011406438087062258,0,0,5,7.579975778160276e-07,2.43958240475628e-06,1.0,
E16,AdvBench_BB_Mixed,all-mpnet-base-v2,B1_vs_A1,5,0.0002156250000000315,0.0002769087698084837,4,0,1,0.5954771714606888,0.8987663785564506,0.0,
E16,AdvBench_BB_Mixed,all-mpnet-base-v2,B1_vs_C1,5,-0.00095,0.0002278117498272954,0,0,5,0.024056769309845037,0.0500306325655119,0.8,
E16,AdvBench_BB_Mixed,all-mpnet-base-v2,B1b_vs_A1b,5,0.00017656249999998833,0.0001066341859319532,5,0,0,0.20248142945199743,0.3490997788527388,0.0,
E16,AdvBench_BB_Mixed,all-mpnet-base-v2,B1b_vs_B1,10,0.0009124999999999585,0.0004551380094420921,10,0,0,0.21521264255049188,0.8621760126781226,0.4,
E16,AdvBench_BB_Mixed,all-mpnet-base-v2,B1b_vs_C1b,5,-1.406250000000782e-05,8.403432380946693e-05,1,0,4,0.5477349363121207,0.8384518932154787,0.0,
E16,AdvBench_BB_Mixed,all-mpnet-base-v2,B1w_vs_B1,5,0.00101874999999994,0.00039746357684936653,5,0,0,0.06832394451185557,0.2130624969199983,0.8,
E16,AdvBench_BB_Mixed,all-mpnet-base-v2,B1w_vs_B1b,5,0.00010624999999999289,0.00013605867444093386,4,0,1,0.3993140212811157,0.5137664278165588,0.0,
E16,AdvBench_BB_Mixed,bge-base-en-v1.5,A3_vs_A1,5,-0.030553124999999903,0.006284777266774795,0,0,5,2.0195888783547393e-08,6.559460330457513e-08,1.0,
E16,AdvBench_BB_Mixed,bge-base-en-v1.5,B1_vs_A1,5,-0.00012187500000002257,0.0006446993152091836,2,0,3,0.5450075994661301,0.9454039447216304,0.0,
E16,AdvBench_BB_Mixed,bge-base-en-v1.5,B1_vs_C1,5,-0.0023531249999999403,0.0004107844890989953,0,0,5,0.00563946642398042,0.0101719560252204,1.0,
E16,AdvBench_BB_Mixed,bge-base-en-v1.5,B1b_vs_A1b,5,9.218749999996632e-05,7.274440216866734e-05,4,0,1,0.21059970509389467,0.5272187192283935,0.0,
E16,AdvBench_BB_Mixed,bge-base-en-v1.5,B1b_vs_B1,10,0.0026390625,0.00048095792904770065,10,0,0,0.009232228299359022,0.0168762577053505,1.0,
E16,AdvBench_BB_Mixed,bge-base-en-v1.5,B1b_vs_C1b,5,-1.5625000000074607e-06,3.639317093389597e-05,3,0,2,0.3602392161826654,0.6172954798948036,0.0,
E16,AdvBench_BB_Mixed,bge-base-en-v1.5,B1w_vs_B1,5,0.0026984375000000003,0.0005268545184334134,5,0,0,0.00866924816465902,0.0154545684345392,1.0,
E16,AdvBench_BB_Mixed,bge-base-en-v1.5,B1w_vs_B1b,5,5.9375000000015274e-05,5.429546985590902e-05,4,1,0,0.460480446091978,1.0,0.0,
E16,AdvBench_BB_Mixed,bge-large-en-v1.5,A3_vs_A1,5,-0.031868749999999925,0.010852453110951107,0,0,5,1.445759387763701e-07,7.055429964708537e-07,1.0,
E16,AdvBench_BB_Mixed,bge-large-en-v1.5,B1_vs_A1,5,-0.0002656249999999605,0.0004605400829121222,1,0,4,0.49925098202061535,0.9136009860844316,0.0,
E16,AdvBench_BB_Mixed,bge-large-en-v1.5,B1_vs_C1,5,-0.0014640624999999797,0.0004254980422802942,0,0,5,0.018119922286721702,0.0263643351444196,1.0,
E16,AdvBench_BB_Mixed,bge-large-en-v1.5,B1b_vs_A1b,5,4.6874999999993604e-05,6.1017575592983096e-05,4,0,1,0.3223290436220738,0.4150114834201379,0.0,
E16,AdvBench_BB_Mixed,bge-large-en-v1.5,B1b_vs_B1,10,0.0015828124999999796,0.0005606789581367028,10,0,0,0.03853383377534782,0.0597504597314018,0.8,
E16,AdvBench_BB_Mixed,bge-large-en-v1.5,B1b_vs_C1b,5,7.8125000000151e-06,2.8704957923249012e-05,3,0,2,0.4392514415663952,0.6172954798998074,0.0,
E16,AdvBench_BB_Mixed,bge-large-en-v1.5,B1w_vs_B1,5,0.00166562499999996,0.0005839915603654966,5,0,0,0.0301363321028346,0.0445714015354981,1.0,
E16,AdvBench_BB_Mixed,bge-large-en-v1.5,B1w_vs_B1b,5,8.281249999995377e-05,4.5754845201035255e-05,5,0,0,0.2814248902183051,0.342236537997739,0.0,
E16,AdvBench_BB_Safe,Qwen3-Embedding-8B,A3_vs_A1,5,-0.0010699999999999698,0.002183919614549135,2,0,3,0.5801699924075361,0.9729443200407996,0.0,
E16,AdvBench_BB_Safe,Qwen3-Embedding-8B,B1_vs_A1,5,0.0030474999999999604,0.00041357223333716216,5,0,0,0.10482581674509836,0.137080016970694,0.0,
E16,AdvBench_BB_Safe,Qwen3-Embedding-8B,B1_vs_C1,5,0.0,0.0,0,5,0,,,0.0,
E16,AdvBench_BB_Safe,Qwen3-Embedding-8B,B1b_vs_A1b,5,0.0,0.0,0,5,0,,,0.0,
E16,AdvBench_BB_Safe,Qwen3-Embedding-8B,B1b_vs_B1,10,0.0,0.0,0,10,0,,,0.0,
E16,AdvBench_BB_Safe,Qwen3-Embedding-8B,B1b_vs_C1b,5,0.0,0.0,0,5,0,,,0.0,
E16,AdvBench_BB_Safe,Qwen3-Embedding-8B,B1w_vs_B1,5,0.0,0.0,0,5,0,,,0.0,
E16,AdvBench_BB_Safe,Qwen3-Embedding-8B,B1w_vs_B1b,5,0.0,0.0,0,5,0,,,0.0,
E16,AdvBench_BB_Safe,all-mpnet-base-v2,A3_vs_A1,5,-0.008869374999999919,0.007328292708635323,0,0,5,0.0008596465034508263,0.0027572854401738,1.0,
E16,AdvBench_BB_Safe,all-mpnet-base-v2,B1_vs_A1,5,0.00029937499999993923,0.00020787005781859507,5,0,0,0.2126143220399927,0.3101258072042154,0.0,
E16,AdvBench_BB_Safe,all-mpnet-base-v2,B1_vs_C1,5,0.0,0.0,0,5,0,,,0.0,
E16,AdvBench_BB_Safe,all-mpnet-base-v2,B1b_vs_A1b,5,0.0,0.0,0,5,0,,,0.0,
E16,AdvBench_BB_Safe,all-mpnet-base-v2,B1b_vs_B1,10,0.0,0.0,0,10,0,,,0.0,
E16,AdvBench_BB_Safe,all-mpnet-base-v2,B1b_vs_C1b,5,0.0,0.0,0,5,0,,,0.0,
E16,AdvBench_BB_Safe,all-mpnet-base-v2,B1w_vs_B1,5,0.0,0.0,0,5,0,,,0.0,
E16,AdvBench_BB_Safe,all-mpnet-base-v2,B1w_vs_B1b,5,0.0,0.0,0,5,0,,,0.0,
E16,AdvBench_BB_Safe,bge-base-en-v1.5,A3_vs_A1,5,-0.006447499999999979,0.004004734380821921,0,0,5,0.007673020412204528,0.0331491169828861,1.0,
E16,AdvBench_BB_Safe,bge-base-en-v1.5,B1_vs_A1,5,0.0005012499999999389,0.0003629886254243474,5,0,0,0.22398829501317605,0.2798325231765224,0.0,
E16,AdvBench_BB_Safe,bge-base-en-v1.5,B1_vs_C1,5,0.0,0.0,0,5,0,,,0.0,
E16,AdvBench_BB_Safe,bge-base-en-v1.5,B1b_vs_A1b,5,0.0,0.0,0,5,0,,,0.0,
E16,AdvBench_BB_Safe,bge-base-en-v1.5,B1b_vs_B1,10,0.0,0.0,0,10,0,,,0.0,
E16,AdvBench_BB_Safe,bge-base-en-v1.5,B1b_vs_C1b,5,0.0,0.0,0,5,0,,,0.0,
E16,AdvBench_BB_Safe,bge-base-en-v1.5,B1w_vs_B1,5,0.0,0.0,0,5,0,,,0.0,
E16,AdvBench_BB_Safe,bge-base-en-v1.5,B1w_vs_B1b,5,0.0,0.0,0,5,0,,,0.0,
E16,AdvBench_BB_Safe,bge-large-en-v1.5,A3_vs_A1,5,-0.00577750000000004,0.0033695423175392615,0,0,5,0.007981862359690867,0.0249405206919364,1.0,
E16,AdvBench_BB_Safe,bge-large-en-v1.5,B1_vs_A1,5,0.00047312499999992006,0.00014105143676152915,5,0,0,0.11085086151615883,0.1912330841515581,0.0,
E16,AdvBench_BB_Safe,bge-large-en-v1.5,B1_vs_C1,5,0.0,0.0,0,5,0,,,0.0,
E16,AdvBench_BB_Safe,bge-large-en-v1.5,B1b_vs_A1b,5,0.0,0.0,0,5,0,,,0.0,
E16,AdvBench_BB_Safe,bge-large-en-v1.5,B1b_vs_B1,10,0.0,0.0,0,10,0,,,0.0,
E16,AdvBench_BB_Safe,bge-large-en-v1.5,B1b_vs_C1b,5,0.0,0.0,0,5,0,,,0.0,
E16,AdvBench_BB_Safe,bge-large-en-v1.5,B1w_vs_B1,5,0.0,0.0,0,5,0,,,0.0,
E16,AdvBench_BB_Safe,bge-large-en-v1.5,B1w_vs_B1b,5,0.0,0.0,0,5,0,,,0.0,
E16,HarmBench_BB_Mixed,Qwen3-Embedding-8B,A3_vs_A1,5,0.16862249999999995,0.022312416666511053,5,0,0,3.41632411249293e-10,1.482393541252236e-09,1.0,
E16,HarmBench_BB_Mixed,Qwen3-Embedding-8B,B1_vs_A1,5,0.23312499999999997,0.01960205465952483,5,0,0,0.0,0.0,1.0,
E16,HarmBench_BB_Mixed,Qwen3-Embedding-8B,B1_vs_C1,5,-0.0015049999999999799,0.0005081061650875001,0,0,5,0.03953164425555368,0.0726564416056363,0.8,
E16,HarmBench_BB_Mixed,Qwen3-Embedding-8B,B1b_vs_A1b,5,4.999999999988346e-06,1.1180339887472889e-05,1,4,0,,,0.0,
E16,HarmBench_BB_Mixed,Qwen3-Embedding-8B,B1b_vs_B1,10,0.00150999999999996,0.00048163494705239537,10,0,0,0.03985018923828486,0.0726564416056363,0.8,
E16,HarmBench_BB_Mixed,Qwen3-Embedding-8B,B1b_vs_C1b,5,0.0,0.0,0,5,0,,,0.0,
E16,HarmBench_BB_Mixed,Qwen3-Embedding-8B,B1w_vs_B1,5,0.00150999999999996,0.0005108510056757588,5,0,0,0.03985018923828486,0.0726564416056363,0.8,
E16,HarmBench_BB_Mixed,Qwen3-Embedding-8B,B1w_vs_B1b,5,0.0,0.0,0,5,0,,,0.0,
E16,HarmBench_BB_Mixed,all-mpnet-base-v2,A3_vs_A1,5,-0.04122749999999996,0.01588908922027943,0,0,5,0.00017366611945127965,0.0005499616056614,1.0,
E16,HarmBench_BB_Mixed,all-mpnet-base-v2,B1_vs_A1,5,0.00358249999999996,0.0014422909293897571,5,0,0,0.23686796865897292,0.6171474666789183,0.0,
E16,HarmBench_BB_Mixed,all-mpnet-base-v2,B1_vs_C1,5,-0.01114249999999994,0.0016438949555856325,0,0,5,0.00012241855125453261,0.0003800156160349,1.0,
E16,HarmBench_BB_Mixed,all-mpnet-base-v2,B1b_vs_A1b,5,8.500000000001197e-05,0.00015647483823285613,4,0,1,0.3921434407460832,0.533177989213141,0.0,
E16,HarmBench_BB_Mixed,all-mpnet-base-v2,B1b_vs_B1,10,0.01170249999999992,0.0023773292671492225,10,0,0,0.0007803496961364205,0.0033238562506188,1.0,
E16,HarmBench_BB_Mixed,all-mpnet-base-v2,B1b_vs_C1b,5,7.249999999998584e-05,6.274950198998877e-05,5,0,0,0.5906793961212916,0.8938836497916984,0.0,
E16,HarmBench_BB_Mixed,all-mpnet-base-v2,B1w_vs_B1,5,0.01189999999999998,0.0023531893251500574,5,0,0,0.00044531094757556606,0.0017329123884031,1.0,
E16,HarmBench_BB_Mixed,all-mpnet-base-v2,B1w_vs_B1b,5,0.00019749999999998225,0.00017862320677885414,5,0,0,0.35344069081693424,0.999999999998492,0.0,
E16,HarmBench_BB_Mixed,bge-base-en-v1.5,A3_vs_A1,5,-0.03098749999999994,0.015746946628632505,0,0,5,0.052370850649339086,0.1190172101519131,0.6,
E16,HarmBench_BB_Mixed,bge-base-en-v1.5,B1_vs_A1,5,0.02305249999999996,0.0021793491000755513,5,0,0,0.0070184398512949,0.015306399740055,1.0,
E16,HarmBench_BB_Mixed,bge-base-en-v1.5,B1_vs_C1,5,-0.01669749999999996,0.0038567756935035447,0,0,5,1.9756333614218135e-05,5.605055804647208e-05,1.0,
E16,HarmBench_BB_Mixed,bge-base-en-v1.5,B1b_vs_A1b,5,0.0001824999999999589,0.00011374313166079739,5,0,0,0.28191598900275894,0.605817546032293,0.0,
E16,HarmBench_BB_Mixed,bge-base-en-v1.5,B1b_vs_B1,10,0.018084999999999917,0.004153691463960484,10,0,0,5.458817218218256e-05,0.0001374166700227,1.0,
E16,HarmBench_BB_Mixed,bge-base-en-v1.5,B1b_vs_C1b,5,1.2499999999970868e-05,3.644344934276483e-05,3,0,2,0.7576201021097921,0.927391581990806,0.0,
E16,HarmBench_BB_Mixed,bge-base-en-v1.5,B1w_vs_B1,5,0.018479999999999962,0.004532586871754362,5,0,0,4.218361614038961e-05,0.0001027679090968,1.0,
E16,HarmBench_BB_Mixed,bge-base-en-v1.5,B1w_vs_B1b,5,0.00039499999999998,0.0002043663989015373,5,0,0,0.08746418708728576,0.161780313081377,0.2,
E16,HarmBench_BB_Mixed,bge-large-en-v1.5,A3_vs_A1,5,-0.05248749999999992,0.014363555226683955,0,0,5,1.1793263064507898e-05,5.294248176457295e-05,1.0,
E16,HarmBench_BB_Mixed,bge-large-en-v1.5,B1_vs_A1,5,0.012362499999999981,0.0016897438785212515,5,0,0,0.0040844450292375,0.0121225789050016,1.0,
E16,HarmBench_BB_Mixed,bge-large-en-v1.5,B1_vs_C1,5,-0.00874499999999996,0.001957669213631314,0,0,5,0.00016697566951516752,0.0004061318078674,1.0,
E16,HarmBench_BB_Mixed,bge-large-en-v1.5,B1b_vs_A1b,5,8.749999999995922e-05,4.145780987940481e-05,5,0,0,0.39630081122007166,0.7319999011100535,0.0,
E16,HarmBench_BB_Mixed,bge-large-en-v1.5,B1b_vs_B1,10,0.010644999999999983,0.0026601822201579106,10,0,0,0.00048026121424654,0.0011375224337906,1.0,
E16,HarmBench_BB_Mixed,bge-large-en-v1.5,B1b_vs_C1b,5,1.7500000000003627e-05,4.8088460154183174e-05,2,2,1,0.6630276115320155,1.0,0.0,
E16,HarmBench_BB_Mixed,bge-large-en-v1.5,B1w_vs_B1,5,0.010764999999999941,0.0028269821585924014,5,0,0,0.00042771375355834,0.0010349201351063,1.0,
E16,HarmBench_BB_Mixed,bge-large-en-v1.5,B1w_vs_B1b,5,0.00011999999999997638,0.00012393294557938575,4,0,1,0.21917377347072842,0.3812861845387485,0.0,
E16,HarmBench_BB_Safe,Qwen3-Embedding-8B,A3_vs_A1,5,0.20059249999999995,0.015549235109805187,5,0,0,0.0,0.0,1.0,
E16,HarmBench_BB_Safe,Qwen3-Embedding-8B,B1_vs_A1,5,0.25929299999999994,0.013390753619568985,5,0,0,0.0,0.0,1.0,
E16,HarmBench_BB_Safe,Qwen3-Embedding-8B,B1_vs_C1,5,0.0,0.0,0,5,0,,,0.0,
E16,HarmBench_BB_Safe,Qwen3-Embedding-8B,B1b_vs_A1b,5,0.0,0.0,0,5,0,,,0.0,
E16,HarmBench_BB_Safe,Qwen3-Embedding-8B,B1b_vs_B1,10,0.0,0.0,0,10,0,,,0.0,
E16,HarmBench_BB_Safe,Qwen3-Embedding-8B,B1b_vs_C1b,5,0.0,0.0,0,5,0,,,0.0,
E16,HarmBench_BB_Safe,Qwen3-Embedding-8B,B1w_vs_B1,5,0.0,0.0,0,5,0,,,0.0,
E16,HarmBench_BB_Safe,Qwen3-Embedding-8B,B1w_vs_B1b,5,0.0,0.0,0,5,0,,,0.0,
E16,HarmBench_BB_Safe,all-mpnet-base-v2,A3_vs_A1,5,-0.04046799999999996,0.010753932768991935,0,0,5,8.0781030797894e-06,4.0197224257410014e-05,1.0,
E16,HarmBench_BB_Safe,all-mpnet-base-v2,B1_vs_A1,5,0.006737999999999959,0.0022418061914447475,5,0,0,0.0038932774358060806,0.0116992846472254,1.0,
E16,HarmBench_BB_Safe,all-mpnet-base-v2,B1_vs_C1,5,0.0,0.0,0,5,0,,,0.0,
E16,HarmBench_BB_Safe,all-mpnet-base-v2,B1b_vs_A1b,5,0.0,0.0,0,5,0,,,0.0,
E16,HarmBench_BB_Safe,all-mpnet-base-v2,B1b_vs_B1,10,0.0,0.0,0,10,0,,,0.0,
E16,HarmBench_BB_Safe,all-mpnet-base-v2,B1b_vs_C1b,5,0.0,0.0,0,5,0,,,0.0,
E16,HarmBench_BB_Safe,all-mpnet-base-v2,B1w_vs_B1,5,0.0,0.0,0,5,0,,,0.0,
E16,HarmBench_BB_Safe,all-mpnet-base-v2,B1w_vs_B1b,5,0.0,0.0,0,5,0,,,0.0,
E16,HarmBench_BB_Safe,bge-base-en-v1.5,A3_vs_A1,5,-0.037441999999999996,0.016181584672089466,0,0,5,0.04944499170145428,0.2468114463155597,0.8,
E16,HarmBench_BB_Safe,bge-base-en-v1.5,B1_vs_A1,5,0.020264999999999922,0.005433894781830091,5,0,0,0.00862777232792966,0.0288576637215547,1.0,
E16,HarmBench_BB_Safe,bge-base-en-v1.5,B1_vs_C1,5,0.0,0.0,0,5,0,,,0.0,
E16,HarmBench_BB_Safe,bge-base-en-v1.5,B1b_vs_A1b,5,0.0,0.0,0,5,0,,,0.0,
E16,HarmBench_BB_Safe,bge-base-en-v1.5,B1b_vs_B1,10,0.0,0.0,0,10,0,,,0.0,
E16,HarmBench_BB_Safe,bge-base-en-v1.5,B1b_vs_C1b,5,0.0,0.0,0,5,0,,,0.0,
E16,HarmBench_BB_Safe,bge-base-en-v1.5,B1w_vs_B1,5,0.0,0.0,0,5,0,,,0.0,
E16,HarmBench_BB_Safe,bge-base-en-v1.5,B1w_vs_B1b,5,0.0,0.0,0,5,0,,,0.0,
E16,HarmBench_BB_Safe,bge-large-en-v1.5,A3_vs_A1,5,-0.015369000000000039,0.010804638702890496,1,0,4,0.21225976507556482,0.9097092975917118,0.6,
E16,HarmBench_BB_Safe,bge-large-en-v1.5,B1_vs_A1,5,0.018025999999999938,0.0034815431205142467,5,0,0,8.448541787817693e-05,0.0001494126667804,1.0,
E16,HarmBench_BB_Safe,bge-large-en-v1.5,B1_vs_C1,5,0.0,0.0,0,5,0,,,0.0,
E16,HarmBench_BB_Safe,bge-large-en-v1.5,B1b_vs_A1b,5,0.0,0.0,0,5,0,,,0.0,
E16,HarmBench_BB_Safe,bge-large-en-v1.5,B1b_vs_B1,10,0.0,0.0,0,10,0,,,0.0,
E16,HarmBench_BB_Safe,bge-large-en-v1.5,B1b_vs_C1b,5,0.0,0.0,0,5,0,,,0.0,
E16,HarmBench_BB_Safe,bge-large-en-v1.5,B1w_vs_B1,5,0.0,0.0,0,5,0,,,0.0,
E16,HarmBench_BB_Safe,bge-large-en-v1.5,B1w_vs_B1b,5,0.0,0.0,0,5,0,,,0.0,
E13,AdvBench->AdvBench,Qwen3-Embedding-8B,B1w_vs_A1,5,0.003075000000000028,0.0019685813419820725,5,0,0,0.09755963293886293,0.1531278809607625,0.0,5.0
E13,AdvBench->AdvBench,all-mpnet-base-v2,B1w_vs_A1,5,0.0047149999999999805,0.0009553467956715706,5,0,0,0.01667665353676852,0.0306264545394485,1.0,5.0
E13,AdvBench->AdvBench,bge-base-en-v1.5,B1w_vs_A1,5,0.008929999999999971,0.0013881642554107356,5,0,0,0.005082766627806679,0.0112204206597619,1.0,5.0
E13,AdvBench->AdvBench,bge-large-en-v1.5,B1w_vs_A1,5,0.003444999999999987,0.0008651950647108423,5,0,0,0.028104108494981,0.0448899259428263,1.0,5.0
E13,AdvBench->HarmBench,Qwen3-Embedding-8B,B1w_vs_A1,5,0.16643000000000008,0.007601303342190783,5,0,0,3.9470648971473563e-13,1.728617249341369e-12,1.0,5.0
E13,AdvBench->HarmBench,all-mpnet-base-v2,B1w_vs_A1,5,0.09039500000000004,0.0196237531451045,5,0,0,8.598411766147507e-07,2.553166415397712e-06,1.0,5.0
E13,AdvBench->HarmBench,bge-base-en-v1.5,B1w_vs_A1,5,0.10044499999999998,0.018769418278145964,5,0,0,3.301488125728724e-06,1.6472677910828182e-05,1.0,5.0
E13,AdvBench->HarmBench,bge-large-en-v1.5,B1w_vs_A1,5,0.05175000000000003,0.032873864048815434,5,0,0,0.07685031000356171,0.1942121721573151,0.6,5.0
E13,AdvBench->ToxicChat,Qwen3-Embedding-8B,B1w_vs_A1,5,0.19138999999999998,0.029878930703758442,5,0,0,4.597355118818314e-09,2.2467911531265372e-08,1.0,5.0
E13,AdvBench->ToxicChat,all-mpnet-base-v2,B1w_vs_A1,5,-0.08406500000000001,0.05693383660003944,0,0,5,0.16390382678993168,0.7496991374618385,0.6,5.0
E13,AdvBench->ToxicChat,bge-base-en-v1.5,B1w_vs_A1,5,0.027814999999999968,0.035967818080890036,4,0,1,0.5320525672229992,0.9508908614712384,0.2,5.0
E13,AdvBench->ToxicChat,bge-large-en-v1.5,B1w_vs_A1,5,0.06074999999999997,0.04046403109552981,5,0,0,0.10791220442091046,0.2140103018648624,0.4,5.0
E13,AdvBench->Wild,Qwen3-Embedding-8B,B1w_vs_A1,5,0.019545000000000014,0.026144781087723782,4,0,1,0.44645687838016485,0.743310168233889,0.2,5.0
E13,AdvBench->Wild,all-mpnet-base-v2,B1w_vs_A1,5,0.13336,0.030857366421974564,5,0,0,0.0013856833020772733,0.0069000200365629,1.0,5.0
E13,AdvBench->Wild,bge-base-en-v1.5,B1w_vs_A1,5,0.09339249999999999,0.02652091097134486,5,0,0,0.03161593838899962,0.0794720287423838,0.6,5.0
E13,AdvBench->Wild,bge-large-en-v1.5,B1w_vs_A1,5,0.08854499999999998,0.03785605714413477,5,0,0,0.06381523111144805,0.2745076578765628,0.8,5.0
