dataset,model,seed,n_ref_mal,n_ref_safe,n_test_attack,n_test_safe,attack_scenario,target_defense,evaluated_method,roc_auc,pr_auc,asr_at_1pct_fpr,asr_at_5pct_fpr,asr_at_median_safe,mean_perturb_ratio,mean_semantic_sim,mean_queries
Wild,bge-large-en-v1.5,0,200,200,60,800,adaptive_word_greedy_target_B1,B1_raw,deberta-v3-prompt-injection-v2,0.8777291666666667,0.3777540852196528,0.8,0.6166666666666667,0.05,0.004571075077540595,0.9947473744551341,13.55
Wild,bge-large-en-v1.5,0,200,200,60,800,adaptive_word_greedy_target_B1,B1_raw,toxic-bert,0.6977708333333333,0.16490236231220629,0.9666666666666667,0.8833333333333333,0.3,0.004571075077540595,0.9947473744551341,13.55
Wild,bge-large-en-v1.5,0,200,200,60,800,adaptive_affix_target_B1,B1_raw,A1_naive_cosine_raw,0.7071875,0.12145855233712038,1.0,0.9333333333333333,0.23333333333333334,0.0,0.9165277004241943,6.0
Wild,bge-large-en-v1.5,0,200,200,60,800,adaptive_affix_target_B1,B1_raw,A2_rsfi_svd_raw_k20,0.6848958333333334,0.11911184081517075,1.0,0.9,0.2,0.0,0.9165277004241943,6.0
Wild,bge-large-en-v1.5,0,200,200,60,800,adaptive_affix_target_B1,B1_raw,B1_discriminant_mean_raw,0.8876666666666667,0.3036085077392207,0.9666666666666667,0.75,0.016666666666666666,0.0,0.9165277004241943,6.0
Wild,bge-large-en-v1.5,0,200,200,60,800,adaptive_affix_target_B1,B1_raw,B1b_SigmaT_wh,0.8817708333333333,0.31271418364292847,0.13333333333333333,0.0,0.0,0.0,0.9165277004241943,6.0
Wild,bge-large-en-v1.5,0,200,200,60,800,adaptive_affix_target_B1,B1_raw,B1w_SigmaW_wh,0.9034375,0.349684522905537,0.35,0.016666666666666666,0.0,0.0,0.9165277004241943,6.0
Wild,bge-large-en-v1.5,0,200,200,60,800,adaptive_affix_target_B1,B1_raw,C1_logreg_raw,0.9049166666666666,0.3296485658087447,0.9,0.5,0.0,0.0,0.9165277004241943,6.0
Wild,bge-large-en-v1.5,0,200,200,60,800,adaptive_affix_target_B1,B1_raw,deberta-v3-prompt-injection-v2,0.89103125,0.3895813071264133,0.8166666666666667,0.6333333333333333,0.05,0.0,0.9165277004241943,6.0
Wild,bge-large-en-v1.5,0,200,200,60,800,adaptive_affix_target_B1,B1_raw,toxic-bert,0.5212291666666666,0.09704795732941686,0.9833333333333333,0.9333333333333333,0.6,0.0,0.9165277004241943,6.0
Wild,bge-large-en-v1.5,0,200,200,60,800,adaptive_combined_target_B1,B1_raw,A1_naive_cosine_raw,0.7053541666666667,0.12002111971556328,1.0,0.9333333333333333,0.23333333333333334,0.00045739348370927316,0.9185692638158798,7.35
Wild,bge-large-en-v1.5,0,200,200,60,800,adaptive_combined_target_B1,B1_raw,A2_rsfi_svd_raw_k20,0.6822291666666668,0.11780237247469179,1.0,0.9,0.2,0.00045739348370927316,0.9185692638158798,7.35
Wild,bge-large-en-v1.5,0,200,200,60,800,adaptive_combined_target_B1,B1_raw,B1_discriminant_mean_raw,0.8876041666666667,0.30166406329477624,1.0,0.75,0.016666666666666666,0.00045739348370927316,0.9185692638158798,7.35
Wild,bge-large-en-v1.5,0,200,200,60,800,adaptive_combined_target_B1,B1_raw,B1b_SigmaT_wh,0.8815,0.3121060976790582,0.13333333333333333,0.0,0.0,0.00045739348370927316,0.9185692638158798,7.35
Wild,bge-large-en-v1.5,0,200,200,60,800,adaptive_combined_target_B1,B1_raw,B1w_SigmaW_wh,0.9032083333333333,0.3488087627402143,0.35,0.016666666666666666,0.0,0.00045739348370927316,0.9185692638158798,7.35
Wild,bge-large-en-v1.5,0,200,200,60,800,adaptive_combined_target_B1,B1_raw,C1_logreg_raw,0.9045625,0.32395884660122365,0.9166666666666666,0.5,0.0,0.00045739348370927316,0.9185692638158798,7.35
Wild,bge-large-en-v1.5,0,200,200,60,800,adaptive_combined_target_B1,B1_raw,deberta-v3-prompt-injection-v2,0.8910625000000001,0.39100743313237124,0.8166666666666667,0.6333333333333333,0.05,0.00045739348370927316,0.9185692638158798,7.35
Wild,bge-large-en-v1.5,0,200,200,60,800,adaptive_combined_target_B1,B1_raw,toxic-bert,0.5210416666666666,0.09697891642267961,0.9833333333333333,0.9333333333333333,0.6,0.00045739348370927316,0.9185692638158798,7.35
Wild,bge-large-en-v1.5,0,200,200,60,800,adaptive_word_greedy_target_B1w,B1w_wh,A1_naive_cosine_raw,0.7453958333333333,0.1684557838213456,0.95,0.7833333333333333,0.16666666666666666,0.023292280172254234,0.9657906184593836,56.583333333333336
Wild,bge-large-en-v1.5,0,200,200,60,800,adaptive_word_greedy_target_B1w,B1w_wh,A2_rsfi_svd_raw_k20,0.7360416666666666,0.1777281687540156,0.9833333333333333,0.75,0.16666666666666666,0.023292280172254234,0.9657906184593836,56.583333333333336
Wild,bge-large-en-v1.5,0,200,200,60,800,adaptive_word_greedy_target_B1w,B1w_wh,B1_discriminant_mean_raw,0.897,0.37101848732006254,0.9333333333333333,0.6666666666666666,0.016666666666666666,0.023292280172254234,0.9657906184593836,56.583333333333336
Wild,bge-large-en-v1.5,0,200,200,60,800,adaptive_word_greedy_target_B1w,B1w_wh,B1b_SigmaT_wh,0.8002083333333333,0.1622983595418092,0.18333333333333332,0.03333333333333333,0.0,0.023292280172254234,0.9657906184593836,56.583333333333336
Wild,bge-large-en-v1.5,0,200,200,60,800,adaptive_word_greedy_target_B1w,B1w_wh,B1w_SigmaW_wh,0.8251666666666667,0.17675808840033666,0.9333333333333333,0.06666666666666667,0.0,0.023292280172254234,0.9657906184593836,56.583333333333336
Wild,bge-large-en-v1.5,0,200,200,60,800,adaptive_word_greedy_target_B1w,B1w_wh,C1_logreg_raw,0.895125,0.32959961350987316,0.9333333333333333,0.5666666666666667,0.016666666666666666,0.023292280172254234,0.9657906184593836,56.583333333333336
Wild,bge-large-en-v1.5,0,200,200,60,800,adaptive_word_greedy_target_B1w,B1w_wh,deberta-v3-prompt-injection-v2,0.8794375000000001,0.3803171829620112,0.8333333333333334,0.6333333333333333,0.06666666666666667,0.023292280172254234,0.9657906184593836,56.583333333333336
Wild,bge-large-en-v1.5,0,200,200,60,800,adaptive_word_greedy_target_B1w,B1w_wh,toxic-bert,0.7325833333333334,0.17309965461496804,0.9666666666666667,0.8833333333333333,0.2,0.023292280172254234,0.9657906184593836,56.583333333333336
Wild,bge-large-en-v1.5,1,200,200,60,800,clean,none,A1_naive_cosine_raw,0.7859999999999999,0.2151697162985419,0.9,0.6833333333333333,0.16666666666666666,0.0,1.0,1.0
Wild,bge-large-en-v1.5,1,200,200,60,800,clean,none,A2_rsfi_svd_raw_k20,0.8185208333333333,0.2894696068185372,0.9166666666666666,0.7333333333333333,0.11666666666666667,0.0,1.0,1.0
Wild,bge-large-en-v1.5,1,200,200,60,800,clean,none,B1_discriminant_mean_raw,0.8945416666666666,0.34390968820838796,0.8166666666666667,0.5333333333333333,0.016666666666666666,0.0,1.0,1.0
Wild,bge-large-en-v1.5,1,200,200,60,800,clean,none,B1b_SigmaT_wh,0.8356249999999998,0.4152892176507216,0.13333333333333333,0.08333333333333333,0.016666666666666666,0.0,1.0,1.0
Wild,bge-large-en-v1.5,1,200,200,60,800,clean,none,B1w_SigmaW_wh,0.8498958333333334,0.4333684184645288,0.31666666666666665,0.16666666666666666,0.0,0.0,1.0,1.0
Wild,bge-large-en-v1.5,1,200,200,60,800,clean,none,C1_logreg_raw,0.8958333333333333,0.3665580952898277,0.7666666666666667,0.45,0.016666666666666666,0.0,1.0,1.0
Wild,bge-large-en-v1.5,1,200,200,60,800,clean,none,deberta-v3-prompt-injection-v2,0.8649687499999998,0.3136621607841523,0.8,0.75,0.03333333333333333,0.0,1.0,1.0
Wild,bge-large-en-v1.5,1,200,200,60,800,clean,none,toxic-bert,0.7154166666666666,0.13219647481909833,0.9666666666666667,0.9166666666666666,0.16666666666666666,0.0,1.0,1.0
Wild,bge-large-en-v1.5,1,200,200,60,800,adaptive_word_greedy_target_B1,B1_raw,A1_naive_cosine_raw,0.7762708333333334,0.20273041104619233,0.9166666666666666,0.7166666666666667,0.18333333333333332,0.005800140917920729,0.9926800151666005,11.5
Wild,bge-large-en-v1.5,1,200,200,60,800,adaptive_word_greedy_target_B1,B1_raw,A2_rsfi_svd_raw_k20,0.8062499999999999,0.2591588283189214,0.9333333333333333,0.7666666666666667,0.13333333333333333,0.005800140917920729,0.9926800151666005,11.5
Wild,bge-large-en-v1.5,1,200,200,60,800,adaptive_word_greedy_target_B1,B1_raw,B1_discriminant_mean_raw,0.892625,0.3050383094320252,0.9833333333333333,0.5333333333333333,0.016666666666666666,0.005800140917920729,0.9926800151666005,11.5
Wild,bge-large-en-v1.5,1,200,200,60,800,adaptive_word_greedy_target_B1,B1_raw,B1b_SigmaT_wh,0.8307291666666666,0.37735269321344417,0.13333333333333333,0.08333333333333333,0.016666666666666666,0.005800140917920729,0.9926800151666005,11.5
Wild,bge-large-en-v1.5,1,200,200,60,800,adaptive_word_greedy_target_B1,B1_raw,B1w_SigmaW_wh,0.8468749999999999,0.4001270894175953,0.3333333333333333,0.16666666666666666,0.0,0.005800140917920729,0.9926800151666005,11.5
Wild,bge-large-en-v1.5,1,200,200,60,800,adaptive_word_greedy_target_B1,B1_raw,C1_logreg_raw,0.8940208333333333,0.3253132222594251,0.8666666666666667,0.45,0.016666666666666666,0.005800140917920729,0.9926800151666005,11.5
Wild,bge-large-en-v1.5,1,200,200,60,800,adaptive_word_greedy_target_B1,B1_raw,deberta-v3-prompt-injection-v2,0.8651145833333334,0.3171376129970495,0.8,0.75,0.03333333333333333,0.005800140917920729,0.9926800151666005,11.5
Wild,bge-large-en-v1.5,1,200,200,60,800,adaptive_word_greedy_target_B1,B1_raw,toxic-bert,0.7128958333333333,0.13180756836708968,0.9666666666666667,0.9166666666666666,0.16666666666666666,0.005800140917920729,0.9926800151666005,11.5
Wild,bge-large-en-v1.5,1,200,200,60,800,adaptive_affix_target_B1,B1_raw,A1_naive_cosine_raw,0.7127291666666666,0.12402327758867789,1.0,0.95,0.18333333333333332,0.0,0.91873426536719,6.0
Wild,bge-large-en-v1.5,1,200,200,60,800,adaptive_affix_target_B1,B1_raw,A2_rsfi_svd_raw_k20,0.709625,0.13213185533745245,1.0,0.9,0.21666666666666667,0.0,0.91873426536719,6.0
Wild,bge-large-en-v1.5,1,200,200,60,800,adaptive_affix_target_B1,B1_raw,B1_discriminant_mean_raw,0.8841666666666667,0.2728120211539425,0.9666666666666667,0.6833333333333333,0.016666666666666666,0.0,0.91873426536719,6.0
Wild,bge-large-en-v1.5,1,200,200,60,800,adaptive_affix_target_B1,B1_raw,B1b_SigmaT_wh,0.7715625,0.18507325915161252,0.16666666666666666,0.1,0.016666666666666666,0.0,0.91873426536719,6.0
Wild,bge-large-en-v1.5,1,200,200,60,800,adaptive_affix_target_B1,B1_raw,B1w_SigmaW_wh,0.8101249999999999,0.2249212269930688,0.36666666666666664,0.2,0.0,0.0,0.91873426536719,6.0
Wild,bge-large-en-v1.5,1,200,200,60,800,adaptive_affix_target_B1,B1_raw,C1_logreg_raw,0.8981875,0.3193805992426918,0.9,0.48333333333333334,0.0,0.0,0.91873426536719,6.0
Wild,bge-large-en-v1.5,1,200,200,60,800,adaptive_affix_target_B1,B1_raw,deberta-v3-prompt-injection-v2,0.8887604166666668,0.3544814882920036,0.8166666666666667,0.6333333333333333,0.016666666666666666,0.0,0.91873426536719,6.0
Wild,bge-large-en-v1.5,1,200,200,60,800,adaptive_affix_target_B1,B1_raw,toxic-bert,0.5227291666666667,0.07238269106152856,1.0,0.9666666666666667,0.55,0.0,0.91873426536719,6.0
Wild,bge-large-en-v1.5,1,200,200,60,800,adaptive_combined_target_B1,B1_raw,A1_naive_cosine_raw,0.7085625,0.12318615629709909,1.0,0.95,0.21666666666666667,0.0018376068376068375,0.9190176337957382,8.583333333333334
Wild,bge-large-en-v1.5,1,200,200,60,800,adaptive_combined_target_B1,B1_raw,A2_rsfi_svd_raw_k20,0.7073958333333333,0.1283349278382163,1.0,0.9166666666666666,0.21666666666666667,0.0018376068376068375,0.9190176337957382,8.583333333333334
Wild,bge-large-en-v1.5,1,200,200,60,800,adaptive_combined_target_B1,B1_raw,B1_discriminant_mean_raw,0.8838958333333333,0.2698226031645245,0.9833333333333333,0.6833333333333333,0.016666666666666666,0.0018376068376068375,0.9190176337957382,8.583333333333334
Wild,bge-large-en-v1.5,1,200,200,60,800,adaptive_combined_target_B1,B1_raw,B1b_SigmaT_wh,0.7715208333333334,0.1841208781992316,0.16666666666666666,0.1,0.016666666666666666,0.0018376068376068375,0.9190176337957382,8.583333333333334
Wild,bge-large-en-v1.5,1,200,200,60,800,adaptive_combined_target_B1,B1_raw,B1w_SigmaW_wh,0.8098958333333333,0.2092388429283318,0.36666666666666664,0.2,0.0,0.0018376068376068375,0.9190176337957382,8.583333333333334
Wild,bge-large-en-v1.5,1,200,200,60,800,adaptive_combined_target_B1,B1_raw,C1_logreg_raw,0.8979583333333334,0.30757504368713623,0.9,0.48333333333333334,0.0,0.0018376068376068375,0.9190176337957382,8.583333333333334
Wild,bge-large-en-v1.5,1,200,200,60,800,adaptive_combined_target_B1,B1_raw,deberta-v3-prompt-injection-v2,0.8889270833333334,0.3619459828617613,0.8166666666666667,0.6333333333333333,0.016666666666666666,0.0018376068376068375,0.9190176337957382,8.583333333333334
Wild,bge-large-en-v1.5,1,200,200,60,800,adaptive_combined_target_B1,B1_raw,toxic-bert,0.5227708333333333,0.07225930613103639,1.0,0.9666666666666667,0.55,0.0018376068376068375,0.9190176337957382,8.583333333333334
Wild,bge-large-en-v1.5,1,200,200,60,800,adaptive_word_greedy_target_B1w,B1w_wh,A1_naive_cosine_raw,0.7565208333333333,0.1581293263544873,0.9333333333333333,0.85,0.2,0.0331102303126011,0.9505341658989589,74.5
Wild,bge-large-en-v1.5,1,200,200,60,800,adaptive_word_greedy_target_B1w,B1w_wh,A2_rsfi_svd_raw_k20,0.756375,0.15686996200673764,1.0,0.8833333333333333,0.16666666666666666,0.0331102303126011,0.9505341658989589,74.5
Wild,bge-large-en-v1.5,1,200,200,60,800,adaptive_word_greedy_target_B1w,B1w_wh,B1_discriminant_mean_raw,0.8753958333333333,0.2572299880946174,0.95,0.6833333333333333,0.016666666666666666,0.0331102303126011,0.9505341658989589,74.5
Wild,bge-large-en-v1.5,1,200,200,60,800,adaptive_word_greedy_target_B1w,B1w_wh,B1b_SigmaT_wh,0.69775,0.10736078595938743,0.21666666666666667,0.08333333333333333,0.016666666666666666,0.0331102303126011,0.9505341658989589,74.5
Wild,bge-large-en-v1.5,1,200,200,60,800,adaptive_word_greedy_target_B1w,B1w_wh,B1w_SigmaW_wh,0.7406250000000001,0.12292557459268075,0.7833333333333333,0.23333333333333334,0.0,0.0331102303126011,0.9505341658989589,74.5
Wild,bge-large-en-v1.5,1,200,200,60,800,adaptive_word_greedy_target_B1w,B1w_wh,C1_logreg_raw,0.8724583333333334,0.25162478765828267,0.9333333333333333,0.6,0.016666666666666666,0.0331102303126011,0.9505341658989589,74.5
Wild,bge-large-en-v1.5,1,200,200,60,800,adaptive_word_greedy_target_B1w,B1w_wh,deberta-v3-prompt-injection-v2,0.8696666666666666,0.3428598522453642,0.8,0.7166666666666667,0.03333333333333333,0.0331102303126011,0.9505341658989589,74.5
Wild,bge-large-en-v1.5,1,200,200,60,800,adaptive_word_greedy_target_B1w,B1w_wh,toxic-bert,0.7349375,0.15237380317933186,0.9666666666666667,0.8166666666666667,0.16666666666666666,0.0331102303126011,0.9505341658989589,74.5
Wild,bge-large-en-v1.5,2,200,200,60,800,clean,none,A1_naive_cosine_raw,0.76653125,0.2071007742124046,0.8833333333333333,0.75,0.16666666666666666,0.0,1.0,1.0
Wild,bge-large-en-v1.5,2,200,200,60,800,clean,none,A2_rsfi_svd_raw_k20,0.8077708333333333,0.25609818100508464,0.8666666666666667,0.65,0.13333333333333333,0.0,1.0,1.0
Wild,bge-large-en-v1.5,2,200,200,60,800,clean,none,B1_discriminant_mean_raw,0.8975104166666668,0.3534292386344765,0.7666666666666667,0.5,0.016666666666666666,0.0,1.0,1.0
Wild,bge-large-en-v1.5,2,200,200,60,800,clean,none,B1b_SigmaT_wh,0.8387916666666667,0.3181944421384205,0.08333333333333333,0.03333333333333333,0.0,0.0,1.0,1.0
Wild,bge-large-en-v1.5,2,200,200,60,800,clean,none,B1w_SigmaW_wh,0.8611249999999999,0.33912208761587687,0.13333333333333333,0.06666666666666667,0.0,0.0,1.0,1.0
Wild,bge-large-en-v1.5,2,200,200,60,800,clean,none,C1_logreg_raw,0.9085520833333333,0.4006693462586425,0.6833333333333333,0.38333333333333336,0.0,0.0,1.0,1.0
Wild,bge-large-en-v1.5,2,200,200,60,800,clean,none,deberta-v3-prompt-injection-v2,0.8379375,0.3465040726151689,0.8333333333333334,0.6,0.08333333333333333,0.0,1.0,1.0
Wild,bge-large-en-v1.5,2,200,200,60,800,clean,none,toxic-bert,0.70371875,0.16544213332543775,0.9833333333333333,0.8333333333333334,0.23333333333333334,0.0,1.0,1.0
Wild,bge-large-en-v1.5,2,200,200,60,800,adaptive_word_greedy_target_B1,B1_raw,A1_naive_cosine_raw,0.7468541666666666,0.1804402908376479,0.9,0.7666666666666667,0.18333333333333332,0.006459714979789013,0.9864042510588964,15.7
Wild,bge-large-en-v1.5,2,200,200,60,800,adaptive_word_greedy_target_B1,B1_raw,A2_rsfi_svd_raw_k20,0.7882291666666666,0.21500917903344569,0.9,0.7333333333333333,0.15,0.006459714979789013,0.9864042510588964,15.7
Wild,bge-large-en-v1.5,2,200,200,60,800,adaptive_word_greedy_target_B1,B1_raw,B1_discriminant_mean_raw,0.8933958333333333,0.3065551170322214,1.0,0.5,0.016666666666666666,0.006459714979789013,0.9864042510588964,15.7
Wild,bge-large-en-v1.5,2,200,200,60,800,adaptive_word_greedy_target_B1,B1_raw,B1b_SigmaT_wh,0.8342083333333334,0.2864866210211977,0.06666666666666667,0.016666666666666666,0.0,0.006459714979789013,0.9864042510588964,15.7
Wild,bge-large-en-v1.5,2,200,200,60,800,adaptive_word_greedy_target_B1,B1_raw,B1w_SigmaW_wh,0.8550625,0.3003131747944071,0.13333333333333333,0.06666666666666667,0.0,0.006459714979789013,0.9864042510588964,15.7
Wild,bge-large-en-v1.5,2,200,200,60,800,adaptive_word_greedy_target_B1,B1_raw,C1_logreg_raw,0.9033958333333334,0.3295641109475648,0.8,0.4,0.0,0.006459714979789013,0.9864042510588964,15.7
Wild,bge-large-en-v1.5,2,200,200,60,800,adaptive_word_greedy_target_B1,B1_raw,deberta-v3-prompt-injection-v2,0.8401354166666667,0.34605794601990314,0.85,0.5833333333333334,0.08333333333333333,0.006459714979789013,0.9864042510588964,15.7
Wild,bge-large-en-v1.5,2,200,200,60,800,adaptive_word_greedy_target_B1,B1_raw,toxic-bert,0.7016041666666667,0.16167107334319214,0.9833333333333333,0.8333333333333334,0.23333333333333334,0.006459714979789013,0.9864042510588964,15.7
Wild,bge-large-en-v1.5,2,200,200,60,800,adaptive_affix_target_B1,B1_raw,A1_naive_cosine_raw,0.6940000000000001,0.11458764747293437,0.9833333333333333,0.9166666666666666,0.16666666666666666,0.0,0.9211741030216217,6.0
Wild,bge-large-en-v1.5,2,200,200,60,800,adaptive_affix_target_B1,B1_raw,A2_rsfi_svd_raw_k20,0.7188958333333333,0.13279894696490424,0.95,0.8666666666666667,0.13333333333333333,0.0,0.9211741030216217,6.0
Wild,bge-large-en-v1.5,2,200,200,60,800,adaptive_affix_target_B1,B1_raw,B1_discriminant_mean_raw,0.87775,0.26729341704213966,0.9333333333333333,0.5833333333333334,0.0,0.0,0.9211741030216217,6.0
Wild,bge-large-en-v1.5,2,200,200,60,800,adaptive_affix_target_B1,B1_raw,B1b_SigmaT_wh,0.7351874999999999,0.14726611193490158,0.08333333333333333,0.05,0.0,0.0,0.9211741030216217,6.0
Wild,bge-large-en-v1.5,2,200,200,60,800,adaptive_affix_target_B1,B1_raw,B1w_SigmaW_wh,0.8025,0.1979709820782143,0.2,0.08333333333333333,0.0,0.0,0.9211741030216217,6.0
Wild,bge-large-en-v1.5,2,200,200,60,800,adaptive_affix_target_B1,B1_raw,C1_logreg_raw,0.9017916666666667,0.31841398025814593,0.75,0.5166666666666667,0.0,0.0,0.9211741030216217,6.0
Wild,bge-large-en-v1.5,2,200,200,60,800,adaptive_affix_target_B1,B1_raw,deberta-v3-prompt-injection-v2,0.8643020833333334,0.37893611335254934,0.8,0.5333333333333333,0.05,0.0,0.9211741030216217,6.0
Wild,bge-large-en-v1.5,2,200,200,60,800,adaptive_affix_target_B1,B1_raw,toxic-bert,0.5258125,0.09866372788814468,0.9833333333333333,0.9166666666666666,0.5333333333333333,0.0,0.9211741030216217,6.0
Wild,bge-large-en-v1.5,2,200,200,60,800,adaptive_combined_target_B1,B1_raw,A1_naive_cosine_raw,0.6869375,0.11167179995301965,0.9833333333333333,0.9166666666666666,0.16666666666666666,0.0012093815959716636,0.9224657426277797,9.683333333333334
Wild,bge-large-en-v1.5,2,200,200,60,800,adaptive_combined_target_B1,B1_raw,A2_rsfi_svd_raw_k20,0.7126666666666667,0.12687144193971325,0.9666666666666667,0.8833333333333333,0.15,0.0012093815959716636,0.9224657426277797,9.683333333333334
Wild,bge-large-en-v1.5,2,200,200,60,800,adaptive_combined_target_B1,B1_raw,B1_discriminant_mean_raw,0.8767916666666667,0.2610275749614251,1.0,0.5833333333333334,0.0,0.0012093815959716636,0.9224657426277797,9.683333333333334
Wild,bge-large-en-v1.5,2,200,200,60,800,adaptive_combined_target_B1,B1_raw,B1b_SigmaT_wh,0.7291041666666666,0.14078947869022576,0.08333333333333333,0.05,0.0,0.0012093815959716636,0.9224657426277797,9.683333333333334
Wild,bge-large-en-v1.5,2,200,200,60,800,adaptive_combined_target_B1,B1_raw,B1w_SigmaW_wh,0.7977291666666667,0.1876614070431153,0.2,0.08333333333333333,0.0,0.0012093815959716636,0.9224657426277797,9.683333333333334
Wild,bge-large-en-v1.5,2,200,200,60,800,adaptive_combined_target_B1,B1_raw,C1_logreg_raw,0.9006458333333334,0.30556606685638427,0.7666666666666667,0.5166666666666667,0.0,0.0012093815959716636,0.9224657426277797,9.683333333333334
Wild,bge-large-en-v1.5,2,200,200,60,800,adaptive_combined_target_B1,B1_raw,deberta-v3-prompt-injection-v2,0.8646145833333334,0.38201647853694437,0.7833333333333333,0.5333333333333333,0.05,0.0012093815959716636,0.9224657426277797,9.683333333333334
Wild,bge-large-en-v1.5,2,200,200,60,800,adaptive_combined_target_B1,B1_raw,toxic-bert,0.5251666666666667,0.09795097883980726,0.9833333333333333,0.9166666666666666,0.5333333333333333,0.0012093815959716636,0.9224657426277797,9.683333333333334
Wild,bge-large-en-v1.5,2,200,200,60,800,adaptive_word_greedy_target_B1w,B1w_wh,A1_naive_cosine_raw,0.7331458333333334,0.14934106941565217,0.9666666666666667,0.8666666666666667,0.18333333333333332,0.04977198503272325,0.9349244703849157,111.83333333333333
Wild,bge-large-en-v1.5,2,200,200,60,800,adaptive_word_greedy_target_B1w,B1w_wh,A2_rsfi_svd_raw_k20,0.7296041666666667,0.14878401753394357,0.95,0.85,0.18333333333333332,0.04977198503272325,0.9349244703849157,111.83333333333333
Wild,bge-large-en-v1.5,2,200,200,60,800,adaptive_word_greedy_target_B1w,B1w_wh,B1_discriminant_mean_raw,0.8704166666666667,0.25692718618965654,0.9333333333333333,0.6666666666666666,0.016666666666666666,0.04977198503272325,0.9349244703849157,111.83333333333333
Wild,bge-large-en-v1.5,2,200,200,60,800,adaptive_word_greedy_target_B1w,B1w_wh,B1b_SigmaT_wh,0.6379999999999999,0.08884311335094844,0.11666666666666667,0.03333333333333333,0.0,0.04977198503272325,0.9349244703849157,111.83333333333333
Wild,bge-large-en-v1.5,2,200,200,60,800,adaptive_word_greedy_target_B1w,B1w_wh,B1w_SigmaW_wh,0.6937916666666666,0.10356451917718061,0.5833333333333334,0.06666666666666667,0.0,0.04977198503272325,0.9349244703849157,111.83333333333333
Wild,bge-large-en-v1.5,2,200,200,60,800,adaptive_word_greedy_target_B1w,B1w_wh,C1_logreg_raw,0.8720625000000001,0.2443096068443129,0.8666666666666667,0.5833333333333334,0.0,0.04977198503272325,0.9349244703849157,111.83333333333333
Wild,bge-large-en-v1.5,2,200,200,60,800,adaptive_word_greedy_target_B1w,B1w_wh,deberta-v3-prompt-injection-v2,0.8496874999999999,0.3904421091594539,0.8333333333333334,0.5166666666666667,0.06666666666666667,0.04977198503272325,0.9349244703849157,111.83333333333333
Wild,bge-large-en-v1.5,2,200,200,60,800,adaptive_word_greedy_target_B1w,B1w_wh,toxic-bert,0.7307812499999999,0.16712336080921306,0.9833333333333333,0.8666666666666667,0.21666666666666667,0.04977198503272325,0.9349244703849157,111.83333333333333
Wild,bge-large-en-v1.5,3,200,200,60,800,clean,none,A1_naive_cosine_raw,0.7558854166666666,0.23704421396952152,0.9333333333333333,0.8166666666666667,0.15,0.0,1.0,1.0
Wild,bge-large-en-v1.5,3,200,200,60,800,clean,none,A2_rsfi_svd_raw_k20,0.7726354166666667,0.29079052954747986,0.8166666666666667,0.7,0.2,0.0,1.0,1.0
Wild,bge-large-en-v1.5,3,200,200,60,800,clean,none,B1_discriminant_mean_raw,0.85859375,0.3098547962515118,0.9333333333333333,0.6,0.016666666666666666,0.0,1.0,1.0
Wild,bge-large-en-v1.5,3,200,200,60,800,clean,none,B1b_SigmaT_wh,0.8292395833333334,0.31528839080020826,0.18333333333333332,0.05,0.0,0.0,1.0,1.0
Wild,bge-large-en-v1.5,3,200,200,60,800,clean,none,B1w_SigmaW_wh,0.8393020833333333,0.3525927788043064,0.4,0.15,0.016666666666666666,0.0,1.0,1.0
Wild,bge-large-en-v1.5,3,200,200,60,800,clean,none,C1_logreg_raw,0.8658020833333333,0.3159732591407971,0.9166666666666666,0.5666666666666667,0.016666666666666666,0.0,1.0,1.0
Wild,bge-large-en-v1.5,3,200,200,60,800,clean,none,deberta-v3-prompt-injection-v2,0.8327604166666667,0.27966296148342557,0.8166666666666667,0.7,0.1,0.0,1.0,1.0
Wild,bge-large-en-v1.5,3,200,200,60,800,clean,none,toxic-bert,0.6937291666666666,0.13936158104225352,0.9333333333333333,0.8333333333333334,0.1,0.0,1.0,1.0
Wild,bge-large-en-v1.5,3,200,200,60,800,adaptive_word_greedy_target_B1,B1_raw,A1_naive_cosine_raw,0.7451458333333334,0.22092838130805664,0.95,0.8333333333333334,0.15,0.0032991202346041052,0.9962379266818364,6.366666666666666
Wild,bge-large-en-v1.5,3,200,200,60,800,adaptive_word_greedy_target_B1,B1_raw,A2_rsfi_svd_raw_k20,0.7688541666666666,0.27840040097109253,0.8666666666666667,0.7666666666666667,0.2,0.0032991202346041052,0.9962379266818364,6.366666666666666
Wild,bge-large-en-v1.5,3,200,200,60,800,adaptive_word_greedy_target_B1,B1_raw,B1_discriminant_mean_raw,0.8579791666666666,0.2720686899449181,1.0,0.6,0.016666666666666666,0.0032991202346041052,0.9962379266818364,6.366666666666666
Wild,bge-large-en-v1.5,3,200,200,60,800,adaptive_word_greedy_target_B1,B1_raw,B1b_SigmaT_wh,0.8222291666666668,0.3048371019531885,0.2,0.05,0.0,0.0032991202346041052,0.9962379266818364,6.366666666666666
Wild,bge-large-en-v1.5,3,200,200,60,800,adaptive_word_greedy_target_B1,B1_raw,B1w_SigmaW_wh,0.8333124999999999,0.33677755255100245,0.4166666666666667,0.15,0.016666666666666666,0.0032991202346041052,0.9962379266818364,6.366666666666666
