train_ds,target_ds,embedder,seed,method,n_test,roc_auc,pr_auc,tpr_fpr1,tpr_fpr5
ToxicChat,ToxicChat,all-mpnet-base-v2,4,B1w_SigmaW,384,0.974320652173913,0.9716595693653304,0.6684782608695652,0.8804347826086957
ToxicChat,ToxicChat,all-mpnet-base-v2,4,DELONG_B1w_vs_A1,384,6.285897183055944e-05,,,
ToxicChat,XSTest,all-mpnet-base-v2,4,A1_raw,400,0.707525,0.7080877872090081,0.02,0.235
ToxicChat,XSTest,all-mpnet-base-v2,4,B1_raw,400,0.7337,0.7357476296999723,0.08,0.225
ToxicChat,XSTest,all-mpnet-base-v2,4,B1b_SigmaT,400,0.727425,0.7591546650548975,0.205,0.305
ToxicChat,XSTest,all-mpnet-base-v2,4,B1w_SigmaW,400,0.7495499999999999,0.7853285903603106,0.245,0.36
ToxicChat,XSTest,all-mpnet-base-v2,4,DELONG_B1w_vs_A1,400,0.0514458807178752,,,
ToxicChat,AdvBench,all-mpnet-base-v2,4,A1_raw,400,0.823575,0.7282630302382047,0.03,0.095
ToxicChat,AdvBench,all-mpnet-base-v2,4,B1_raw,400,0.8935,0.846369208858883,0.115,0.275
ToxicChat,AdvBench,all-mpnet-base-v2,4,B1b_SigmaT,400,0.964825,0.9661670669322504,0.575,0.87
ToxicChat,AdvBench,all-mpnet-base-v2,4,B1w_SigmaW,400,0.974675,0.9759426798281235,0.675,0.9
ToxicChat,AdvBench,all-mpnet-base-v2,4,DELONG_B1w_vs_A1,400,2.3427926265640053e-12,,,
ToxicChat,HarmBench,all-mpnet-base-v2,4,A1_raw,400,0.7609250000000001,0.7067701103545154,0.025,0.15
ToxicChat,HarmBench,all-mpnet-base-v2,4,B1_raw,400,0.860625,0.8293984569982465,0.1,0.32
ToxicChat,HarmBench,all-mpnet-base-v2,4,B1b_SigmaT,400,0.8186749999999999,0.8482538696210031,0.395,0.47
ToxicChat,HarmBench,all-mpnet-base-v2,4,B1w_SigmaW,400,0.8636749999999999,0.8797349975885089,0.445,0.56
ToxicChat,HarmBench,all-mpnet-base-v2,4,DELONG_B1w_vs_A1,400,9.69875924117236e-05,,,
ToxicChat,Wild,bge-base-en-v1.5,0,A1_raw,400,0.6820625,0.6807879161639726,0.07,0.15
ToxicChat,Wild,bge-base-en-v1.5,0,B1_raw,400,0.7188124999999999,0.688337526606857,0.055,0.16
ToxicChat,Wild,bge-base-en-v1.5,0,B1b_SigmaT,400,0.7410999999999999,0.7422304062500449,0.15,0.245
ToxicChat,Wild,bge-base-en-v1.5,0,B1w_SigmaW,400,0.7384999999999999,0.7363914588274972,0.13,0.205
ToxicChat,Wild,bge-base-en-v1.5,0,DELONG_B1w_vs_A1,400,0.0177318843712455,,,
ToxicChat,ToxicChat,bge-base-en-v1.5,0,A1_raw,384,0.8620108695652172,0.8693971047973136,0.358695652173913,0.4891304347826087
ToxicChat,ToxicChat,bge-base-en-v1.5,0,B1_raw,384,0.9469565217391304,0.9527546578756684,0.6521739130434783,0.8097826086956522
ToxicChat,ToxicChat,bge-base-en-v1.5,0,B1b_SigmaT,384,0.9585326086956522,0.9571571924131244,0.5380434782608695,0.8097826086956522
ToxicChat,ToxicChat,bge-base-en-v1.5,0,B1w_SigmaW,384,0.9658152173913044,0.9648503944554828,0.5652173913043478,0.8586956521739131
ToxicChat,ToxicChat,bge-base-en-v1.5,0,DELONG_B1w_vs_A1,384,5.364109156857921e-11,,,
ToxicChat,XSTest,bge-base-en-v1.5,0,A1_raw,400,0.7683000000000001,0.7621960927638335,0.085,0.26
ToxicChat,XSTest,bge-base-en-v1.5,0,B1_raw,400,0.6664249999999999,0.6580364462696293,0.03,0.15
ToxicChat,XSTest,bge-base-en-v1.5,0,B1b_SigmaT,400,0.67885,0.7060102893557363,0.1,0.22
ToxicChat,XSTest,bge-base-en-v1.5,0,B1w_SigmaW,400,0.712875,0.7402379592366627,0.16,0.31
ToxicChat,XSTest,bge-base-en-v1.5,0,DELONG_B1w_vs_A1,400,0.0476208244805007,,,
ToxicChat,AdvBench,bge-base-en-v1.5,0,A1_raw,400,0.750025,0.7035100523605416,0.025,0.125
ToxicChat,AdvBench,bge-base-en-v1.5,0,B1_raw,400,0.7954,0.7781037555034492,0.105,0.265
ToxicChat,AdvBench,bge-base-en-v1.5,0,B1b_SigmaT,400,0.918575,0.9300279527919386,0.55,0.685
ToxicChat,AdvBench,bge-base-en-v1.5,0,B1w_SigmaW,400,0.92785,0.9379530260697972,0.58,0.695
ToxicChat,AdvBench,bge-base-en-v1.5,0,DELONG_B1w_vs_A1,400,4.440892098500626e-16,,,
ToxicChat,HarmBench,bge-base-en-v1.5,0,A1_raw,400,0.6893,0.6441323074412805,0.045,0.105
ToxicChat,HarmBench,bge-base-en-v1.5,0,B1_raw,400,0.6828500000000001,0.6890783969874219,0.13,0.195
ToxicChat,HarmBench,bge-base-en-v1.5,0,B1b_SigmaT,400,0.77125,0.8092468837731799,0.315,0.42
ToxicChat,HarmBench,bge-base-en-v1.5,0,B1w_SigmaW,400,0.786725,0.8205692629803683,0.355,0.46
ToxicChat,HarmBench,bge-base-en-v1.5,0,DELONG_B1w_vs_A1,400,0.0009572709083218,,,
ToxicChat,Wild,bge-base-en-v1.5,1,A1_raw,400,0.6839625,0.6899084963099056,0.055,0.22
ToxicChat,Wild,bge-base-en-v1.5,1,B1_raw,400,0.7250375,0.7183160559075876,0.025,0.3
ToxicChat,Wild,bge-base-en-v1.5,1,B1b_SigmaT,400,0.7869375000000001,0.8042305802573827,0.185,0.38
ToxicChat,Wild,bge-base-en-v1.5,1,B1w_SigmaW,400,0.7895375,0.8059607377724118,0.185,0.36
ToxicChat,Wild,bge-base-en-v1.5,1,DELONG_B1w_vs_A1,400,1.451354675596761e-05,,,
ToxicChat,ToxicChat,bge-base-en-v1.5,1,A1_raw,384,0.8740760869565216,0.8738559876896677,0.3043478260869565,0.5380434782608695
ToxicChat,ToxicChat,bge-base-en-v1.5,1,B1_raw,384,0.941304347826087,0.9398399341122944,0.5163043478260869,0.7717391304347826
ToxicChat,ToxicChat,bge-base-en-v1.5,1,B1b_SigmaT,384,0.9595108695652174,0.9555279465488324,0.6413043478260869,0.7663043478260869
ToxicChat,ToxicChat,bge-base-en-v1.5,1,B1w_SigmaW,384,0.97,0.9636728162156432,0.6521739130434783,0.7989130434782609
ToxicChat,ToxicChat,bge-base-en-v1.5,1,DELONG_B1w_vs_A1,384,2.23926210907166e-09,,,
ToxicChat,XSTest,bge-base-en-v1.5,1,A1_raw,400,0.76775,0.7607734389106572,0.065,0.235
ToxicChat,XSTest,bge-base-en-v1.5,1,B1_raw,400,0.6747000000000001,0.6672716095968185,0.04,0.16
ToxicChat,XSTest,bge-base-en-v1.5,1,B1b_SigmaT,400,0.74315,0.7365401609012716,0.08,0.22
ToxicChat,XSTest,bge-base-en-v1.5,1,B1w_SigmaW,400,0.7577749999999999,0.7543343770851259,0.08,0.29
ToxicChat,XSTest,bge-base-en-v1.5,1,DELONG_B1w_vs_A1,400,0.6826563110262711,,,
ToxicChat,AdvBench,bge-base-en-v1.5,1,A1_raw,400,0.7449749999999999,0.6761731978219087,0.035,0.085
ToxicChat,AdvBench,bge-base-en-v1.5,1,B1_raw,400,0.75325,0.7322483831997058,0.1,0.19
ToxicChat,AdvBench,bge-base-en-v1.5,1,B1b_SigmaT,400,0.97295,0.9759431662816098,0.65,0.9
ToxicChat,AdvBench,bge-base-en-v1.5,1,B1w_SigmaW,400,0.9771,0.9793537184550922,0.69,0.915
ToxicChat,AdvBench,bge-base-en-v1.5,1,DELONG_B1w_vs_A1,400,0.0,,,
ToxicChat,HarmBench,bge-base-en-v1.5,1,A1_raw,400,0.7336,0.7037993665142512,0.065,0.125
ToxicChat,HarmBench,bge-base-en-v1.5,1,B1_raw,400,0.71385,0.7208937238678954,0.115,0.19
ToxicChat,HarmBench,bge-base-en-v1.5,1,B1b_SigmaT,400,0.8945,0.8985782220148343,0.37,0.56
ToxicChat,HarmBench,bge-base-en-v1.5,1,B1w_SigmaW,400,0.90055,0.9043715985220688,0.4,0.59
ToxicChat,HarmBench,bge-base-en-v1.5,1,DELONG_B1w_vs_A1,400,1.0210894352269404e-09,,,
ToxicChat,Wild,bge-base-en-v1.5,2,A1_raw,400,0.683325,0.6681997584845613,0.045,0.115
ToxicChat,Wild,bge-base-en-v1.5,2,B1_raw,400,0.702625,0.6769677608218683,0.055,0.13
ToxicChat,Wild,bge-base-en-v1.5,2,B1b_SigmaT,400,0.7834000000000001,0.7650124761328537,0.085,0.325
ToxicChat,Wild,bge-base-en-v1.5,2,B1w_SigmaW,400,0.78525,0.7599008289585771,0.06,0.27
ToxicChat,Wild,bge-base-en-v1.5,2,DELONG_B1w_vs_A1,400,5.182515216350936e-05,,,
ToxicChat,ToxicChat,bge-base-en-v1.5,2,A1_raw,384,0.893913043478261,0.8942248411215412,0.4510869565217391,0.5597826086956522
ToxicChat,ToxicChat,bge-base-en-v1.5,2,B1_raw,384,0.9576902173913044,0.9556269049701204,0.5217391304347826,0.782608695652174
ToxicChat,ToxicChat,bge-base-en-v1.5,2,B1b_SigmaT,384,0.951467391304348,0.9532183116998808,0.6195652173913043,0.7608695652173914
ToxicChat,ToxicChat,bge-base-en-v1.5,2,B1w_SigmaW,384,0.9619565217391304,0.9619739593201574,0.6521739130434783,0.8152173913043478
ToxicChat,ToxicChat,bge-base-en-v1.5,2,DELONG_B1w_vs_A1,384,3.545306256791392e-06,,,
ToxicChat,XSTest,bge-base-en-v1.5,2,A1_raw,400,0.7653750000000001,0.7654292402962164,0.155,0.24
ToxicChat,XSTest,bge-base-en-v1.5,2,B1_raw,400,0.673475,0.6583605050645805,0.035,0.145
ToxicChat,XSTest,bge-base-en-v1.5,2,B1b_SigmaT,400,0.7153999999999999,0.7407808513218487,0.145,0.265
ToxicChat,XSTest,bge-base-en-v1.5,2,B1w_SigmaW,400,0.714275,0.7322927093038178,0.08,0.255
ToxicChat,XSTest,bge-base-en-v1.5,2,DELONG_B1w_vs_A1,400,0.0351699347122484,,,
ToxicChat,AdvBench,bge-base-en-v1.5,2,A1_raw,400,0.7162249999999999,0.654221615638619,0.03,0.09
ToxicChat,AdvBench,bge-base-en-v1.5,2,B1_raw,400,0.7692,0.7388067963987541,0.075,0.2
ToxicChat,AdvBench,bge-base-en-v1.5,2,B1b_SigmaT,400,0.971025,0.9752693545427936,0.685,0.92
ToxicChat,AdvBench,bge-base-en-v1.5,2,B1w_SigmaW,400,0.9677,0.9723796743433712,0.65,0.895
ToxicChat,AdvBench,bge-base-en-v1.5,2,DELONG_B1w_vs_A1,400,0.0,,,
ToxicChat,HarmBench,bge-base-en-v1.5,2,A1_raw,400,0.7210499999999999,0.6970811875223315,0.07,0.165
ToxicChat,HarmBench,bge-base-en-v1.5,2,B1_raw,400,0.717675,0.6990267267649407,0.075,0.17
ToxicChat,HarmBench,bge-base-en-v1.5,2,B1b_SigmaT,400,0.88385,0.8863635479842205,0.3,0.6
ToxicChat,HarmBench,bge-base-en-v1.5,2,B1w_SigmaW,400,0.891425,0.8915640214159011,0.265,0.545
ToxicChat,HarmBench,bge-base-en-v1.5,2,DELONG_B1w_vs_A1,400,1.1269940536351442e-10,,,
ToxicChat,Wild,bge-base-en-v1.5,3,A1_raw,400,0.6785125000000001,0.6614360561234385,0.025,0.145
ToxicChat,Wild,bge-base-en-v1.5,3,B1_raw,400,0.7264875,0.7335493885939337,0.125,0.215
ToxicChat,Wild,bge-base-en-v1.5,3,B1b_SigmaT,400,0.8021125,0.7900932251065836,0.075,0.29
ToxicChat,Wild,bge-base-en-v1.5,3,B1w_SigmaW,400,0.8000125,0.7899595239344366,0.05,0.315
ToxicChat,Wild,bge-base-en-v1.5,3,DELONG_B1w_vs_A1,400,1.8773490904067105e-06,,,
ToxicChat,ToxicChat,bge-base-en-v1.5,3,A1_raw,384,0.8757065217391303,0.8882295784856066,0.3858695652173913,0.5978260869565217
ToxicChat,ToxicChat,bge-base-en-v1.5,3,B1_raw,384,0.947092391304348,0.949294718846966,0.5978260869565217,0.75
ToxicChat,ToxicChat,bge-base-en-v1.5,3,B1b_SigmaT,384,0.95625,0.958852577490247,0.6956521739130435,0.7989130434782609
ToxicChat,ToxicChat,bge-base-en-v1.5,3,B1w_SigmaW,384,0.9628804347826088,0.964075378721934,0.7065217391304348,0.8152173913043478
ToxicChat,ToxicChat,bge-base-en-v1.5,3,DELONG_B1w_vs_A1,384,5.7237865336290383e-08,,,
ToxicChat,XSTest,bge-base-en-v1.5,3,A1_raw,400,0.769425,0.7621661528908508,0.075,0.245
ToxicChat,XSTest,bge-base-en-v1.5,3,B1_raw,400,0.6567749999999999,0.637232330869223,0.025,0.14
ToxicChat,XSTest,bge-base-en-v1.5,3,B1b_SigmaT,400,0.6812,0.663003998197198,0.03,0.15
ToxicChat,XSTest,bge-base-en-v1.5,3,B1w_SigmaW,400,0.6912,0.6767190607649936,0.045,0.185
ToxicChat,XSTest,bge-base-en-v1.5,3,DELONG_B1w_vs_A1,400,0.0045074741858632,,,
ToxicChat,AdvBench,bge-base-en-v1.5,3,A1_raw,400,0.6981,0.6293668375359059,0.02,0.065
ToxicChat,AdvBench,bge-base-en-v1.5,3,B1_raw,400,0.70505,0.6954943118770648,0.065,0.205
ToxicChat,AdvBench,bge-base-en-v1.5,3,B1b_SigmaT,400,0.90075,0.9091115999618982,0.38,0.645
ToxicChat,AdvBench,bge-base-en-v1.5,3,B1w_SigmaW,400,0.9061,0.9124245910528692,0.425,0.635
ToxicChat,AdvBench,bge-base-en-v1.5,3,DELONG_B1w_vs_A1,400,2.220446049250313e-16,,,
ToxicChat,HarmBench,bge-base-en-v1.5,3,A1_raw,400,0.7089,0.6770888760449358,0.06,0.14
ToxicChat,HarmBench,bge-base-en-v1.5,3,B1_raw,400,0.7163250000000001,0.7129524755198567,0.09,0.23
ToxicChat,HarmBench,bge-base-en-v1.5,3,B1b_SigmaT,400,0.8414499999999999,0.8553429848021433,0.325,0.475
ToxicChat,HarmBench,bge-base-en-v1.5,3,B1w_SigmaW,400,0.858,0.8679971596962387,0.325,0.485
ToxicChat,HarmBench,bge-base-en-v1.5,3,DELONG_B1w_vs_A1,400,1.2464849152848956e-09,,,
ToxicChat,Wild,bge-base-en-v1.5,4,A1_raw,400,0.6774749999999999,0.6667175956303285,0.03,0.165
ToxicChat,Wild,bge-base-en-v1.5,4,B1_raw,400,0.7141499999999998,0.6793565679070079,0.045,0.145
ToxicChat,Wild,bge-base-en-v1.5,4,B1b_SigmaT,400,0.794125,0.7644184136796431,0.105,0.225
ToxicChat,Wild,bge-base-en-v1.5,4,B1w_SigmaW,400,0.7980999999999999,0.7706653231041548,0.095,0.18
ToxicChat,Wild,bge-base-en-v1.5,4,DELONG_B1w_vs_A1,400,4.735996028681911e-07,,,
ToxicChat,ToxicChat,bge-base-en-v1.5,4,A1_raw,384,0.8721739130434782,0.8690122755991433,0.2554347826086957,0.483695652173913
ToxicChat,ToxicChat,bge-base-en-v1.5,4,B1_raw,384,0.9559239130434782,0.953430736083814,0.5163043478260869,0.7391304347826086
ToxicChat,ToxicChat,bge-base-en-v1.5,4,B1b_SigmaT,384,0.9367391304347824,0.9364573373936927,0.4728260869565217,0.6521739130434783
ToxicChat,ToxicChat,bge-base-en-v1.5,4,B1w_SigmaW,384,0.9500815217391304,0.9477931886177392,0.5706521739130435,0.75
ToxicChat,ToxicChat,bge-base-en-v1.5,4,DELONG_B1w_vs_A1,384,4.759405278331741e-06,,,
ToxicChat,XSTest,bge-base-en-v1.5,4,A1_raw,400,0.75095,0.736648918956095,0.06,0.23
ToxicChat,XSTest,bge-base-en-v1.5,4,B1_raw,400,0.6472,0.6273940639391729,0.025,0.165
ToxicChat,XSTest,bge-base-en-v1.5,4,B1b_SigmaT,400,0.67615,0.6898416363099923,0.055,0.15
ToxicChat,XSTest,bge-base-en-v1.5,4,B1w_SigmaW,400,0.701375,0.7156889957014789,0.08,0.16
ToxicChat,XSTest,bge-base-en-v1.5,4,DELONG_B1w_vs_A1,400,0.0619628936229035,,,
ToxicChat,AdvBench,bge-base-en-v1.5,4,A1_raw,400,0.696525,0.6274845806294611,0.015,0.09
ToxicChat,AdvBench,bge-base-en-v1.5,4,B1_raw,400,0.708475,0.6957642588824358,0.07,0.18
ToxicChat,AdvBench,bge-base-en-v1.5,4,B1b_SigmaT,400,0.92905,0.9135062290707914,0.33,0.57
ToxicChat,AdvBench,bge-base-en-v1.5,4,B1w_SigmaW,400,0.9438,0.9320045888039928,0.38,0.64
ToxicChat,AdvBench,bge-base-en-v1.5,4,DELONG_B1w_vs_A1,400,0.0,,,
ToxicChat,HarmBench,bge-base-en-v1.5,4,A1_raw,400,0.69955,0.6685026453604321,0.05,0.15
ToxicChat,HarmBench,bge-base-en-v1.5,4,B1_raw,400,0.65425,0.6638583183682893,0.12,0.18
ToxicChat,HarmBench,bge-base-en-v1.5,4,B1b_SigmaT,400,0.81145,0.8186353890215516,0.18,0.365
ToxicChat,HarmBench,bge-base-en-v1.5,4,B1w_SigmaW,400,0.804775,0.8188294950325549,0.215,0.375
ToxicChat,HarmBench,bge-base-en-v1.5,4,DELONG_B1w_vs_A1,400,0.0012521029157286,,,
ToxicChat,Wild,bge-large-en-v1.5,0,A1_raw,400,0.7111375000000001,0.7193661552283637,0.045,0.25
ToxicChat,Wild,bge-large-en-v1.5,0,B1_raw,400,0.7259125000000001,0.7164908132221026,0.125,0.22
ToxicChat,Wild,bge-large-en-v1.5,0,B1b_SigmaT,400,0.760175,0.7295803363785103,0.05,0.225
ToxicChat,Wild,bge-large-en-v1.5,0,B1w_SigmaW,400,0.7628999999999999,0.7374618872472026,0.07,0.195
ToxicChat,Wild,bge-large-en-v1.5,0,DELONG_B1w_vs_A1,400,0.0303362780425882,,,
ToxicChat,ToxicChat,bge-large-en-v1.5,0,A1_raw,384,0.8715489130434783,0.8834477006848359,0.3641304347826087,0.6086956521739131
ToxicChat,ToxicChat,bge-large-en-v1.5,0,B1_raw,384,0.954891304347826,0.9607489856852104,0.7880434782608695,0.8369565217391305
ToxicChat,ToxicChat,bge-large-en-v1.5,0,B1b_SigmaT,384,0.9519021739130434,0.9521865568757748,0.6086956521739131,0.7554347826086957
ToxicChat,ToxicChat,bge-large-en-v1.5,0,B1w_SigmaW,384,0.964945652173913,0.965250158515957,0.7065217391304348,0.8260869565217391
ToxicChat,ToxicChat,bge-large-en-v1.5,0,DELONG_B1w_vs_A1,384,1.5422616517213326e-09,,,
ToxicChat,XSTest,bge-large-en-v1.5,0,A1_raw,400,0.7498750000000001,0.7336981272553371,0.03,0.215
ToxicChat,XSTest,bge-large-en-v1.5,0,B1_raw,400,0.6995750000000001,0.6974039272200891,0.075,0.155
ToxicChat,XSTest,bge-large-en-v1.5,0,B1b_SigmaT,400,0.6977749999999999,0.7258912811550653,0.12,0.315
ToxicChat,XSTest,bge-large-en-v1.5,0,B1w_SigmaW,400,0.7297250000000002,0.7565221593956767,0.145,0.355
ToxicChat,XSTest,bge-large-en-v1.5,0,DELONG_B1w_vs_A1,400,0.4651525566227823,,,
ToxicChat,AdvBench,bge-large-en-v1.5,0,A1_raw,400,0.85885,0.7917954750403773,0.035,0.21
ToxicChat,AdvBench,bge-large-en-v1.5,0,B1_raw,400,0.900075,0.8673706271566183,0.11,0.44
ToxicChat,AdvBench,bge-large-en-v1.5,0,B1b_SigmaT,400,0.910675,0.9175991530190128,0.47,0.545
ToxicChat,AdvBench,bge-large-en-v1.5,0,B1w_SigmaW,400,0.9294,0.9373466368957676,0.595,0.645
ToxicChat,AdvBench,bge-large-en-v1.5,0,DELONG_B1w_vs_A1,400,0.0003261846536526,,,
ToxicChat,HarmBench,bge-large-en-v1.5,0,A1_raw,400,0.74675,0.7058216629219877,0.045,0.175
ToxicChat,HarmBench,bge-large-en-v1.5,0,B1_raw,400,0.7655750000000001,0.7517175211739113,0.12,0.23
ToxicChat,HarmBench,bge-large-en-v1.5,0,B1b_SigmaT,400,0.7840250000000001,0.815593300161462,0.195,0.45
ToxicChat,HarmBench,bge-large-en-v1.5,0,B1w_SigmaW,400,0.80155,0.8311548204532302,0.24,0.485
ToxicChat,HarmBench,bge-large-en-v1.5,0,DELONG_B1w_vs_A1,400,0.04791049256162,,,
ToxicChat,Wild,bge-large-en-v1.5,1,A1_raw,400,0.6575374999999999,0.6889122845988958,0.085,0.275
ToxicChat,Wild,bge-large-en-v1.5,1,B1_raw,400,0.7127625,0.7181659996202259,0.06,0.235
ToxicChat,Wild,bge-large-en-v1.5,1,B1b_SigmaT,400,0.7905874999999998,0.8001437459827244,0.2,0.34
ToxicChat,Wild,bge-large-en-v1.5,1,B1w_SigmaW,400,0.7877624999999999,0.7981217350282368,0.18,0.29
ToxicChat,Wild,bge-large-en-v1.5,1,DELONG_B1w_vs_A1,400,1.7956099496174718e-07,,,
ToxicChat,ToxicChat,bge-large-en-v1.5,1,A1_raw,384,0.8723097826086958,0.8803895508258978,0.3858695652173913,0.5489130434782609
ToxicChat,ToxicChat,bge-large-en-v1.5,1,B1_raw,384,0.9522282608695652,0.946246806318744,0.5434782608695652,0.7445652173913043
ToxicChat,ToxicChat,bge-large-en-v1.5,1,B1b_SigmaT,384,0.9476902173913044,0.9409797641070776,0.5489130434782609,0.7880434782608695
ToxicChat,ToxicChat,bge-large-en-v1.5,1,B1w_SigmaW,384,0.9573641304347826,0.9487998175981912,0.5815217391304348,0.8478260869565217
ToxicChat,ToxicChat,bge-large-en-v1.5,1,DELONG_B1w_vs_A1,384,4.74500253977439e-07,,,
ToxicChat,XSTest,bge-large-en-v1.5,1,A1_raw,400,0.7459499999999999,0.7381327416714701,0.07,0.16
ToxicChat,XSTest,bge-large-en-v1.5,1,B1_raw,400,0.686525,0.6729199756590798,0.045,0.165
ToxicChat,XSTest,bge-large-en-v1.5,1,B1b_SigmaT,400,0.7094750000000001,0.7110835768892116,0.135,0.205
ToxicChat,XSTest,bge-large-en-v1.5,1,B1w_SigmaW,400,0.72285,0.7304498497240642,0.14,0.22
ToxicChat,XSTest,bge-large-en-v1.5,1,DELONG_B1w_vs_A1,400,0.3850665463652167,,,
ToxicChat,AdvBench,bge-large-en-v1.5,1,A1_raw,400,0.84125,0.759342762387507,0.025,0.095
ToxicChat,AdvBench,bge-large-en-v1.5,1,B1_raw,400,0.8648,0.7895610067144043,0.01,0.155
ToxicChat,AdvBench,bge-large-en-v1.5,1,B1b_SigmaT,400,0.985825,0.9840476029367936,0.755,0.91
ToxicChat,AdvBench,bge-large-en-v1.5,1,B1w_SigmaW,400,0.9892,0.9887151429105524,0.745,0.93
ToxicChat,AdvBench,bge-large-en-v1.5,1,DELONG_B1w_vs_A1,400,5.437872374614017e-13,,,
ToxicChat,HarmBench,bge-large-en-v1.5,1,A1_raw,400,0.77515,0.7373975380662505,0.045,0.22
ToxicChat,HarmBench,bge-large-en-v1.5,1,B1_raw,400,0.7838,0.7604727582552746,0.105,0.245
ToxicChat,HarmBench,bge-large-en-v1.5,1,B1b_SigmaT,400,0.8740749999999999,0.8898490935588652,0.425,0.56
ToxicChat,HarmBench,bge-large-en-v1.5,1,B1w_SigmaW,400,0.875675,0.8938806180557678,0.41,0.59
ToxicChat,HarmBench,bge-large-en-v1.5,1,DELONG_B1w_vs_A1,400,0.0003207594940533,,,
ToxicChat,Wild,bge-large-en-v1.5,2,A1_raw,400,0.673825,0.6733013126519439,0.05,0.2
ToxicChat,Wild,bge-large-en-v1.5,2,B1_raw,400,0.688,0.67944143916942,0.1,0.155
ToxicChat,Wild,bge-large-en-v1.5,2,B1b_SigmaT,400,0.7979250000000001,0.802942971394206,0.135,0.345
ToxicChat,Wild,bge-large-en-v1.5,2,B1w_SigmaW,400,0.7949250000000001,0.7893297078487329,0.085,0.315
ToxicChat,Wild,bge-large-en-v1.5,2,DELONG_B1w_vs_A1,400,1.0844895184103365e-06,,,
ToxicChat,ToxicChat,bge-large-en-v1.5,2,A1_raw,384,0.8910869565217392,0.8864227191601982,0.2934782608695652,0.5652173913043478
ToxicChat,ToxicChat,bge-large-en-v1.5,2,B1_raw,384,0.9610054347826088,0.9572380416296352,0.5434782608695652,0.7771739130434783
ToxicChat,ToxicChat,bge-large-en-v1.5,2,B1b_SigmaT,384,0.9609510869565218,0.9608063726136498,0.5434782608695652,0.8206521739130435
ToxicChat,ToxicChat,bge-large-en-v1.5,2,B1w_SigmaW,384,0.966141304347826,0.9656072438712848,0.717391304347826,0.8532608695652174
ToxicChat,ToxicChat,bge-large-en-v1.5,2,DELONG_B1w_vs_A1,384,3.2585396092521535e-07,,,
ToxicChat,XSTest,bge-large-en-v1.5,2,A1_raw,400,0.7458750000000001,0.7232942206970914,0.035,0.21
ToxicChat,XSTest,bge-large-en-v1.5,2,B1_raw,400,0.6955,0.6838241941346833,0.055,0.17
ToxicChat,XSTest,bge-large-en-v1.5,2,B1b_SigmaT,400,0.711175,0.7242880008876049,0.125,0.26
ToxicChat,XSTest,bge-large-en-v1.5,2,B1w_SigmaW,400,0.726675,0.7360026990770582,0.175,0.27
ToxicChat,XSTest,bge-large-en-v1.5,2,DELONG_B1w_vs_A1,400,0.4285730750299161,,,
ToxicChat,AdvBench,bge-large-en-v1.5,2,A1_raw,400,0.82775,0.7552005796506163,0.035,0.15
ToxicChat,AdvBench,bge-large-en-v1.5,2,B1_raw,400,0.882475,0.8214847946443857,0.035,0.39
ToxicChat,AdvBench,bge-large-en-v1.5,2,B1b_SigmaT,400,0.965275,0.9704642589905034,0.745,0.825
ToxicChat,AdvBench,bge-large-en-v1.5,2,B1w_SigmaW,400,0.967975,0.9729691937106208,0.75,0.815
ToxicChat,AdvBench,bge-large-en-v1.5,2,DELONG_B1w_vs_A1,400,1.5221823801425668e-11,,,
ToxicChat,HarmBench,bge-large-en-v1.5,2,A1_raw,400,0.7721750000000001,0.7410586401284405,0.04,0.265
ToxicChat,HarmBench,bge-large-en-v1.5,2,B1_raw,400,0.774025,0.7341671754450277,0.065,0.175
ToxicChat,HarmBench,bge-large-en-v1.5,2,B1b_SigmaT,400,0.89725,0.8941527313239328,0.25,0.555
ToxicChat,HarmBench,bge-large-en-v1.5,2,B1w_SigmaW,400,0.8998,0.8949043736980454,0.25,0.565
ToxicChat,HarmBench,bge-large-en-v1.5,2,DELONG_B1w_vs_A1,400,2.3537809967777437e-07,,,
ToxicChat,Wild,bge-large-en-v1.5,3,A1_raw,400,0.6929624999999999,0.6856469435741596,0.035,0.195
ToxicChat,Wild,bge-large-en-v1.5,3,B1_raw,400,0.7359875,0.7429598721080357,0.135,0.23
ToxicChat,Wild,bge-large-en-v1.5,3,B1b_SigmaT,400,0.8082125,0.8093327061987087,0.155,0.33
ToxicChat,Wild,bge-large-en-v1.5,3,B1w_SigmaW,400,0.8147125,0.819850466285473,0.145,0.37
ToxicChat,Wild,bge-large-en-v1.5,3,DELONG_B1w_vs_A1,400,9.198970938317784e-07,,,
ToxicChat,ToxicChat,bge-large-en-v1.5,3,A1_raw,384,0.8835869565217391,0.8982272095585015,0.5217391304347826,0.625
ToxicChat,ToxicChat,bge-large-en-v1.5,3,B1_raw,384,0.9553532608695652,0.9578636415594204,0.6684782608695652,0.7717391304347826
ToxicChat,ToxicChat,bge-large-en-v1.5,3,B1b_SigmaT,384,0.9531793478260868,0.9566276789256308,0.7010869565217391,0.8260869565217391
ToxicChat,ToxicChat,bge-large-en-v1.5,3,B1w_SigmaW,384,0.9639130434782608,0.9654658485908644,0.6521739130434783,0.842391304347826
ToxicChat,ToxicChat,bge-large-en-v1.5,3,DELONG_B1w_vs_A1,384,9.364795652277992e-07,,,
ToxicChat,XSTest,bge-large-en-v1.5,3,A1_raw,400,0.74665,0.730680970666901,0.035,0.225
