dataset,seed,n_test,model,pair,method_1,method_2,auc_1,auc_2,auc_diff,p_value
AdvBench_BB_Mixed,4,720,bge-large-en-v1.5,B1_vs_A1,B1_discriminant_mean_raw,A1_naive_cosine_raw,0.998109375,0.9987578125,-0.0006484374999999876,0.20652485650968888
AdvBench_BB_Mixed,4,720,bge-large-en-v1.5,B1_vs_C1,B1_discriminant_mean_raw,C1_logreg_raw,0.998109375,0.99971875,-0.001609375000000024,0.026364335144419604
AdvBench_BB_Mixed,4,720,bge-large-en-v1.5,A3_vs_A1,A3_rsfi_svd_whitened_k20,A1_naive_cosine_raw,0.978015625,0.9987578125,-0.020742187499999898,7.055429964708537e-07
AdvBench_BB_Mixed,4,720,bge-large-en-v1.5,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,0.9999765625,0.998109375,0.0018671875000000338,0.04527311748471696
AdvBench_BB_Mixed,4,720,bge-large-en-v1.5,B1b_vs_A1b,B1b_discriminant_mean_whitened,A1b_cosine_whitened,0.9999765625,0.9999375,3.906249999996447e-05,0.28556946529250027
AdvBench_BB_Mixed,4,720,bge-large-en-v1.5,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,1.0,0.9999765625,2.3437500000000888e-05,0.342236537997739
AdvBench_BB_Mixed,4,720,bge-large-en-v1.5,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,0.9999765625,0.998109375,0.0018671875000000338,0.04527311748471696
AdvBench_BB_Mixed,4,720,bge-large-en-v1.5,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,1.0,0.998109375,0.0018906250000000346,0.0445714015354981
AdvBench_BB_Mixed,0,720,Qwen3-Embedding-8B,B1b_vs_C1b,B1b_discriminant_mean_whitened,C1b_logreg_whitened,1.0,1.0,0.0,
AdvBench_BB_Mixed,0,720,Qwen3-Embedding-8B,B1_vs_A1,B1_discriminant_mean_raw,A1_naive_cosine_raw,0.999734375,0.999,0.0007343749999999538,0.051650272005324904
AdvBench_BB_Mixed,0,720,Qwen3-Embedding-8B,B1_vs_C1,B1_discriminant_mean_raw,C1_logreg_raw,0.999734375,0.9999921875000001,-0.0002578125000001208,0.28248946974179034
AdvBench_BB_Mixed,0,720,Qwen3-Embedding-8B,A3_vs_A1,A3_rsfi_svd_whitened_k20,A1_naive_cosine_raw,0.9874687499999999,0.999,-0.011531250000000104,5.404244259699098e-05
AdvBench_BB_Mixed,0,720,Qwen3-Embedding-8B,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,1.0,0.999734375,0.0002656250000000471,0.2834042245859181
AdvBench_BB_Mixed,0,720,Qwen3-Embedding-8B,B1b_vs_A1b,B1b_discriminant_mean_whitened,A1b_cosine_whitened,1.0,0.9999921875000001,7.812499999926281e-06,0.47950012219109794
AdvBench_BB_Mixed,0,720,Qwen3-Embedding-8B,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,1.0,1.0,0.0,
AdvBench_BB_Mixed,0,720,Qwen3-Embedding-8B,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,1.0,0.999734375,0.0002656250000000471,0.2834042245859181
AdvBench_BB_Mixed,0,720,Qwen3-Embedding-8B,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,1.0,0.999734375,0.0002656250000000471,0.2834042245859181
AdvBench_BB_Mixed,1,720,Qwen3-Embedding-8B,B1b_vs_C1b,B1b_discriminant_mean_whitened,C1b_logreg_whitened,1.0,1.0,0.0,
AdvBench_BB_Mixed,1,720,Qwen3-Embedding-8B,B1_vs_A1,B1_discriminant_mean_raw,A1_naive_cosine_raw,0.999984375,0.9975624999999999,0.002421875000000129,0.23588946458811577
AdvBench_BB_Mixed,1,720,Qwen3-Embedding-8B,B1_vs_C1,B1_discriminant_mean_raw,C1_logreg_raw,0.999984375,1.0,-1.5624999999963585e-05,0.4139721430372354
AdvBench_BB_Mixed,1,720,Qwen3-Embedding-8B,A3_vs_A1,A3_rsfi_svd_whitened_k20,A1_naive_cosine_raw,0.9797421875000001,0.9975624999999999,-0.017820312499999824,5.23230919577955e-05
AdvBench_BB_Mixed,1,720,Qwen3-Embedding-8B,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,1.0,0.999984375,1.5624999999963585e-05,0.4139721430372354
AdvBench_BB_Mixed,1,720,Qwen3-Embedding-8B,B1b_vs_A1b,B1b_discriminant_mean_whitened,A1b_cosine_whitened,1.0,1.0,0.0,
AdvBench_BB_Mixed,1,720,Qwen3-Embedding-8B,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,1.0,1.0,0.0,
AdvBench_BB_Mixed,1,720,Qwen3-Embedding-8B,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,1.0,0.999984375,1.5624999999963585e-05,0.4139721430372354
AdvBench_BB_Mixed,1,720,Qwen3-Embedding-8B,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,1.0,0.999984375,1.5624999999963585e-05,0.4139721430372354
AdvBench_BB_Mixed,2,720,Qwen3-Embedding-8B,B1b_vs_C1b,B1b_discriminant_mean_whitened,C1b_logreg_whitened,1.0,1.0,0.0,
AdvBench_BB_Mixed,2,720,Qwen3-Embedding-8B,B1_vs_A1,B1_discriminant_mean_raw,A1_naive_cosine_raw,0.999953125,0.9971484375,0.0028046874999999583,0.21888937005889275
AdvBench_BB_Mixed,2,720,Qwen3-Embedding-8B,B1_vs_C1,B1_discriminant_mean_raw,C1_logreg_raw,0.999953125,1.0,-4.6875000000001776e-05,0.27239813379078126
AdvBench_BB_Mixed,2,720,Qwen3-Embedding-8B,A3_vs_A1,A3_rsfi_svd_whitened_k20,A1_naive_cosine_raw,0.987609375,0.9971484375,-0.009539062500000028,0.00026845778726736214
AdvBench_BB_Mixed,2,720,Qwen3-Embedding-8B,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,1.0,0.999953125,4.6875000000001776e-05,0.27239813379078126
AdvBench_BB_Mixed,2,720,Qwen3-Embedding-8B,B1b_vs_A1b,B1b_discriminant_mean_whitened,A1b_cosine_whitened,1.0,1.0,0.0,
AdvBench_BB_Mixed,2,720,Qwen3-Embedding-8B,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,1.0,1.0,0.0,
AdvBench_BB_Mixed,2,720,Qwen3-Embedding-8B,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,1.0,0.999953125,4.6875000000001776e-05,0.27239813379078126
AdvBench_BB_Mixed,2,720,Qwen3-Embedding-8B,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,1.0,0.999953125,4.6875000000001776e-05,0.27239813379078126
AdvBench_BB_Mixed,3,720,Qwen3-Embedding-8B,B1b_vs_C1b,B1b_discriminant_mean_whitened,C1b_logreg_whitened,1.0,1.0,0.0,
AdvBench_BB_Mixed,3,720,Qwen3-Embedding-8B,B1_vs_A1,B1_discriminant_mean_raw,A1_naive_cosine_raw,0.9998359375,0.9970078124999999,0.00282812500000007,0.2376972457406672
AdvBench_BB_Mixed,3,720,Qwen3-Embedding-8B,B1_vs_C1,B1_discriminant_mean_raw,C1_logreg_raw,0.9998359375,1.0,-0.00016406250000000622,0.32801332256763693
AdvBench_BB_Mixed,3,720,Qwen3-Embedding-8B,A3_vs_A1,A3_rsfi_svd_whitened_k20,A1_naive_cosine_raw,0.9903046875,0.9970078124999999,-0.006703124999999921,0.035157222301710256
AdvBench_BB_Mixed,3,720,Qwen3-Embedding-8B,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,1.0,0.9998359375,0.00016406250000000622,0.32801332256763693
AdvBench_BB_Mixed,3,720,Qwen3-Embedding-8B,B1b_vs_A1b,B1b_discriminant_mean_whitened,A1b_cosine_whitened,1.0,1.0,0.0,
AdvBench_BB_Mixed,3,720,Qwen3-Embedding-8B,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,1.0,1.0,0.0,
AdvBench_BB_Mixed,3,720,Qwen3-Embedding-8B,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,1.0,0.9998359375,0.00016406250000000622,0.32801332256763693
AdvBench_BB_Mixed,3,720,Qwen3-Embedding-8B,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,1.0,0.9998359375,0.00016406250000000622,0.32801332256763693
AdvBench_BB_Mixed,4,720,Qwen3-Embedding-8B,B1b_vs_C1b,B1b_discriminant_mean_whitened,C1b_logreg_whitened,1.0,1.0,0.0,
AdvBench_BB_Mixed,4,720,Qwen3-Embedding-8B,B1_vs_A1,B1_discriminant_mean_raw,A1_naive_cosine_raw,0.9999687500000001,0.9974999999999999,0.0024687500000001306,0.19914617701594017
AdvBench_BB_Mixed,4,720,Qwen3-Embedding-8B,B1_vs_C1,B1_discriminant_mean_raw,C1_logreg_raw,0.9999687500000001,1.0,-3.124999999992717e-05,0.3166461218348382
AdvBench_BB_Mixed,4,720,Qwen3-Embedding-8B,A3_vs_A1,A3_rsfi_svd_whitened_k20,A1_naive_cosine_raw,0.99125,0.9974999999999999,-0.006249999999999978,0.042492065441691595
AdvBench_BB_Mixed,4,720,Qwen3-Embedding-8B,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,1.0,0.9999687500000001,3.124999999992717e-05,0.3166461218348382
AdvBench_BB_Mixed,4,720,Qwen3-Embedding-8B,B1b_vs_A1b,B1b_discriminant_mean_whitened,A1b_cosine_whitened,1.0,1.0,0.0,
AdvBench_BB_Mixed,4,720,Qwen3-Embedding-8B,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,1.0,1.0,0.0,
AdvBench_BB_Mixed,4,720,Qwen3-Embedding-8B,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,1.0,0.9999687500000001,3.124999999992717e-05,0.3166461218348382
AdvBench_BB_Mixed,4,720,Qwen3-Embedding-8B,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,1.0,0.9999687500000001,3.124999999992717e-05,0.3166461218348382
HarmBench_BB_Safe,0,1200,all-mpnet-base-v2,B1b_vs_C1b,B1b_discriminant_mean_whitened,C1b_logreg_whitened,1.0,1.0,0.0,
HarmBench_BB_Safe,0,1200,all-mpnet-base-v2,B1_vs_A1,B1_discriminant_mean_raw,A1_naive_cosine_raw,1.0,0.992915,0.007085000000000008,0.0015676293108546346
HarmBench_BB_Safe,0,1200,all-mpnet-base-v2,B1_vs_C1,B1_discriminant_mean_raw,C1_logreg_raw,1.0,1.0,0.0,
HarmBench_BB_Safe,0,1200,all-mpnet-base-v2,A3_vs_A1,A3_rsfi_svd_whitened_k20,A1_naive_cosine_raw,0.9546699999999999,0.992915,-0.038245000000000084,1.7312020839099773e-07
HarmBench_BB_Safe,0,1200,all-mpnet-base-v2,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,1.0,1.0,0.0,
HarmBench_BB_Safe,0,1200,all-mpnet-base-v2,B1b_vs_A1b,B1b_discriminant_mean_whitened,A1b_cosine_whitened,1.0,1.0,0.0,
HarmBench_BB_Safe,0,1200,all-mpnet-base-v2,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,1.0,1.0,0.0,
HarmBench_BB_Safe,0,1200,all-mpnet-base-v2,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,1.0,1.0,0.0,
HarmBench_BB_Safe,0,1200,all-mpnet-base-v2,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,1.0,1.0,0.0,
HarmBench_BB_Safe,1,1200,all-mpnet-base-v2,B1b_vs_C1b,B1b_discriminant_mean_whitened,C1b_logreg_whitened,1.0,1.0,0.0,
HarmBench_BB_Safe,1,1200,all-mpnet-base-v2,B1_vs_A1,B1_discriminant_mean_raw,A1_naive_cosine_raw,1.0,0.994435,0.005565000000000042,0.003133104828928923
HarmBench_BB_Safe,1,1200,all-mpnet-base-v2,B1_vs_C1,B1_discriminant_mean_raw,C1_logreg_raw,1.0,1.0,0.0,
HarmBench_BB_Safe,1,1200,all-mpnet-base-v2,A3_vs_A1,A3_rsfi_svd_whitened_k20,A1_naive_cosine_raw,0.9366650000000001,0.994435,-0.05776999999999988,7.869238594082617e-11
HarmBench_BB_Safe,1,1200,all-mpnet-base-v2,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,1.0,1.0,0.0,
HarmBench_BB_Safe,1,1200,all-mpnet-base-v2,B1b_vs_A1b,B1b_discriminant_mean_whitened,A1b_cosine_whitened,1.0,1.0,0.0,
HarmBench_BB_Safe,1,1200,all-mpnet-base-v2,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,1.0,1.0,0.0,
HarmBench_BB_Safe,1,1200,all-mpnet-base-v2,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,1.0,1.0,0.0,
HarmBench_BB_Safe,1,1200,all-mpnet-base-v2,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,1.0,1.0,0.0,
HarmBench_BB_Safe,2,1200,all-mpnet-base-v2,B1b_vs_C1b,B1b_discriminant_mean_whitened,C1b_logreg_whitened,1.0,1.0,0.0,
HarmBench_BB_Safe,2,1200,all-mpnet-base-v2,B1_vs_A1,B1_discriminant_mean_raw,A1_naive_cosine_raw,1.0,0.9902850000000001,0.009714999999999918,0.0020326561010928224
HarmBench_BB_Safe,2,1200,all-mpnet-base-v2,B1_vs_C1,B1_discriminant_mean_raw,C1_logreg_raw,1.0,1.0,0.0,
HarmBench_BB_Safe,2,1200,all-mpnet-base-v2,A3_vs_A1,A3_rsfi_svd_whitened_k20,A1_naive_cosine_raw,0.94825,0.9902850000000001,-0.042035000000000045,1.2594393528075898e-08
HarmBench_BB_Safe,2,1200,all-mpnet-base-v2,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,1.0,1.0,0.0,
HarmBench_BB_Safe,2,1200,all-mpnet-base-v2,B1b_vs_A1b,B1b_discriminant_mean_whitened,A1b_cosine_whitened,1.0,1.0,0.0,
HarmBench_BB_Safe,2,1200,all-mpnet-base-v2,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,1.0,1.0,0.0,
HarmBench_BB_Safe,2,1200,all-mpnet-base-v2,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,1.0,1.0,0.0,
HarmBench_BB_Safe,2,1200,all-mpnet-base-v2,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,1.0,1.0,0.0,
HarmBench_BB_Safe,3,1200,all-mpnet-base-v2,B1b_vs_C1b,B1b_discriminant_mean_whitened,C1b_logreg_whitened,1.0,1.0,0.0,
HarmBench_BB_Safe,3,1200,all-mpnet-base-v2,B1_vs_A1,B1_discriminant_mean_raw,A1_naive_cosine_raw,1.0,0.9924099999999999,0.007590000000000097,0.0010337122909287455
HarmBench_BB_Safe,3,1200,all-mpnet-base-v2,B1_vs_C1,B1_discriminant_mean_raw,C1_logreg_raw,1.0,1.0,0.0,
HarmBench_BB_Safe,3,1200,all-mpnet-base-v2,A3_vs_A1,A3_rsfi_svd_whitened_k20,A1_naive_cosine_raw,0.963205,0.9924099999999999,-0.029204999999999925,4.0197224257410014e-05
HarmBench_BB_Safe,3,1200,all-mpnet-base-v2,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,1.0,1.0,0.0,
HarmBench_BB_Safe,3,1200,all-mpnet-base-v2,B1b_vs_A1b,B1b_discriminant_mean_whitened,A1b_cosine_whitened,1.0,1.0,0.0,
HarmBench_BB_Safe,3,1200,all-mpnet-base-v2,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,1.0,1.0,0.0,
HarmBench_BB_Safe,3,1200,all-mpnet-base-v2,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,1.0,1.0,0.0,
HarmBench_BB_Safe,3,1200,all-mpnet-base-v2,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,1.0,1.0,0.0,
HarmBench_BB_Safe,4,1200,all-mpnet-base-v2,B1b_vs_C1b,B1b_discriminant_mean_whitened,C1b_logreg_whitened,1.0,1.0,0.0,
HarmBench_BB_Safe,4,1200,all-mpnet-base-v2,B1_vs_A1,B1_discriminant_mean_raw,A1_naive_cosine_raw,1.0,0.9962650000000001,0.003734999999999933,0.011699284647225472
HarmBench_BB_Safe,4,1200,all-mpnet-base-v2,B1_vs_C1,B1_discriminant_mean_raw,C1_logreg_raw,1.0,1.0,0.0,
HarmBench_BB_Safe,4,1200,all-mpnet-base-v2,A3_vs_A1,A3_rsfi_svd_whitened_k20,A1_naive_cosine_raw,0.9611799999999999,0.9962650000000001,-0.035085000000000144,7.49784723197422e-09
HarmBench_BB_Safe,4,1200,all-mpnet-base-v2,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,1.0,1.0,0.0,
HarmBench_BB_Safe,4,1200,all-mpnet-base-v2,B1b_vs_A1b,B1b_discriminant_mean_whitened,A1b_cosine_whitened,1.0,1.0,0.0,
HarmBench_BB_Safe,4,1200,all-mpnet-base-v2,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,1.0,1.0,0.0,
HarmBench_BB_Safe,4,1200,all-mpnet-base-v2,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,1.0,1.0,0.0,
HarmBench_BB_Safe,4,1200,all-mpnet-base-v2,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,1.0,1.0,0.0,
HarmBench_BB_Safe,0,1200,bge-base-en-v1.5,B1b_vs_C1b,B1b_discriminant_mean_whitened,C1b_logreg_whitened,1.0,1.0,0.0,
HarmBench_BB_Safe,0,1200,bge-base-en-v1.5,B1_vs_A1,B1_discriminant_mean_raw,A1_naive_cosine_raw,1.0,0.975045,0.02495499999999995,0.004015956782890573
HarmBench_BB_Safe,0,1200,bge-base-en-v1.5,B1_vs_C1,B1_discriminant_mean_raw,C1_logreg_raw,1.0,1.0,0.0,
HarmBench_BB_Safe,0,1200,bge-base-en-v1.5,A3_vs_A1,A3_rsfi_svd_whitened_k20,A1_naive_cosine_raw,0.9632350000000001,0.975045,-0.011809999999999987,0.24681144631555973
HarmBench_BB_Safe,0,1200,bge-base-en-v1.5,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,1.0,1.0,0.0,
HarmBench_BB_Safe,0,1200,bge-base-en-v1.5,B1b_vs_A1b,B1b_discriminant_mean_whitened,A1b_cosine_whitened,1.0,1.0,0.0,
HarmBench_BB_Safe,0,1200,bge-base-en-v1.5,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,1.0,1.0,0.0,
HarmBench_BB_Safe,0,1200,bge-base-en-v1.5,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,1.0,1.0,0.0,
HarmBench_BB_Safe,0,1200,bge-base-en-v1.5,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,1.0,1.0,0.0,
HarmBench_BB_Safe,1,1200,bge-base-en-v1.5,B1b_vs_C1b,B1b_discriminant_mean_whitened,C1b_logreg_whitened,1.0,1.0,0.0,
HarmBench_BB_Safe,1,1200,bge-base-en-v1.5,B1_vs_A1,B1_discriminant_mean_raw,A1_naive_cosine_raw,1.0,0.9797049999999999,0.020295000000000063,0.0033723415551691893
HarmBench_BB_Safe,1,1200,bge-base-en-v1.5,B1_vs_C1,B1_discriminant_mean_raw,C1_logreg_raw,1.0,1.0,0.0,
HarmBench_BB_Safe,1,1200,bge-base-en-v1.5,A3_vs_A1,A3_rsfi_svd_whitened_k20,A1_naive_cosine_raw,0.9432199999999998,0.9797049999999999,-0.0364850000000001,8.832858173613012e-05
HarmBench_BB_Safe,1,1200,bge-base-en-v1.5,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,1.0,1.0,0.0,
HarmBench_BB_Safe,1,1200,bge-base-en-v1.5,B1b_vs_A1b,B1b_discriminant_mean_whitened,A1b_cosine_whitened,1.0,1.0,0.0,
HarmBench_BB_Safe,1,1200,bge-base-en-v1.5,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,1.0,1.0,0.0,
HarmBench_BB_Safe,1,1200,bge-base-en-v1.5,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,1.0,1.0,0.0,
HarmBench_BB_Safe,1,1200,bge-base-en-v1.5,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,1.0,1.0,0.0,
HarmBench_BB_Safe,2,1200,bge-base-en-v1.5,B1b_vs_C1b,B1b_discriminant_mean_whitened,C1b_logreg_whitened,1.0,1.0,0.0,
HarmBench_BB_Safe,2,1200,bge-base-en-v1.5,B1_vs_A1,B1_discriminant_mean_raw,A1_naive_cosine_raw,1.0,0.974395,0.02560499999999999,0.00038473971713459676
HarmBench_BB_Safe,2,1200,bge-base-en-v1.5,B1_vs_C1,B1_discriminant_mean_raw,C1_logreg_raw,1.0,1.0,0.0,
HarmBench_BB_Safe,2,1200,bge-base-en-v1.5,A3_vs_A1,A3_rsfi_svd_whitened_k20,A1_naive_cosine_raw,0.936755,0.974395,-0.03764000000000001,0.00032360179665813504
HarmBench_BB_Safe,2,1200,bge-base-en-v1.5,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,1.0,1.0,0.0,
HarmBench_BB_Safe,2,1200,bge-base-en-v1.5,B1b_vs_A1b,B1b_discriminant_mean_whitened,A1b_cosine_whitened,1.0,1.0,0.0,
HarmBench_BB_Safe,2,1200,bge-base-en-v1.5,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,1.0,1.0,0.0,
HarmBench_BB_Safe,2,1200,bge-base-en-v1.5,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,1.0,1.0,0.0,
HarmBench_BB_Safe,2,1200,bge-base-en-v1.5,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,1.0,1.0,0.0,
HarmBench_BB_Safe,3,1200,bge-base-en-v1.5,B1b_vs_C1b,B1b_discriminant_mean_whitened,C1b_logreg_whitened,1.0,1.0,0.0,
HarmBench_BB_Safe,3,1200,bge-base-en-v1.5,B1_vs_A1,B1_discriminant_mean_raw,A1_naive_cosine_raw,1.0,0.98185,0.01815,0.006508159862899543
HarmBench_BB_Safe,3,1200,bge-base-en-v1.5,B1_vs_C1,B1_discriminant_mean_raw,C1_logreg_raw,1.0,1.0,0.0,
HarmBench_BB_Safe,3,1200,bge-base-en-v1.5,A3_vs_A1,A3_rsfi_svd_whitened_k20,A1_naive_cosine_raw,0.926675,0.98185,-0.055174999999999974,4.28754405312759e-08
HarmBench_BB_Safe,3,1200,bge-base-en-v1.5,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,1.0,1.0,0.0,
HarmBench_BB_Safe,3,1200,bge-base-en-v1.5,B1b_vs_A1b,B1b_discriminant_mean_whitened,A1b_cosine_whitened,1.0,1.0,0.0,
HarmBench_BB_Safe,3,1200,bge-base-en-v1.5,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,1.0,1.0,0.0,
HarmBench_BB_Safe,3,1200,bge-base-en-v1.5,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,1.0,1.0,0.0,
HarmBench_BB_Safe,3,1200,bge-base-en-v1.5,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,1.0,1.0,0.0,
HarmBench_BB_Safe,4,1200,bge-base-en-v1.5,B1b_vs_C1b,B1b_discriminant_mean_whitened,C1b_logreg_whitened,1.0,1.0,0.0,
HarmBench_BB_Safe,4,1200,bge-base-en-v1.5,B1_vs_A1,B1_discriminant_mean_raw,A1_naive_cosine_raw,1.0,0.9876800000000001,0.012319999999999887,0.028857663721554738
HarmBench_BB_Safe,4,1200,bge-base-en-v1.5,B1_vs_C1,B1_discriminant_mean_raw,C1_logreg_raw,1.0,1.0,0.0,
HarmBench_BB_Safe,4,1200,bge-base-en-v1.5,A3_vs_A1,A3_rsfi_svd_whitened_k20,A1_naive_cosine_raw,0.94158,0.9876800000000001,-0.04610000000000014,1.5389378769103956e-06
HarmBench_BB_Safe,4,1200,bge-base-en-v1.5,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,1.0,1.0,0.0,
HarmBench_BB_Safe,4,1200,bge-base-en-v1.5,B1b_vs_A1b,B1b_discriminant_mean_whitened,A1b_cosine_whitened,1.0,1.0,0.0,
HarmBench_BB_Safe,4,1200,bge-base-en-v1.5,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,1.0,1.0,0.0,
HarmBench_BB_Safe,4,1200,bge-base-en-v1.5,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,1.0,1.0,0.0,
HarmBench_BB_Safe,4,1200,bge-base-en-v1.5,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,1.0,1.0,0.0,
HarmBench_BB_Safe,0,1200,bge-large-en-v1.5,B1b_vs_C1b,B1b_discriminant_mean_whitened,C1b_logreg_whitened,1.0,1.0,0.0,
HarmBench_BB_Safe,0,1200,bge-large-en-v1.5,B1_vs_A1,B1_discriminant_mean_raw,A1_naive_cosine_raw,1.0,0.98317,0.01683000000000001,0.00010400038869096129
HarmBench_BB_Safe,0,1200,bge-large-en-v1.5,B1_vs_C1,B1_discriminant_mean_raw,C1_logreg_raw,1.0,1.0,0.0,
HarmBench_BB_Safe,0,1200,bge-large-en-v1.5,A3_vs_A1,A3_rsfi_svd_whitened_k20,A1_naive_cosine_raw,0.98369,0.98317,0.0005199999999999649,0.9097092975917118
HarmBench_BB_Safe,0,1200,bge-large-en-v1.5,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,1.0,1.0,0.0,
HarmBench_BB_Safe,0,1200,bge-large-en-v1.5,B1b_vs_A1b,B1b_discriminant_mean_whitened,A1b_cosine_whitened,1.0,1.0,0.0,
HarmBench_BB_Safe,0,1200,bge-large-en-v1.5,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,1.0,1.0,0.0,
HarmBench_BB_Safe,0,1200,bge-large-en-v1.5,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,1.0,1.0,0.0,
HarmBench_BB_Safe,0,1200,bge-large-en-v1.5,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,1.0,1.0,0.0,
HarmBench_BB_Safe,1,1200,bge-large-en-v1.5,B1b_vs_C1b,B1b_discriminant_mean_whitened,C1b_logreg_whitened,1.0,1.0,0.0,
HarmBench_BB_Safe,1,1200,bge-large-en-v1.5,B1_vs_A1,B1_discriminant_mean_raw,A1_naive_cosine_raw,1.0,0.983925,0.01607499999999995,0.00014125688291888316
HarmBench_BB_Safe,1,1200,bge-large-en-v1.5,B1_vs_C1,B1_discriminant_mean_raw,C1_logreg_raw,1.0,1.0,0.0,
HarmBench_BB_Safe,1,1200,bge-large-en-v1.5,A3_vs_A1,A3_rsfi_svd_whitened_k20,A1_naive_cosine_raw,0.9684599999999999,0.983925,-0.015465000000000173,0.03660450344322852
HarmBench_BB_Safe,1,1200,bge-large-en-v1.5,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,1.0,1.0,0.0,
HarmBench_BB_Safe,1,1200,bge-large-en-v1.5,B1b_vs_A1b,B1b_discriminant_mean_whitened,A1b_cosine_whitened,1.0,1.0,0.0,
HarmBench_BB_Safe,1,1200,bge-large-en-v1.5,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,1.0,1.0,0.0,
HarmBench_BB_Safe,1,1200,bge-large-en-v1.5,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,1.0,1.0,0.0,
