dataset,seed,n_test,model,pair,method_1,method_2,auc_1,auc_2,auc_diff,p_value
AdvBench_BB_Safe,3,1320,Qwen3-Embedding-8B,A3_vs_A1,A3_rsfi_svd_whitened_k20,A1_naive_cosine_raw,0.9968781250000001,0.99640625,0.0004718750000000105,0.8639344493747625
AdvBench_BB_Safe,3,1320,Qwen3-Embedding-8B,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,1.0,1.0,0.0,
AdvBench_BB_Safe,3,1320,Qwen3-Embedding-8B,B1b_vs_A1b,B1b_discriminant_mean_whitened,A1b_cosine_whitened,1.0,1.0,0.0,
AdvBench_BB_Safe,3,1320,Qwen3-Embedding-8B,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,1.0,1.0,0.0,
AdvBench_BB_Safe,3,1320,Qwen3-Embedding-8B,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,1.0,1.0,0.0,
AdvBench_BB_Safe,3,1320,Qwen3-Embedding-8B,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,1.0,1.0,0.0,
AdvBench_BB_Safe,4,1320,Qwen3-Embedding-8B,B1b_vs_C1b,B1b_discriminant_mean_whitened,C1b_logreg_whitened,1.0,1.0,0.0,
AdvBench_BB_Safe,4,1320,Qwen3-Embedding-8B,B1_vs_A1,B1_discriminant_mean_raw,A1_naive_cosine_raw,1.0,0.996775,0.0032250000000000334,0.09560610982336915
AdvBench_BB_Safe,4,1320,Qwen3-Embedding-8B,B1_vs_C1,B1_discriminant_mean_raw,C1_logreg_raw,1.0,1.0,0.0,
AdvBench_BB_Safe,4,1320,Qwen3-Embedding-8B,A3_vs_A1,A3_rsfi_svd_whitened_k20,A1_naive_cosine_raw,0.9977625,0.996775,0.00098750000000003,0.6354409030226076
AdvBench_BB_Safe,4,1320,Qwen3-Embedding-8B,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,1.0,1.0,0.0,
AdvBench_BB_Safe,4,1320,Qwen3-Embedding-8B,B1b_vs_A1b,B1b_discriminant_mean_whitened,A1b_cosine_whitened,1.0,1.0,0.0,
AdvBench_BB_Safe,4,1320,Qwen3-Embedding-8B,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,1.0,1.0,0.0,
AdvBench_BB_Safe,4,1320,Qwen3-Embedding-8B,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,1.0,1.0,0.0,
AdvBench_BB_Safe,4,1320,Qwen3-Embedding-8B,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,1.0,1.0,0.0,
AdvBench_BB_Mixed,0,720,all-mpnet-base-v2,B1b_vs_C1b,B1b_discriminant_mean_whitened,C1b_logreg_whitened,0.9995078125,0.9996328124999999,-0.00012499999999993072,0.17471913806577466
AdvBench_BB_Mixed,0,720,all-mpnet-base-v2,B1_vs_A1,B1_discriminant_mean_raw,A1_naive_cosine_raw,0.9985078125,0.9981328125,0.0003750000000000142,0.3879467167229891
AdvBench_BB_Mixed,0,720,all-mpnet-base-v2,B1_vs_C1,B1_discriminant_mean_raw,C1_logreg_raw,0.9985078125,0.9995390625,-0.001031250000000039,0.010542229746679288
AdvBench_BB_Mixed,0,720,all-mpnet-base-v2,A3_vs_A1,A3_rsfi_svd_whitened_k20,A1_naive_cosine_raw,0.9697265625,0.9981328125,-0.028406249999999966,2.8042078215051447e-08
AdvBench_BB_Mixed,0,720,all-mpnet-base-v2,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,0.9995078125,0.9985078125,0.0010000000000000009,0.07983375300758522
AdvBench_BB_Mixed,0,720,all-mpnet-base-v2,B1b_vs_A1b,B1b_discriminant_mean_whitened,A1b_cosine_whitened,0.9995078125,0.9992890625,0.00021874999999993427,0.06501945874138748
AdvBench_BB_Mixed,0,720,all-mpnet-base-v2,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,0.9997578125000001,0.9995078125,0.0002500000000000835,0.18995944465966352
AdvBench_BB_Mixed,0,720,all-mpnet-base-v2,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,0.9995078125,0.9985078125,0.0010000000000000009,0.07983375300758522
AdvBench_BB_Mixed,0,720,all-mpnet-base-v2,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,0.9997578125000001,0.9985078125,0.0012500000000000844,0.02377573243319797
AdvBench_BB_Mixed,1,720,all-mpnet-base-v2,B1b_vs_C1b,B1b_discriminant_mean_whitened,C1b_logreg_whitened,0.9992421874999999,0.99928125,-3.9062500000075495e-05,0.6510762501517631
AdvBench_BB_Mixed,1,720,all-mpnet-base-v2,B1_vs_A1,B1_discriminant_mean_raw,A1_naive_cosine_raw,0.999171875,0.9985625,0.0006093750000000231,0.18183242706034397
AdvBench_BB_Mixed,1,720,all-mpnet-base-v2,B1_vs_C1,B1_discriminant_mean_raw,C1_logreg_raw,0.999171875,0.9997578125000001,-0.0005859375000000222,0.05003063256551199
AdvBench_BB_Mixed,1,720,all-mpnet-base-v2,A3_vs_A1,A3_rsfi_svd_whitened_k20,A1_naive_cosine_raw,0.9517109375,0.9985625,-0.0468515625,1.2492007428477336e-11
AdvBench_BB_Mixed,1,720,all-mpnet-base-v2,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,0.9992421874999999,0.999171875,7.031249999989164e-05,0.8621760126781226
AdvBench_BB_Mixed,1,720,all-mpnet-base-v2,B1b_vs_A1b,B1b_discriminant_mean_whitened,A1b_cosine_whitened,0.9992421874999999,0.9989609374999999,0.00028125000000001066,0.13174023631387577
AdvBench_BB_Mixed,1,720,all-mpnet-base-v2,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,0.999484375,0.9992421874999999,0.00024218750000004619,0.2896954982024549
AdvBench_BB_Mixed,1,720,all-mpnet-base-v2,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,0.9992421874999999,0.999171875,7.031249999989164e-05,0.8621760126781226
AdvBench_BB_Mixed,1,720,all-mpnet-base-v2,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,0.999484375,0.999171875,0.00031249999999993783,0.21306249691999835
AdvBench_BB_Mixed,2,720,all-mpnet-base-v2,B1b_vs_C1b,B1b_discriminant_mean_whitened,C1b_logreg_whitened,0.9996015625,0.9994921875,0.00010937499999996714,0.30132091415343876
AdvBench_BB_Mixed,2,720,all-mpnet-base-v2,B1_vs_A1,B1_discriminant_mean_raw,A1_naive_cosine_raw,0.9983125,0.9983984374999999,-8.593749999985523e-05,0.7848848096175498
AdvBench_BB_Mixed,2,720,all-mpnet-base-v2,B1_vs_C1,B1_discriminant_mean_raw,C1_logreg_raw,0.9983125,0.9995234375000001,-0.0012109375000000089,0.014142628967527271
AdvBench_BB_Mixed,2,720,all-mpnet-base-v2,A3_vs_A1,A3_rsfi_svd_whitened_k20,A1_naive_cosine_raw,0.9601718749999999,0.9983984374999999,-0.038226562500000005,6.518658945964262e-10
AdvBench_BB_Mixed,2,720,all-mpnet-base-v2,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,0.9996015625,0.9983125,0.0012890624999999378,0.02624236315078221
AdvBench_BB_Mixed,2,720,all-mpnet-base-v2,B1b_vs_A1b,B1b_discriminant_mean_whitened,A1b_cosine_whitened,0.9996015625,0.999546875,5.468750000003908e-05,0.3490997788527388
AdvBench_BB_Mixed,2,720,all-mpnet-base-v2,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,0.9995390625,0.9996015625,-6.249999999996536e-05,0.5137664278165588
AdvBench_BB_Mixed,2,720,all-mpnet-base-v2,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,0.9996015625,0.9983125,0.0012890624999999378,0.02624236315078221
AdvBench_BB_Mixed,2,720,all-mpnet-base-v2,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,0.9995390625,0.9983125,0.0012265624999999725,0.031023861935836727
AdvBench_BB_Mixed,3,720,all-mpnet-base-v2,B1b_vs_C1b,B1b_discriminant_mean_whitened,C1b_logreg_whitened,0.99984375,0.9998515625000001,-7.812500000037303e-06,0.8384518932154787
AdvBench_BB_Mixed,3,720,all-mpnet-base-v2,B1_vs_A1,B1_discriminant_mean_raw,A1_naive_cosine_raw,0.9987109375000001,0.9986640625,4.68750000001128e-05,0.8987663785564506
AdvBench_BB_Mixed,3,720,all-mpnet-base-v2,B1_vs_C1,B1_discriminant_mean_raw,C1_logreg_raw,0.9987109375000001,0.9996796875,-0.0009687499999999627,0.023865356411228777
AdvBench_BB_Mixed,3,720,all-mpnet-base-v2,A3_vs_A1,A3_rsfi_svd_whitened_k20,A1_naive_cosine_raw,0.9736640624999999,0.9986640625,-0.025000000000000022,2.4395824047562797e-06
AdvBench_BB_Mixed,3,720,all-mpnet-base-v2,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,0.99984375,0.9987109375000001,0.001132812499999969,0.05895839237178424
AdvBench_BB_Mixed,3,720,all-mpnet-base-v2,B1b_vs_A1b,B1b_discriminant_mean_whitened,A1b_cosine_whitened,0.99984375,0.9997734375,7.031250000000266e-05,0.28801615212504594
AdvBench_BB_Mixed,3,720,all-mpnet-base-v2,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,0.9998828125,0.99984375,3.906249999996447e-05,0.5040883296904375
AdvBench_BB_Mixed,3,720,all-mpnet-base-v2,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,0.99984375,0.9987109375000001,0.001132812499999969,0.05895839237178424
AdvBench_BB_Mixed,3,720,all-mpnet-base-v2,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,0.9998828125,0.9987109375000001,0.0011718749999999334,0.043528706120081306
AdvBench_BB_Mixed,4,720,all-mpnet-base-v2,B1b_vs_C1b,B1b_discriminant_mean_whitened,C1b_logreg_whitened,0.9997734375,0.99978125,-7.812499999926281e-06,0.7731064859741479
AdvBench_BB_Mixed,4,720,all-mpnet-base-v2,B1_vs_A1,B1_discriminant_mean_raw,A1_naive_cosine_raw,0.9987031249999999,0.9985703125,0.00013281249999996803,0.7239555253461103
AdvBench_BB_Mixed,4,720,all-mpnet-base-v2,B1_vs_C1,B1_discriminant_mean_raw,C1_logreg_raw,0.9987031249999999,0.99965625,-0.0009531250000001101,0.0217029988582782
AdvBench_BB_Mixed,4,720,all-mpnet-base-v2,A3_vs_A1,A3_rsfi_svd_whitened_k20,A1_naive_cosine_raw,0.9807812499999999,0.9985703125,-0.017789062500000008,1.3216990482067814e-06
AdvBench_BB_Mixed,4,720,all-mpnet-base-v2,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,0.9997734375,0.9987031249999999,0.0010703125000001146,0.048852691544185145
AdvBench_BB_Mixed,4,720,all-mpnet-base-v2,B1b_vs_A1b,B1b_discriminant_mean_whitened,A1b_cosine_whitened,0.9997734375,0.999515625,0.00025781250000000977,0.17853152122693938
AdvBench_BB_Mixed,4,720,all-mpnet-base-v2,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,0.9998359375,0.9997734375,6.249999999996536e-05,0.49906040603646384
AdvBench_BB_Mixed,4,720,all-mpnet-base-v2,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,0.9997734375,0.9987031249999999,0.0010703125000001146,0.048852691544185145
AdvBench_BB_Mixed,4,720,all-mpnet-base-v2,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,0.9998359375,0.9987031249999999,0.00113281250000008,0.030228925150163732
AdvBench_BB_Mixed,0,720,bge-base-en-v1.5,B1b_vs_C1b,B1b_discriminant_mean_whitened,C1b_logreg_whitened,0.9999140625,0.999890625,2.3437500000000888e-05,0.34223653799773457
AdvBench_BB_Mixed,0,720,bge-base-en-v1.5,B1_vs_A1,B1_discriminant_mean_raw,A1_naive_cosine_raw,0.9972421874999999,0.9972890625,-4.68750000001128e-05,0.9454039447216305
AdvBench_BB_Mixed,0,720,bge-base-en-v1.5,B1_vs_C1,B1_discriminant_mean_raw,C1_logreg_raw,0.9972421874999999,0.99946875,-0.0022265625000000844,0.006028265840033908
AdvBench_BB_Mixed,0,720,bge-base-en-v1.5,A3_vs_A1,A3_rsfi_svd_whitened_k20,A1_naive_cosine_raw,0.9702500000000001,0.9972890625,-0.02703906249999999,1.9597024225603832e-08
AdvBench_BB_Mixed,0,720,bge-base-en-v1.5,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,0.9999140625,0.9972421874999999,0.0026718750000001013,0.011545659894665938
AdvBench_BB_Mixed,0,720,bge-base-en-v1.5,B1b_vs_A1b,B1b_discriminant_mean_whitened,A1b_cosine_whitened,0.9999140625,0.9998359375,7.812500000003997e-05,0.17986735983540791
AdvBench_BB_Mixed,0,720,bge-base-en-v1.5,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,0.9999140625,0.9999140625,0.0,1.0
AdvBench_BB_Mixed,0,720,bge-base-en-v1.5,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,0.9999140625,0.9972421874999999,0.0026718750000001013,0.011545659894665938
AdvBench_BB_Mixed,0,720,bge-base-en-v1.5,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,0.9999140625,0.9972421874999999,0.0026718750000001013,0.011522979416181522
AdvBench_BB_Mixed,1,720,bge-base-en-v1.5,B1b_vs_C1b,B1b_discriminant_mean_whitened,C1b_logreg_whitened,0.99984375,0.99990625,-6.249999999996536e-05,0.2370250757889787
AdvBench_BB_Mixed,1,720,bge-base-en-v1.5,B1_vs_A1,B1_discriminant_mean_raw,A1_naive_cosine_raw,0.9976953125,0.997,0.0006953124999999893,0.3000707136213121
AdvBench_BB_Mixed,1,720,bge-base-en-v1.5,B1_vs_C1,B1_discriminant_mean_raw,C1_logreg_raw,0.9976953125,0.9997109375,-0.0020156249999999654,0.004956277961412514
AdvBench_BB_Mixed,1,720,bge-base-en-v1.5,A3_vs_A1,A3_rsfi_svd_whitened_k20,A1_naive_cosine_raw,0.9649453125,0.997,-0.032054687499999956,4.765891903346642e-09
AdvBench_BB_Mixed,1,720,bge-base-en-v1.5,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,0.99984375,0.9976953125,0.0021484375000000444,0.006306175468157038
AdvBench_BB_Mixed,1,720,bge-base-en-v1.5,B1b_vs_A1b,B1b_discriminant_mean_whitened,A1b_cosine_whitened,0.99984375,0.9996640625,0.00017968750000008082,0.12241374981647657
AdvBench_BB_Mixed,1,720,bge-base-en-v1.5,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,0.9999609375,0.99984375,0.00011718750000000444,0.1902192064679804
AdvBench_BB_Mixed,1,720,bge-base-en-v1.5,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,0.99984375,0.9976953125,0.0021484375000000444,0.006306175468157038
AdvBench_BB_Mixed,1,720,bge-base-en-v1.5,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,0.9999609375,0.9976953125,0.002265625000000049,0.0062176482999087845
AdvBench_BB_Mixed,2,720,bge-base-en-v1.5,B1b_vs_C1b,B1b_discriminant_mean_whitened,C1b_logreg_whitened,0.9998046875,0.9998125,-7.812500000037303e-06,0.6172954798948036
AdvBench_BB_Mixed,2,720,bge-base-en-v1.5,B1_vs_A1,B1_discriminant_mean_raw,A1_naive_cosine_raw,0.996328125,0.9973515625,-0.0010234375000000018,0.12926839098075082
AdvBench_BB_Mixed,2,720,bge-base-en-v1.5,B1_vs_C1,B1_discriminant_mean_raw,C1_logreg_raw,0.996328125,0.9993749999999999,-0.0030468749999998934,0.001996148888793403
AdvBench_BB_Mixed,2,720,bge-base-en-v1.5,A3_vs_A1,A3_rsfi_svd_whitened_k20,A1_naive_cosine_raw,0.957125,0.9973515625,-0.04022656250000001,4.398303943276005e-11
AdvBench_BB_Mixed,2,720,bge-base-en-v1.5,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,0.9998046875,0.996328125,0.0034765624999999467,0.0042630986293414885
AdvBench_BB_Mixed,2,720,bge-base-en-v1.5,B1b_vs_A1b,B1b_discriminant_mean_whitened,A1b_cosine_whitened,0.9998046875,0.999671875,0.00013281249999996803,0.08377723821959893
AdvBench_BB_Mixed,2,720,bge-base-en-v1.5,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,0.999921875,0.9998046875,0.00011718750000000444,0.1868271139201123
AdvBench_BB_Mixed,2,720,bge-base-en-v1.5,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,0.9998046875,0.996328125,0.0034765624999999467,0.0042630986293414885
AdvBench_BB_Mixed,2,720,bge-base-en-v1.5,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,0.999921875,0.996328125,0.003593749999999951,0.0038787560486774897
AdvBench_BB_Mixed,3,720,bge-base-en-v1.5,B1b_vs_C1b,B1b_discriminant_mean_whitened,C1b_logreg_whitened,0.9999296875,0.9999140625,1.5624999999963585e-05,0.3166270581009656
AdvBench_BB_Mixed,3,720,bge-base-en-v1.5,B1_vs_A1,B1_discriminant_mean_raw,A1_naive_cosine_raw,0.99759375,0.9974140624999999,0.00017968750000008082,0.7919704202547786
AdvBench_BB_Mixed,3,720,bge-base-en-v1.5,B1_vs_C1,B1_discriminant_mean_raw,C1_logreg_raw,0.99759375,0.9996953125,-0.0021015625000000426,0.005044683404441974
AdvBench_BB_Mixed,3,720,bge-base-en-v1.5,A3_vs_A1,A3_rsfi_svd_whitened_k20,A1_naive_cosine_raw,0.9674921875,0.9974140624999999,-0.029921874999999876,1.0977941444778594e-08
AdvBench_BB_Mixed,3,720,bge-base-en-v1.5,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,0.9999296875,0.99759375,0.0023359375000000515,0.007169949799280317
AdvBench_BB_Mixed,3,720,bge-base-en-v1.5,B1b_vs_A1b,B1b_discriminant_mean_whitened,A1b_cosine_whitened,0.9999296875,0.99984375,8.593749999996625e-05,0.1397214583695967
AdvBench_BB_Mixed,3,720,bge-base-en-v1.5,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,0.9999609375,0.9999296875,3.125000000003819e-05,0.4927325703078993
AdvBench_BB_Mixed,3,720,bge-base-en-v1.5,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,0.9999296875,0.99759375,0.0023359375000000515,0.007169949799280317
AdvBench_BB_Mixed,3,720,bge-base-en-v1.5,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,0.9999609375,0.99759375,0.0023671875000000897,0.00627228862398832
AdvBench_BB_Mixed,4,720,bge-base-en-v1.5,B1b_vs_C1b,B1b_discriminant_mean_whitened,C1b_logreg_whitened,0.999859375,0.9998359375,2.3437500000000888e-05,0.2880119291308445
AdvBench_BB_Mixed,4,720,bge-base-en-v1.5,B1_vs_A1,B1_discriminant_mean_raw,A1_naive_cosine_raw,0.997296875,0.9977109375,-0.0004140624999999787,0.5583245277521787
AdvBench_BB_Mixed,4,720,bge-base-en-v1.5,B1_vs_C1,B1_discriminant_mean_raw,C1_logreg_raw,0.997296875,0.999671875,-0.002375000000000016,0.010171956025220474
AdvBench_BB_Mixed,4,720,bge-base-en-v1.5,A3_vs_A1,A3_rsfi_svd_whitened_k20,A1_naive_cosine_raw,0.9741875,0.9977109375,-0.023523437499999966,6.559460330457512e-08
AdvBench_BB_Mixed,4,720,bge-base-en-v1.5,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,0.999859375,0.997296875,0.002562500000000023,0.016876257705350506
AdvBench_BB_Mixed,4,720,bge-base-en-v1.5,B1b_vs_A1b,B1b_discriminant_mean_whitened,A1b_cosine_whitened,0.999859375,0.9998750000000001,-1.5625000000074607e-05,0.5272187192283935
AdvBench_BB_Mixed,4,720,bge-base-en-v1.5,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,0.999890625,0.999859375,3.125000000003819e-05,0.4326233397638979
AdvBench_BB_Mixed,4,720,bge-base-en-v1.5,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,0.999859375,0.997296875,0.002562500000000023,0.016876257705350506
AdvBench_BB_Mixed,4,720,bge-base-en-v1.5,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,0.999890625,0.997296875,0.0025937500000000613,0.015454568434539295
AdvBench_BB_Mixed,0,720,bge-large-en-v1.5,B1b_vs_C1b,B1b_discriminant_mean_whitened,C1b_logreg_whitened,0.9998984375000001,0.999859375,3.9062500000075495e-05,0.30672577529084766
AdvBench_BB_Mixed,0,720,bge-large-en-v1.5,B1_vs_A1,B1_discriminant_mean_raw,A1_naive_cosine_raw,0.9980703125,0.998140625,-7.031250000000266e-05,0.9136009860844316
AdvBench_BB_Mixed,0,720,bge-large-en-v1.5,B1_vs_C1,B1_discriminant_mean_raw,C1_logreg_raw,0.9980703125,0.99965625,-0.001585937500000023,0.02405468702741831
AdvBench_BB_Mixed,0,720,bge-large-en-v1.5,A3_vs_A1,A3_rsfi_svd_whitened_k20,A1_naive_cosine_raw,0.965859375,0.998140625,-0.03228125000000004,7.501563814571455e-10
AdvBench_BB_Mixed,0,720,bge-large-en-v1.5,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,0.9998984375000001,0.9980703125,0.0018281250000000693,0.04611552863470392
AdvBench_BB_Mixed,0,720,bge-large-en-v1.5,B1b_vs_A1b,B1b_discriminant_mean_whitened,A1b_cosine_whitened,0.9998984375000001,0.999953125,-5.468749999992806e-05,0.3736401246348229
AdvBench_BB_Mixed,0,720,bge-large-en-v1.5,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,0.9999609375,0.9998984375000001,6.249999999996536e-05,0.25687088983545037
AdvBench_BB_Mixed,0,720,bge-large-en-v1.5,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,0.9998984375000001,0.9980703125,0.0018281250000000693,0.04611552863470392
AdvBench_BB_Mixed,0,720,bge-large-en-v1.5,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,0.9999609375,0.9980703125,0.0018906250000000346,0.04129300405670033
AdvBench_BB_Mixed,1,720,bge-large-en-v1.5,B1b_vs_C1b,B1b_discriminant_mean_whitened,C1b_logreg_whitened,0.999796875,0.999765625,3.125000000003819e-05,0.28420708040759357
AdvBench_BB_Mixed,1,720,bge-large-en-v1.5,B1_vs_A1,B1_discriminant_mean_raw,A1_naive_cosine_raw,0.99903125,0.9986796875,0.0003515625000000133,0.45479549693884547
AdvBench_BB_Mixed,1,720,bge-large-en-v1.5,B1_vs_C1,B1_discriminant_mean_raw,C1_logreg_raw,0.99903125,0.9999296875,-0.00089843749999996,0.018765781111240498
AdvBench_BB_Mixed,1,720,bge-large-en-v1.5,A3_vs_A1,A3_rsfi_svd_whitened_k20,A1_naive_cosine_raw,0.9493359375,0.9986796875,-0.04934375000000002,1.7534862450929722e-12
AdvBench_BB_Mixed,1,720,bge-large-en-v1.5,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,0.999796875,0.99903125,0.000765624999999992,0.059750459731401806
AdvBench_BB_Mixed,1,720,bge-large-en-v1.5,B1b_vs_A1b,B1b_discriminant_mean_whitened,A1b_cosine_whitened,0.999796875,0.9997265625,7.031250000000266e-05,0.41501148342013794
AdvBench_BB_Mixed,1,720,bge-large-en-v1.5,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,0.9999296875,0.999796875,0.00013281249999996803,0.16908222567537257
AdvBench_BB_Mixed,1,720,bge-large-en-v1.5,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,0.999796875,0.99903125,0.000765624999999992,0.059750459731401806
AdvBench_BB_Mixed,1,720,bge-large-en-v1.5,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,0.9999296875,0.99903125,0.00089843749999996,0.03086577746128416
AdvBench_BB_Mixed,2,720,bge-large-en-v1.5,B1b_vs_C1b,B1b_discriminant_mean_whitened,C1b_logreg_whitened,0.9997265625,0.9997578125,-3.124999999992717e-05,0.3707333923389249
AdvBench_BB_Mixed,2,720,bge-large-en-v1.5,B1_vs_A1,B1_discriminant_mean_raw,A1_naive_cosine_raw,0.99746875,0.9982578125,-0.0007890624999999929,0.2022888732109389
AdvBench_BB_Mixed,2,720,bge-large-en-v1.5,B1_vs_C1,B1_discriminant_mean_raw,C1_logreg_raw,0.99746875,0.999484375,-0.0020156249999999654,0.006063633266497392
AdvBench_BB_Mixed,2,720,bge-large-en-v1.5,A3_vs_A1,A3_rsfi_svd_whitened_k20,A1_naive_cosine_raw,0.9666953125,0.9982578125,-0.03156250000000005,2.429255685498788e-09
AdvBench_BB_Mixed,2,720,bge-large-en-v1.5,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,0.9997265625,0.99746875,0.0022578125000000115,0.014848944501847816
AdvBench_BB_Mixed,2,720,bge-large-en-v1.5,B1b_vs_A1b,B1b_discriminant_mean_whitened,A1b_cosine_whitened,0.9997265625,0.999625,0.00010156250000004086,0.33471472334420715
AdvBench_BB_Mixed,2,720,bge-large-en-v1.5,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,0.9998515625,0.9997265625,0.00012499999999993072,0.33144024283370843
AdvBench_BB_Mixed,2,720,bge-large-en-v1.5,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,0.9997265625,0.99746875,0.0022578125000000115,0.014848944501847816
AdvBench_BB_Mixed,2,720,bge-large-en-v1.5,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,0.9998515625,0.99746875,0.0023828124999999423,0.012583285595426874
AdvBench_BB_Mixed,3,720,bge-large-en-v1.5,B1b_vs_C1b,B1b_discriminant_mean_whitened,C1b_logreg_whitened,0.99990625,0.9998984375000001,7.812499999926281e-06,0.6172954798998074
AdvBench_BB_Mixed,3,720,bge-large-en-v1.5,B1_vs_A1,B1_discriminant_mean_raw,A1_naive_cosine_raw,0.9987109375,0.9988828125,-0.00017187500000004352,0.7190446973591722
AdvBench_BB_Mixed,3,720,bge-large-en-v1.5,B1_vs_C1,B1_discriminant_mean_raw,C1_logreg_raw,0.9987109375,0.9999218750000001,-0.00121093750000012,0.015351174884032925
AdvBench_BB_Mixed,3,720,bge-large-en-v1.5,A3_vs_A1,A3_rsfi_svd_whitened_k20,A1_naive_cosine_raw,0.9734687500000001,0.9988828125,-0.02541406249999989,1.4155531857795722e-08
AdvBench_BB_Mixed,3,720,bge-large-en-v1.5,B1b_vs_B1,B1b_discriminant_mean_whitened,B1_discriminant_mean_raw,0.99990625,0.9987109375,0.0011953125000000453,0.026681118524068737
AdvBench_BB_Mixed,3,720,bge-large-en-v1.5,B1b_vs_A1b,B1b_discriminant_mean_whitened,A1b_cosine_whitened,0.99990625,0.9998281250000001,7.812499999992895e-05,0.20270942141870085
AdvBench_BB_Mixed,3,720,bge-large-en-v1.5,B1w_vs_B1b,B1w_SigmaW_wh,B1b_SigmaT_wh,0.9999765625,0.99990625,7.031250000000266e-05,0.30749455474925513
AdvBench_BB_Mixed,3,720,bge-large-en-v1.5,B1b_vs_B1,B1b_SigmaT_wh,B1_raw,0.99990625,0.9987109375,0.0011953125000000453,0.026681118524068737
AdvBench_BB_Mixed,3,720,bge-large-en-v1.5,B1w_vs_B1,B1w_SigmaW_wh,B1_raw,0.9999765625,0.9987109375,0.001265625000000048,0.02136819186526373
AdvBench_BB_Mixed,4,720,bge-large-en-v1.5,B1b_vs_C1b,B1b_discriminant_mean_whitened,C1b_logreg_whitened,0.9999765625,0.999984375,-7.812500000037303e-06,0.6172954798948027
