dataset,seed,n_test,model,method,roc_auc,pr_auc
AdvBench_BB_Mixed,2,720,Qwen3-Embedding-8B,A2_rsfi_svd_raw_k20,0.9996171875,0.9995299276182371
AdvBench_BB_Mixed,2,720,Qwen3-Embedding-8B,A3_rsfi_svd_whitened_k20,0.987609375,0.9851375942640308
AdvBench_BB_Mixed,2,720,Qwen3-Embedding-8B,B1_discriminant_mean_raw,0.999953125,0.999941949348102
AdvBench_BB_Mixed,2,720,Qwen3-Embedding-8B,B1b_discriminant_mean_whitened,1.0,1.0
AdvBench_BB_Mixed,2,720,Qwen3-Embedding-8B,B2_contrastive_svd_raw_k20,1.0,1.0
AdvBench_BB_Mixed,2,720,Qwen3-Embedding-8B,B2b_contrastive_svd_whitened_k20,0.999375,0.9992108714063772
AdvBench_BB_Mixed,2,720,Qwen3-Embedding-8B,C1_logreg_raw,1.0,1.0
AdvBench_BB_Mixed,2,720,Qwen3-Embedding-8B,C1b_logreg_whitened,1.0,1.0
AdvBench_BB_Mixed,2,720,Qwen3-Embedding-8B,B1_raw,0.999953125,0.999941949348102
AdvBench_BB_Mixed,2,720,Qwen3-Embedding-8B,B1b_SigmaT_wh,1.0,1.0
AdvBench_BB_Mixed,2,720,Qwen3-Embedding-8B,B1w_SigmaW_wh,1.0,1.0
AdvBench_BB_Mixed,3,720,Qwen3-Embedding-8B,A1_naive_cosine_raw,0.9970078124999999,0.9977428547334657
AdvBench_BB_Mixed,3,720,Qwen3-Embedding-8B,A1b_cosine_whitened,1.0,1.0
AdvBench_BB_Mixed,3,720,Qwen3-Embedding-8B,A2_rsfi_svd_raw_k20,0.9996171875,0.9995397890465605
AdvBench_BB_Mixed,3,720,Qwen3-Embedding-8B,A3_rsfi_svd_whitened_k20,0.9903046875,0.9873689677881388
AdvBench_BB_Mixed,3,720,Qwen3-Embedding-8B,B1_discriminant_mean_raw,0.9998359375,0.999807551319648
AdvBench_BB_Mixed,3,720,Qwen3-Embedding-8B,B1b_discriminant_mean_whitened,1.0,1.0
AdvBench_BB_Mixed,3,720,Qwen3-Embedding-8B,B2_contrastive_svd_raw_k20,0.9999687500000001,0.9999612096071981
AdvBench_BB_Mixed,3,720,Qwen3-Embedding-8B,B2b_contrastive_svd_whitened_k20,0.9988515625,0.9984561708027611
AdvBench_BB_Mixed,3,720,Qwen3-Embedding-8B,C1_logreg_raw,1.0,1.0
AdvBench_BB_Mixed,3,720,Qwen3-Embedding-8B,C1b_logreg_whitened,1.0,1.0
AdvBench_BB_Mixed,3,720,Qwen3-Embedding-8B,B1_raw,0.9998359375,0.999807551319648
AdvBench_BB_Mixed,3,720,Qwen3-Embedding-8B,B1b_SigmaT_wh,1.0,1.0
AdvBench_BB_Mixed,3,720,Qwen3-Embedding-8B,B1w_SigmaW_wh,1.0,1.0
AdvBench_BB_Mixed,4,720,Qwen3-Embedding-8B,A1_naive_cosine_raw,0.9974999999999999,0.9979248217481621
AdvBench_BB_Mixed,4,720,Qwen3-Embedding-8B,A1b_cosine_whitened,1.0,1.0
AdvBench_BB_Mixed,4,720,Qwen3-Embedding-8B,A2_rsfi_svd_raw_k20,0.9996171875000001,0.9995341831074251
AdvBench_BB_Mixed,4,720,Qwen3-Embedding-8B,A3_rsfi_svd_whitened_k20,0.99125,0.9879309756929904
AdvBench_BB_Mixed,4,720,Qwen3-Embedding-8B,B1_discriminant_mean_raw,0.9999687500000001,0.9999612096071981
AdvBench_BB_Mixed,4,720,Qwen3-Embedding-8B,B1b_discriminant_mean_whitened,1.0,1.0
AdvBench_BB_Mixed,4,720,Qwen3-Embedding-8B,B2_contrastive_svd_raw_k20,0.999953125,0.9999418603253658
AdvBench_BB_Mixed,4,720,Qwen3-Embedding-8B,B2b_contrastive_svd_whitened_k20,0.998703125,0.9979582297064964
AdvBench_BB_Mixed,4,720,Qwen3-Embedding-8B,C1_logreg_raw,1.0,1.0
AdvBench_BB_Mixed,4,720,Qwen3-Embedding-8B,C1b_logreg_whitened,1.0,1.0
AdvBench_BB_Mixed,4,720,Qwen3-Embedding-8B,B1_raw,0.9999687500000001,0.9999612096071981
AdvBench_BB_Mixed,4,720,Qwen3-Embedding-8B,B1b_SigmaT_wh,1.0,1.0
AdvBench_BB_Mixed,4,720,Qwen3-Embedding-8B,B1w_SigmaW_wh,1.0,0.9999999999999999
HarmBench_BB_Safe,0,1200,all-mpnet-base-v2,A1_naive_cosine_raw,0.992915,0.9782737661394304
HarmBench_BB_Safe,0,1200,all-mpnet-base-v2,A1b_cosine_whitened,1.0,1.0
HarmBench_BB_Safe,0,1200,all-mpnet-base-v2,A2_rsfi_svd_raw_k20,0.9945299999999999,0.9847390982194345
HarmBench_BB_Safe,0,1200,all-mpnet-base-v2,A3_rsfi_svd_whitened_k20,0.9546699999999999,0.8707182690879711
HarmBench_BB_Safe,0,1200,all-mpnet-base-v2,B1_discriminant_mean_raw,1.0,1.0
HarmBench_BB_Safe,0,1200,all-mpnet-base-v2,B1b_discriminant_mean_whitened,1.0,1.0
HarmBench_BB_Safe,0,1200,all-mpnet-base-v2,B2_contrastive_svd_raw_k20,1.0,1.0
HarmBench_BB_Safe,0,1200,all-mpnet-base-v2,B2b_contrastive_svd_whitened_k20,0.983075,0.898477495807355
HarmBench_BB_Safe,0,1200,all-mpnet-base-v2,C1_logreg_raw,1.0,1.0
HarmBench_BB_Safe,0,1200,all-mpnet-base-v2,C1b_logreg_whitened,1.0,1.0
HarmBench_BB_Safe,0,1200,all-mpnet-base-v2,B1_raw,1.0,1.0
HarmBench_BB_Safe,0,1200,all-mpnet-base-v2,B1b_SigmaT_wh,1.0,1.0
HarmBench_BB_Safe,0,1200,all-mpnet-base-v2,B1w_SigmaW_wh,1.0,1.0
HarmBench_BB_Safe,1,1200,all-mpnet-base-v2,A1_naive_cosine_raw,0.994435,0.9818419936766739
HarmBench_BB_Safe,1,1200,all-mpnet-base-v2,A1b_cosine_whitened,1.0,1.0
HarmBench_BB_Safe,1,1200,all-mpnet-base-v2,A2_rsfi_svd_raw_k20,0.99424,0.9833853354725395
HarmBench_BB_Safe,1,1200,all-mpnet-base-v2,A3_rsfi_svd_whitened_k20,0.9366650000000001,0.8212412676463442
HarmBench_BB_Safe,1,1200,all-mpnet-base-v2,B1_discriminant_mean_raw,1.0,1.0
HarmBench_BB_Safe,1,1200,all-mpnet-base-v2,B1b_discriminant_mean_whitened,1.0,1.0
HarmBench_BB_Safe,1,1200,all-mpnet-base-v2,B2_contrastive_svd_raw_k20,1.0,1.0
HarmBench_BB_Safe,1,1200,all-mpnet-base-v2,B2b_contrastive_svd_whitened_k20,0.963775,0.7627140794442373
HarmBench_BB_Safe,1,1200,all-mpnet-base-v2,C1_logreg_raw,1.0,1.0
HarmBench_BB_Safe,1,1200,all-mpnet-base-v2,C1b_logreg_whitened,1.0,1.0
HarmBench_BB_Safe,1,1200,all-mpnet-base-v2,B1_raw,1.0,1.0
HarmBench_BB_Safe,1,1200,all-mpnet-base-v2,B1b_SigmaT_wh,1.0,1.0
HarmBench_BB_Safe,1,1200,all-mpnet-base-v2,B1w_SigmaW_wh,1.0,1.0
HarmBench_BB_Safe,2,1200,all-mpnet-base-v2,A1_naive_cosine_raw,0.9902850000000001,0.972926129069142
HarmBench_BB_Safe,2,1200,all-mpnet-base-v2,A1b_cosine_whitened,1.0,1.0
HarmBench_BB_Safe,2,1200,all-mpnet-base-v2,A2_rsfi_svd_raw_k20,0.996375,0.9890626011925067
HarmBench_BB_Safe,2,1200,all-mpnet-base-v2,A3_rsfi_svd_whitened_k20,0.94825,0.8364612946624201
HarmBench_BB_Safe,2,1200,all-mpnet-base-v2,B1_discriminant_mean_raw,1.0,1.0
HarmBench_BB_Safe,2,1200,all-mpnet-base-v2,B1b_discriminant_mean_whitened,1.0,1.0
HarmBench_BB_Safe,2,1200,all-mpnet-base-v2,B2_contrastive_svd_raw_k20,1.0,1.0
HarmBench_BB_Safe,2,1200,all-mpnet-base-v2,B2b_contrastive_svd_whitened_k20,0.97633,0.8630412787158883
HarmBench_BB_Safe,2,1200,all-mpnet-base-v2,C1_logreg_raw,1.0,1.0
HarmBench_BB_Safe,2,1200,all-mpnet-base-v2,C1b_logreg_whitened,1.0,1.0
HarmBench_BB_Safe,2,1200,all-mpnet-base-v2,B1_raw,1.0,1.0
HarmBench_BB_Safe,2,1200,all-mpnet-base-v2,B1b_SigmaT_wh,1.0,1.0
HarmBench_BB_Safe,2,1200,all-mpnet-base-v2,B1w_SigmaW_wh,1.0,1.0
HarmBench_BB_Safe,3,1200,all-mpnet-base-v2,A1_naive_cosine_raw,0.9924099999999999,0.9764150697003486
HarmBench_BB_Safe,3,1200,all-mpnet-base-v2,A1b_cosine_whitened,1.0,1.0
HarmBench_BB_Safe,3,1200,all-mpnet-base-v2,A2_rsfi_svd_raw_k20,0.998005,0.9942222303414379
HarmBench_BB_Safe,3,1200,all-mpnet-base-v2,A3_rsfi_svd_whitened_k20,0.963205,0.8942289093796746
HarmBench_BB_Safe,3,1200,all-mpnet-base-v2,B1_discriminant_mean_raw,1.0,1.0
HarmBench_BB_Safe,3,1200,all-mpnet-base-v2,B1b_discriminant_mean_whitened,1.0,1.0
HarmBench_BB_Safe,3,1200,all-mpnet-base-v2,B2_contrastive_svd_raw_k20,1.0,1.0
HarmBench_BB_Safe,3,1200,all-mpnet-base-v2,B2b_contrastive_svd_whitened_k20,0.98472,0.8931250070343137
HarmBench_BB_Safe,3,1200,all-mpnet-base-v2,C1_logreg_raw,1.0,1.0
HarmBench_BB_Safe,3,1200,all-mpnet-base-v2,C1b_logreg_whitened,1.0,1.0
HarmBench_BB_Safe,3,1200,all-mpnet-base-v2,B1_raw,1.0,1.0
HarmBench_BB_Safe,3,1200,all-mpnet-base-v2,B1b_SigmaT_wh,1.0,1.0
HarmBench_BB_Safe,3,1200,all-mpnet-base-v2,B1w_SigmaW_wh,1.0,1.0
HarmBench_BB_Safe,4,1200,all-mpnet-base-v2,A1_naive_cosine_raw,0.9962650000000001,0.9872511871530292
HarmBench_BB_Safe,4,1200,all-mpnet-base-v2,A1b_cosine_whitened,1.0,1.0
HarmBench_BB_Safe,4,1200,all-mpnet-base-v2,A2_rsfi_svd_raw_k20,0.99947,0.9981213412682461
HarmBench_BB_Safe,4,1200,all-mpnet-base-v2,A3_rsfi_svd_whitened_k20,0.9611799999999999,0.8765249373301902
HarmBench_BB_Safe,4,1200,all-mpnet-base-v2,B1_discriminant_mean_raw,1.0,1.0
HarmBench_BB_Safe,4,1200,all-mpnet-base-v2,B1b_discriminant_mean_whitened,1.0,1.0
HarmBench_BB_Safe,4,1200,all-mpnet-base-v2,B2_contrastive_svd_raw_k20,1.0,1.0
HarmBench_BB_Safe,4,1200,all-mpnet-base-v2,B2b_contrastive_svd_whitened_k20,0.9682700000000001,0.7934734832942609
HarmBench_BB_Safe,4,1200,all-mpnet-base-v2,C1_logreg_raw,1.0,1.0
HarmBench_BB_Safe,4,1200,all-mpnet-base-v2,C1b_logreg_whitened,1.0,1.0
HarmBench_BB_Safe,4,1200,all-mpnet-base-v2,B1_raw,1.0,1.0
HarmBench_BB_Safe,4,1200,all-mpnet-base-v2,B1b_SigmaT_wh,1.0,1.0
HarmBench_BB_Safe,4,1200,all-mpnet-base-v2,B1w_SigmaW_wh,1.0,1.0
HarmBench_BB_Safe,0,1200,bge-base-en-v1.5,A1_naive_cosine_raw,0.975045,0.9593049925642195
HarmBench_BB_Safe,0,1200,bge-base-en-v1.5,A1b_cosine_whitened,1.0,1.0
HarmBench_BB_Safe,0,1200,bge-base-en-v1.5,A2_rsfi_svd_raw_k20,0.9900699999999999,0.9887908878448355
HarmBench_BB_Safe,0,1200,bge-base-en-v1.5,A3_rsfi_svd_whitened_k20,0.9632350000000001,0.8855893021477593
HarmBench_BB_Safe,0,1200,bge-base-en-v1.5,B1_discriminant_mean_raw,1.0,1.0
HarmBench_BB_Safe,0,1200,bge-base-en-v1.5,B1b_discriminant_mean_whitened,1.0,1.0
HarmBench_BB_Safe,0,1200,bge-base-en-v1.5,B2_contrastive_svd_raw_k20,1.0,1.0
HarmBench_BB_Safe,0,1200,bge-base-en-v1.5,B2b_contrastive_svd_whitened_k20,0.99954,0.9976020440793978
HarmBench_BB_Safe,0,1200,bge-base-en-v1.5,C1_logreg_raw,1.0,1.0
HarmBench_BB_Safe,0,1200,bge-base-en-v1.5,C1b_logreg_whitened,1.0,1.0
HarmBench_BB_Safe,0,1200,bge-base-en-v1.5,B1_raw,1.0,1.0
HarmBench_BB_Safe,0,1200,bge-base-en-v1.5,B1b_SigmaT_wh,1.0,1.0
HarmBench_BB_Safe,0,1200,bge-base-en-v1.5,B1w_SigmaW_wh,1.0,1.0
HarmBench_BB_Safe,1,1200,bge-base-en-v1.5,A1_naive_cosine_raw,0.9797049999999999,0.961827554499528
HarmBench_BB_Safe,1,1200,bge-base-en-v1.5,A1b_cosine_whitened,1.0,1.0
HarmBench_BB_Safe,1,1200,bge-base-en-v1.5,A2_rsfi_svd_raw_k20,0.99516,0.9926871989314096
HarmBench_BB_Safe,1,1200,bge-base-en-v1.5,A3_rsfi_svd_whitened_k20,0.9432199999999998,0.8318300194588987
HarmBench_BB_Safe,1,1200,bge-base-en-v1.5,B1_discriminant_mean_raw,1.0,1.0
HarmBench_BB_Safe,1,1200,bge-base-en-v1.5,B1b_discriminant_mean_whitened,1.0,1.0
HarmBench_BB_Safe,1,1200,bge-base-en-v1.5,B2_contrastive_svd_raw_k20,1.0,1.0
HarmBench_BB_Safe,1,1200,bge-base-en-v1.5,B2b_contrastive_svd_whitened_k20,0.99836,0.9910391304547437
HarmBench_BB_Safe,1,1200,bge-base-en-v1.5,C1_logreg_raw,1.0,1.0
HarmBench_BB_Safe,1,1200,bge-base-en-v1.5,C1b_logreg_whitened,1.0,1.0
HarmBench_BB_Safe,1,1200,bge-base-en-v1.5,B1_raw,1.0,1.0
HarmBench_BB_Safe,1,1200,bge-base-en-v1.5,B1b_SigmaT_wh,1.0,1.0
HarmBench_BB_Safe,1,1200,bge-base-en-v1.5,B1w_SigmaW_wh,1.0,1.0
HarmBench_BB_Safe,2,1200,bge-base-en-v1.5,A1_naive_cosine_raw,0.974395,0.9488439526071982
HarmBench_BB_Safe,2,1200,bge-base-en-v1.5,A1b_cosine_whitened,1.0,1.0
HarmBench_BB_Safe,2,1200,bge-base-en-v1.5,A2_rsfi_svd_raw_k20,0.99562,0.9884072590367755
HarmBench_BB_Safe,2,1200,bge-base-en-v1.5,A3_rsfi_svd_whitened_k20,0.936755,0.8119554362061737
HarmBench_BB_Safe,2,1200,bge-base-en-v1.5,B1_discriminant_mean_raw,1.0,1.0
HarmBench_BB_Safe,2,1200,bge-base-en-v1.5,B1b_discriminant_mean_whitened,1.0,1.0
HarmBench_BB_Safe,2,1200,bge-base-en-v1.5,B2_contrastive_svd_raw_k20,1.0,1.0
HarmBench_BB_Safe,2,1200,bge-base-en-v1.5,B2b_contrastive_svd_whitened_k20,0.9981949999999999,0.991315249432922
HarmBench_BB_Safe,2,1200,bge-base-en-v1.5,C1_logreg_raw,1.0,1.0
HarmBench_BB_Safe,2,1200,bge-base-en-v1.5,C1b_logreg_whitened,1.0,1.0
HarmBench_BB_Safe,2,1200,bge-base-en-v1.5,B1_raw,1.0,1.0
HarmBench_BB_Safe,2,1200,bge-base-en-v1.5,B1b_SigmaT_wh,1.0,1.0
HarmBench_BB_Safe,2,1200,bge-base-en-v1.5,B1w_SigmaW_wh,1.0,1.0
HarmBench_BB_Safe,3,1200,bge-base-en-v1.5,A1_naive_cosine_raw,0.98185,0.9657189483197239
HarmBench_BB_Safe,3,1200,bge-base-en-v1.5,A1b_cosine_whitened,1.0,1.0
HarmBench_BB_Safe,3,1200,bge-base-en-v1.5,A2_rsfi_svd_raw_k20,0.99359,0.9885096893487046
HarmBench_BB_Safe,3,1200,bge-base-en-v1.5,A3_rsfi_svd_whitened_k20,0.926675,0.7629868892955202
HarmBench_BB_Safe,3,1200,bge-base-en-v1.5,B1_discriminant_mean_raw,1.0,1.0
HarmBench_BB_Safe,3,1200,bge-base-en-v1.5,B1b_discriminant_mean_whitened,1.0,1.0
HarmBench_BB_Safe,3,1200,bge-base-en-v1.5,B2_contrastive_svd_raw_k20,1.0,1.0
HarmBench_BB_Safe,3,1200,bge-base-en-v1.5,B2b_contrastive_svd_whitened_k20,0.99479,0.9676838827733765
HarmBench_BB_Safe,3,1200,bge-base-en-v1.5,C1_logreg_raw,1.0,1.0
HarmBench_BB_Safe,3,1200,bge-base-en-v1.5,C1b_logreg_whitened,1.0,1.0
HarmBench_BB_Safe,3,1200,bge-base-en-v1.5,B1_raw,1.0,1.0
HarmBench_BB_Safe,3,1200,bge-base-en-v1.5,B1b_SigmaT_wh,1.0,1.0
HarmBench_BB_Safe,3,1200,bge-base-en-v1.5,B1w_SigmaW_wh,1.0,1.0
HarmBench_BB_Safe,4,1200,bge-base-en-v1.5,A1_naive_cosine_raw,0.9876800000000001,0.9745666384097984
HarmBench_BB_Safe,4,1200,bge-base-en-v1.5,A1b_cosine_whitened,1.0,1.0
HarmBench_BB_Safe,4,1200,bge-base-en-v1.5,A2_rsfi_svd_raw_k20,0.9964099999999999,0.9933871500635477
HarmBench_BB_Safe,4,1200,bge-base-en-v1.5,A3_rsfi_svd_whitened_k20,0.94158,0.8245367279647207
HarmBench_BB_Safe,4,1200,bge-base-en-v1.5,B1_discriminant_mean_raw,1.0,1.0
HarmBench_BB_Safe,4,1200,bge-base-en-v1.5,B1b_discriminant_mean_whitened,1.0,1.0
HarmBench_BB_Safe,4,1200,bge-base-en-v1.5,B2_contrastive_svd_raw_k20,1.0,1.0
HarmBench_BB_Safe,4,1200,bge-base-en-v1.5,B2b_contrastive_svd_whitened_k20,0.999205,0.9961688150424985
HarmBench_BB_Safe,4,1200,bge-base-en-v1.5,C1_logreg_raw,1.0,1.0
HarmBench_BB_Safe,4,1200,bge-base-en-v1.5,C1b_logreg_whitened,1.0,1.0
HarmBench_BB_Safe,4,1200,bge-base-en-v1.5,B1_raw,1.0,1.0
HarmBench_BB_Safe,4,1200,bge-base-en-v1.5,B1b_SigmaT_wh,1.0,1.0
HarmBench_BB_Safe,4,1200,bge-base-en-v1.5,B1w_SigmaW_wh,1.0,1.0
HarmBench_BB_Safe,0,1200,bge-large-en-v1.5,A1_naive_cosine_raw,0.98317,0.956484028721716
HarmBench_BB_Safe,0,1200,bge-large-en-v1.5,A1b_cosine_whitened,1.0,1.0
HarmBench_BB_Safe,0,1200,bge-large-en-v1.5,A2_rsfi_svd_raw_k20,0.9957750000000001,0.9901983835872722
HarmBench_BB_Safe,0,1200,bge-large-en-v1.5,A3_rsfi_svd_whitened_k20,0.98369,0.9461933688755426
HarmBench_BB_Safe,0,1200,bge-large-en-v1.5,B1_discriminant_mean_raw,1.0,1.0
HarmBench_BB_Safe,0,1200,bge-large-en-v1.5,B1b_discriminant_mean_whitened,1.0,1.0
HarmBench_BB_Safe,0,1200,bge-large-en-v1.5,B2_contrastive_svd_raw_k20,1.0,1.0
HarmBench_BB_Safe,0,1200,bge-large-en-v1.5,B2b_contrastive_svd_whitened_k20,0.999945,0.999739336492891
HarmBench_BB_Safe,0,1200,bge-large-en-v1.5,C1_logreg_raw,1.0,1.0
HarmBench_BB_Safe,0,1200,bge-large-en-v1.5,C1b_logreg_whitened,1.0,1.0
HarmBench_BB_Safe,0,1200,bge-large-en-v1.5,B1_raw,1.0,1.0
HarmBench_BB_Safe,0,1200,bge-large-en-v1.5,B1b_SigmaT_wh,1.0,1.0
HarmBench_BB_Safe,0,1200,bge-large-en-v1.5,B1w_SigmaW_wh,1.0,1.0
HarmBench_BB_Safe,1,1200,bge-large-en-v1.5,A1_naive_cosine_raw,0.983925,0.9588562980727663
HarmBench_BB_Safe,1,1200,bge-large-en-v1.5,A1b_cosine_whitened,1.0,1.0
HarmBench_BB_Safe,1,1200,bge-large-en-v1.5,A2_rsfi_svd_raw_k20,0.9997499999999999,0.9989910642570281
HarmBench_BB_Safe,1,1200,bge-large-en-v1.5,A3_rsfi_svd_whitened_k20,0.9684599999999999,0.9024352958434045
HarmBench_BB_Safe,1,1200,bge-large-en-v1.5,B1_discriminant_mean_raw,1.0,1.0
HarmBench_BB_Safe,1,1200,bge-large-en-v1.5,B1b_discriminant_mean_whitened,1.0,1.0
HarmBench_BB_Safe,1,1200,bge-large-en-v1.5,B2_contrastive_svd_raw_k20,1.0,1.0
HarmBench_BB_Safe,1,1200,bge-large-en-v1.5,B2b_contrastive_svd_whitened_k20,0.99948,0.9973810692646973
HarmBench_BB_Safe,1,1200,bge-large-en-v1.5,C1_logreg_raw,1.0,1.0
HarmBench_BB_Safe,1,1200,bge-large-en-v1.5,C1b_logreg_whitened,1.0,1.0
HarmBench_BB_Safe,1,1200,bge-large-en-v1.5,B1_raw,1.0,1.0
HarmBench_BB_Safe,1,1200,bge-large-en-v1.5,B1b_SigmaT_wh,1.0,1.0
HarmBench_BB_Safe,1,1200,bge-large-en-v1.5,B1w_SigmaW_wh,1.0,1.0
HarmBench_BB_Safe,2,1200,bge-large-en-v1.5,A1_naive_cosine_raw,0.97932,0.9475183772001163
HarmBench_BB_Safe,2,1200,bge-large-en-v1.5,A1b_cosine_whitened,1.0,1.0
HarmBench_BB_Safe,2,1200,bge-large-en-v1.5,A2_rsfi_svd_raw_k20,0.998855,0.9973114485981308
HarmBench_BB_Safe,2,1200,bge-large-en-v1.5,A3_rsfi_svd_whitened_k20,0.9526399999999999,0.85112426175308
HarmBench_BB_Safe,2,1200,bge-large-en-v1.5,B1_discriminant_mean_raw,1.0,1.0
HarmBench_BB_Safe,2,1200,bge-large-en-v1.5,B1b_discriminant_mean_whitened,1.0,1.0
HarmBench_BB_Safe,2,1200,bge-large-en-v1.5,B2_contrastive_svd_raw_k20,1.0,1.0
HarmBench_BB_Safe,2,1200,bge-large-en-v1.5,B2b_contrastive_svd_whitened_k20,0.99891,0.9943171259259714
HarmBench_BB_Safe,2,1200,bge-large-en-v1.5,C1_logreg_raw,1.0,1.0
HarmBench_BB_Safe,2,1200,bge-large-en-v1.5,C1b_logreg_whitened,1.0,1.0
HarmBench_BB_Safe,2,1200,bge-large-en-v1.5,B1_raw,1.0,1.0
HarmBench_BB_Safe,2,1200,bge-large-en-v1.5,B1b_SigmaT_wh,1.0,1.0
HarmBench_BB_Safe,2,1200,bge-large-en-v1.5,B1w_SigmaW_wh,1.0,1.0
HarmBench_BB_Safe,3,1200,bge-large-en-v1.5,A1_naive_cosine_raw,0.97748,0.9410440227322708
HarmBench_BB_Safe,3,1200,bge-large-en-v1.5,A1b_cosine_whitened,1.0,1.0
HarmBench_BB_Safe,3,1200,bge-large-en-v1.5,A2_rsfi_svd_raw_k20,0.999005,0.9964018063169036
HarmBench_BB_Safe,3,1200,bge-large-en-v1.5,A3_rsfi_svd_whitened_k20,0.966055,0.8987268462963988
HarmBench_BB_Safe,3,1200,bge-large-en-v1.5,B1_discriminant_mean_raw,1.0,1.0
HarmBench_BB_Safe,3,1200,bge-large-en-v1.5,B1b_discriminant_mean_whitened,1.0,1.0
HarmBench_BB_Safe,3,1200,bge-large-en-v1.5,B2_contrastive_svd_raw_k20,1.0,1.0
HarmBench_BB_Safe,3,1200,bge-large-en-v1.5,B2b_contrastive_svd_whitened_k20,0.999085,0.9938801131903248
HarmBench_BB_Safe,3,1200,bge-large-en-v1.5,C1_logreg_raw,1.0,1.0
HarmBench_BB_Safe,3,1200,bge-large-en-v1.5,C1b_logreg_whitened,1.0,1.0
HarmBench_BB_Safe,3,1200,bge-large-en-v1.5,B1_raw,1.0,1.0
HarmBench_BB_Safe,3,1200,bge-large-en-v1.5,B1b_SigmaT_wh,1.0,1.0
HarmBench_BB_Safe,3,1200,bge-large-en-v1.5,B1w_SigmaW_wh,1.0,1.0
HarmBench_BB_Safe,4,1200,bge-large-en-v1.5,A1_naive_cosine_raw,0.985975,0.9614007499313015
HarmBench_BB_Safe,4,1200,bge-large-en-v1.5,A1b_cosine_whitened,1.0,1.0
HarmBench_BB_Safe,4,1200,bge-large-en-v1.5,A2_rsfi_svd_raw_k20,0.9991000000000001,0.9976315789473684
HarmBench_BB_Safe,4,1200,bge-large-en-v1.5,A3_rsfi_svd_whitened_k20,0.96218,0.8783786893188809
HarmBench_BB_Safe,4,1200,bge-large-en-v1.5,B1_discriminant_mean_raw,1.0,1.0
HarmBench_BB_Safe,4,1200,bge-large-en-v1.5,B1b_discriminant_mean_whitened,1.0,1.0
HarmBench_BB_Safe,4,1200,bge-large-en-v1.5,B2_contrastive_svd_raw_k20,1.0,1.0
HarmBench_BB_Safe,4,1200,bge-large-en-v1.5,B2b_contrastive_svd_whitened_k20,0.999285,0.9966821386108364
HarmBench_BB_Safe,4,1200,bge-large-en-v1.5,C1_logreg_raw,1.0,1.0
HarmBench_BB_Safe,4,1200,bge-large-en-v1.5,C1b_logreg_whitened,1.0,1.0
HarmBench_BB_Safe,4,1200,bge-large-en-v1.5,B1_raw,1.0,1.0
HarmBench_BB_Safe,4,1200,bge-large-en-v1.5,B1b_SigmaT_wh,1.0,1.0
HarmBench_BB_Safe,4,1200,bge-large-en-v1.5,B1w_SigmaW_wh,1.0,1.0
HarmBench_BB_Safe,0,1200,Qwen3-Embedding-8B,A1_naive_cosine_raw,0.7502850000000001,0.626437196991053
HarmBench_BB_Safe,0,1200,Qwen3-Embedding-8B,A1b_cosine_whitened,1.0,1.0
HarmBench_BB_Safe,0,1200,Qwen3-Embedding-8B,A2_rsfi_svd_raw_k20,0.9626150000000001,0.9336299820243001
HarmBench_BB_Safe,0,1200,Qwen3-Embedding-8B,A3_rsfi_svd_whitened_k20,0.9453325000000001,0.8682982853110043
HarmBench_BB_Safe,0,1200,Qwen3-Embedding-8B,B1_discriminant_mean_raw,1.0,1.0
HarmBench_BB_Safe,0,1200,Qwen3-Embedding-8B,B1b_discriminant_mean_whitened,1.0,1.0
HarmBench_BB_Safe,0,1200,Qwen3-Embedding-8B,B2_contrastive_svd_raw_k20,1.0,1.0
HarmBench_BB_Safe,0,1200,Qwen3-Embedding-8B,B2b_contrastive_svd_whitened_k20,1.0,1.0
HarmBench_BB_Safe,0,1200,Qwen3-Embedding-8B,C1_logreg_raw,1.0,1.0
HarmBench_BB_Safe,0,1200,Qwen3-Embedding-8B,C1b_logreg_whitened,1.0,1.0
HarmBench_BB_Safe,0,1200,Qwen3-Embedding-8B,B1_raw,1.0,1.0
HarmBench_BB_Safe,0,1200,Qwen3-Embedding-8B,B1b_SigmaT_wh,1.0,1.0
HarmBench_BB_Safe,0,1200,Qwen3-Embedding-8B,B1w_SigmaW_wh,1.0,1.0
HarmBench_BB_Safe,1,1200,Qwen3-Embedding-8B,A1_naive_cosine_raw,0.7530049999999999,0.6140131143622045
HarmBench_BB_Safe,1,1200,Qwen3-Embedding-8B,A1b_cosine_whitened,1.0,1.0
HarmBench_BB_Safe,1,1200,Qwen3-Embedding-8B,A2_rsfi_svd_raw_k20,0.971375,0.9459136150893335
HarmBench_BB_Safe,1,1200,Qwen3-Embedding-8B,A3_rsfi_svd_whitened_k20,0.94549,0.8619767844207141
HarmBench_BB_Safe,1,1200,Qwen3-Embedding-8B,B1_discriminant_mean_raw,1.0,1.0
HarmBench_BB_Safe,1,1200,Qwen3-Embedding-8B,B1b_discriminant_mean_whitened,1.0,1.0
HarmBench_BB_Safe,1,1200,Qwen3-Embedding-8B,B2_contrastive_svd_raw_k20,1.0,1.0
HarmBench_BB_Safe,1,1200,Qwen3-Embedding-8B,B2b_contrastive_svd_whitened_k20,1.0,1.0
HarmBench_BB_Safe,1,1200,Qwen3-Embedding-8B,C1_logreg_raw,1.0,1.0
