dataset,seed,n_test,model,method,roc_auc,pr_auc
AdvBench_BB_Safe,4,1320,Qwen3-Embedding-8B,A1b_cosine_whitened,1.0,1.0
AdvBench_BB_Safe,4,1320,Qwen3-Embedding-8B,A2_rsfi_svd_raw_k20,0.999771875,0.9994129828937888
AdvBench_BB_Safe,4,1320,Qwen3-Embedding-8B,A3_rsfi_svd_whitened_k20,0.9977625,0.9942662028069892
AdvBench_BB_Safe,4,1320,Qwen3-Embedding-8B,B1_discriminant_mean_raw,1.0,1.0
AdvBench_BB_Safe,4,1320,Qwen3-Embedding-8B,B1b_discriminant_mean_whitened,1.0,1.0
AdvBench_BB_Safe,4,1320,Qwen3-Embedding-8B,B2_contrastive_svd_raw_k20,1.0,1.0
AdvBench_BB_Safe,4,1320,Qwen3-Embedding-8B,B2b_contrastive_svd_whitened_k20,1.0,1.0
AdvBench_BB_Safe,4,1320,Qwen3-Embedding-8B,C1_logreg_raw,1.0,1.0
AdvBench_BB_Safe,4,1320,Qwen3-Embedding-8B,C1b_logreg_whitened,1.0,1.0
AdvBench_BB_Safe,4,1320,Qwen3-Embedding-8B,B1_raw,1.0,1.0
AdvBench_BB_Safe,4,1320,Qwen3-Embedding-8B,B1b_SigmaT_wh,1.0,1.0
AdvBench_BB_Safe,4,1320,Qwen3-Embedding-8B,B1w_SigmaW_wh,1.0,1.0
AdvBench_BB_Mixed,0,720,all-mpnet-base-v2,A1_naive_cosine_raw,0.9981328125,0.9977330930228747
AdvBench_BB_Mixed,0,720,all-mpnet-base-v2,A1b_cosine_whitened,0.9992890625,0.9991708888909127
AdvBench_BB_Mixed,0,720,all-mpnet-base-v2,A2_rsfi_svd_raw_k20,0.9995390625,0.9994498088377685
AdvBench_BB_Mixed,0,720,all-mpnet-base-v2,A3_rsfi_svd_whitened_k20,0.9697265625,0.9660044503863766
AdvBench_BB_Mixed,0,720,all-mpnet-base-v2,B1_discriminant_mean_raw,0.9985078125,0.998272441735308
AdvBench_BB_Mixed,0,720,all-mpnet-base-v2,B1b_discriminant_mean_whitened,0.9995078125,0.9994161169610458
AdvBench_BB_Mixed,0,720,all-mpnet-base-v2,B2_contrastive_svd_raw_k20,0.9995,0.9994141088957307
AdvBench_BB_Mixed,0,720,all-mpnet-base-v2,B2b_contrastive_svd_whitened_k20,0.9921093750000001,0.990283013245121
AdvBench_BB_Mixed,0,720,all-mpnet-base-v2,C1_logreg_raw,0.9995390625,0.999453407406792
AdvBench_BB_Mixed,0,720,all-mpnet-base-v2,C1b_logreg_whitened,0.9996328124999999,0.9995565590511145
AdvBench_BB_Mixed,0,720,all-mpnet-base-v2,B1_raw,0.9985078125,0.998272441735308
AdvBench_BB_Mixed,0,720,all-mpnet-base-v2,B1b_SigmaT_wh,0.9995078125,0.9994161169610458
AdvBench_BB_Mixed,0,720,all-mpnet-base-v2,B1w_SigmaW_wh,0.9997578125000001,0.999703324426255
AdvBench_BB_Mixed,1,720,all-mpnet-base-v2,A1_naive_cosine_raw,0.9985625,0.9982161708492477
AdvBench_BB_Mixed,1,720,all-mpnet-base-v2,A1b_cosine_whitened,0.9989609374999999,0.9988540580715659
AdvBench_BB_Mixed,1,720,all-mpnet-base-v2,A2_rsfi_svd_raw_k20,0.9997421875,0.9996858263590694
AdvBench_BB_Mixed,1,720,all-mpnet-base-v2,A3_rsfi_svd_whitened_k20,0.9517109375,0.9486698947093708
AdvBench_BB_Mixed,1,720,all-mpnet-base-v2,B1_discriminant_mean_raw,0.999171875,0.9990437561353772
AdvBench_BB_Mixed,1,720,all-mpnet-base-v2,B1b_discriminant_mean_whitened,0.9992421874999999,0.9991408396797804
AdvBench_BB_Mixed,1,720,all-mpnet-base-v2,B2_contrastive_svd_raw_k20,0.9998359375,0.9998026945475436
AdvBench_BB_Mixed,1,720,all-mpnet-base-v2,B2b_contrastive_svd_whitened_k20,0.9859765625,0.9834439128682321
AdvBench_BB_Mixed,1,720,all-mpnet-base-v2,C1_logreg_raw,0.9997578125000001,0.9997166774817576
AdvBench_BB_Mixed,1,720,all-mpnet-base-v2,C1b_logreg_whitened,0.99928125,0.9991928081199617
AdvBench_BB_Mixed,1,720,all-mpnet-base-v2,B1_raw,0.999171875,0.9990437561353772
AdvBench_BB_Mixed,1,720,all-mpnet-base-v2,B1b_SigmaT_wh,0.9992421874999999,0.9991408396797804
AdvBench_BB_Mixed,1,720,all-mpnet-base-v2,B1w_SigmaW_wh,0.999484375,0.9994098201968379
AdvBench_BB_Mixed,2,720,all-mpnet-base-v2,A1_naive_cosine_raw,0.9983984374999999,0.998081552733212
AdvBench_BB_Mixed,2,720,all-mpnet-base-v2,A1b_cosine_whitened,0.999546875,0.9994977691401272
AdvBench_BB_Mixed,2,720,all-mpnet-base-v2,A2_rsfi_svd_raw_k20,0.9997343750000001,0.9996771145028542
AdvBench_BB_Mixed,2,720,all-mpnet-base-v2,A3_rsfi_svd_whitened_k20,0.9601718749999999,0.9554661010580917
AdvBench_BB_Mixed,2,720,all-mpnet-base-v2,B1_discriminant_mean_raw,0.9983125,0.9980633545556852
AdvBench_BB_Mixed,2,720,all-mpnet-base-v2,B1b_discriminant_mean_whitened,0.9996015625,0.9995525053466771
AdvBench_BB_Mixed,2,720,all-mpnet-base-v2,B2_contrastive_svd_raw_k20,0.9997265625,0.9996709183991432
AdvBench_BB_Mixed,2,720,all-mpnet-base-v2,B2b_contrastive_svd_whitened_k20,0.9883515625,0.9852856432050313
AdvBench_BB_Mixed,2,720,all-mpnet-base-v2,C1_logreg_raw,0.9995234375000001,0.9994504627381705
AdvBench_BB_Mixed,2,720,all-mpnet-base-v2,C1b_logreg_whitened,0.9994921875,0.9994474008339591
AdvBench_BB_Mixed,2,720,all-mpnet-base-v2,B1_raw,0.9983125,0.9980633545556852
AdvBench_BB_Mixed,2,720,all-mpnet-base-v2,B1b_SigmaT_wh,0.9996015625,0.9995525053466771
AdvBench_BB_Mixed,2,720,all-mpnet-base-v2,B1w_SigmaW_wh,0.9995390625,0.9995000586023418
AdvBench_BB_Mixed,3,720,all-mpnet-base-v2,A1_naive_cosine_raw,0.9986640625,0.998386557134251
AdvBench_BB_Mixed,3,720,all-mpnet-base-v2,A1b_cosine_whitened,0.9997734375,0.9997202800353071
AdvBench_BB_Mixed,3,720,all-mpnet-base-v2,A2_rsfi_svd_raw_k20,0.999734375,0.9996774755483582
AdvBench_BB_Mixed,3,720,all-mpnet-base-v2,A3_rsfi_svd_whitened_k20,0.9736640624999999,0.9709355759171606
AdvBench_BB_Mixed,3,720,all-mpnet-base-v2,B1_discriminant_mean_raw,0.9987109375000001,0.9985033794139636
AdvBench_BB_Mixed,3,720,all-mpnet-base-v2,B1b_discriminant_mean_whitened,0.99984375,0.9998053477333984
AdvBench_BB_Mixed,3,720,all-mpnet-base-v2,B2_contrastive_svd_raw_k20,0.9997343750000001,0.9996792052050687
AdvBench_BB_Mixed,3,720,all-mpnet-base-v2,B2b_contrastive_svd_whitened_k20,0.9928203124999999,0.9906935419332457
AdvBench_BB_Mixed,3,720,all-mpnet-base-v2,C1_logreg_raw,0.9996796875,0.9996254687787975
AdvBench_BB_Mixed,3,720,all-mpnet-base-v2,C1b_logreg_whitened,0.9998515625000001,0.9998141307767316
AdvBench_BB_Mixed,3,720,all-mpnet-base-v2,B1_raw,0.9987109375000001,0.9985033794139636
AdvBench_BB_Mixed,3,720,all-mpnet-base-v2,B1b_SigmaT_wh,0.99984375,0.9998053477333984
AdvBench_BB_Mixed,3,720,all-mpnet-base-v2,B1w_SigmaW_wh,0.9998828125,0.9998548834900074
AdvBench_BB_Mixed,4,720,all-mpnet-base-v2,A1_naive_cosine_raw,0.9985703125,0.9982684432569338
AdvBench_BB_Mixed,4,720,all-mpnet-base-v2,A1b_cosine_whitened,0.999515625,0.999435851158892
AdvBench_BB_Mixed,4,720,all-mpnet-base-v2,A2_rsfi_svd_raw_k20,0.9996875,0.9996221515818718
AdvBench_BB_Mixed,4,720,all-mpnet-base-v2,A3_rsfi_svd_whitened_k20,0.9807812499999999,0.9778532237582604
AdvBench_BB_Mixed,4,720,all-mpnet-base-v2,B1_discriminant_mean_raw,0.9987031249999999,0.9984908140171056
AdvBench_BB_Mixed,4,720,all-mpnet-base-v2,B1b_discriminant_mean_whitened,0.9997734375,0.9997254936134543
AdvBench_BB_Mixed,4,720,all-mpnet-base-v2,B2_contrastive_svd_raw_k20,0.999671875,0.9996093366379004
AdvBench_BB_Mixed,4,720,all-mpnet-base-v2,B2b_contrastive_svd_whitened_k20,0.9966484375,0.9960795408872812
AdvBench_BB_Mixed,4,720,all-mpnet-base-v2,C1_logreg_raw,0.99965625,0.9995963880163338
AdvBench_BB_Mixed,4,720,all-mpnet-base-v2,C1b_logreg_whitened,0.99978125,0.9997354870153561
AdvBench_BB_Mixed,4,720,all-mpnet-base-v2,B1_raw,0.9987031249999999,0.9984908140171056
AdvBench_BB_Mixed,4,720,all-mpnet-base-v2,B1b_SigmaT_wh,0.9997734375,0.9997254936134543
AdvBench_BB_Mixed,4,720,all-mpnet-base-v2,B1w_SigmaW_wh,0.9998359375,0.9998025443193581
AdvBench_BB_Mixed,0,720,bge-base-en-v1.5,A1_naive_cosine_raw,0.9972890625,0.9966815907650913
AdvBench_BB_Mixed,0,720,bge-base-en-v1.5,A1b_cosine_whitened,0.9998359375,0.9997949056101904
AdvBench_BB_Mixed,0,720,bge-base-en-v1.5,A2_rsfi_svd_raw_k20,0.999734375,0.9996677511494252
AdvBench_BB_Mixed,0,720,bge-base-en-v1.5,A3_rsfi_svd_whitened_k20,0.9702500000000001,0.9643356810341317
AdvBench_BB_Mixed,0,720,bge-base-en-v1.5,B1_discriminant_mean_raw,0.9972421874999999,0.9964488032835616
AdvBench_BB_Mixed,0,720,bge-base-en-v1.5,B1b_discriminant_mean_whitened,0.9999140625,0.9998915809547516
AdvBench_BB_Mixed,0,720,bge-base-en-v1.5,B2_contrastive_svd_raw_k20,0.9991718749999999,0.9989387058843034
AdvBench_BB_Mixed,0,720,bge-base-en-v1.5,B2b_contrastive_svd_whitened_k20,0.990734375,0.9881719898998629
AdvBench_BB_Mixed,0,720,bge-base-en-v1.5,C1_logreg_raw,0.99946875,0.9993263316523605
AdvBench_BB_Mixed,0,720,bge-base-en-v1.5,C1b_logreg_whitened,0.999890625,0.9998618372481655
AdvBench_BB_Mixed,0,720,bge-base-en-v1.5,B1_raw,0.9972421874999999,0.9964488032835616
AdvBench_BB_Mixed,0,720,bge-base-en-v1.5,B1b_SigmaT_wh,0.9999140625,0.9998915809547516
AdvBench_BB_Mixed,0,720,bge-base-en-v1.5,B1w_SigmaW_wh,0.9999140625,0.9998915809547516
AdvBench_BB_Mixed,1,720,bge-base-en-v1.5,A1_naive_cosine_raw,0.997,0.9964371217546568
AdvBench_BB_Mixed,1,720,bge-base-en-v1.5,A1b_cosine_whitened,0.9996640625,0.9995976903904803
AdvBench_BB_Mixed,1,720,bge-base-en-v1.5,A2_rsfi_svd_raw_k20,0.9995468750000001,0.9994617333887807
AdvBench_BB_Mixed,1,720,bge-base-en-v1.5,A3_rsfi_svd_whitened_k20,0.9649453125,0.9583964261846114
AdvBench_BB_Mixed,1,720,bge-base-en-v1.5,B1_discriminant_mean_raw,0.9976953125,0.9971719094651632
AdvBench_BB_Mixed,1,720,bge-base-en-v1.5,B1b_discriminant_mean_whitened,0.99984375,0.9998084467571161
AdvBench_BB_Mixed,1,720,bge-base-en-v1.5,B2_contrastive_svd_raw_k20,0.999390625,0.9992440728754914
AdvBench_BB_Mixed,1,720,bge-base-en-v1.5,B2b_contrastive_svd_whitened_k20,0.989359375,0.9859556985728257
AdvBench_BB_Mixed,1,720,bge-base-en-v1.5,C1_logreg_raw,0.9997109375,0.9996437832059035
AdvBench_BB_Mixed,1,720,bge-base-en-v1.5,C1b_logreg_whitened,0.99990625,0.9998839001869075
AdvBench_BB_Mixed,1,720,bge-base-en-v1.5,B1_raw,0.9976953125,0.9971719094651632
AdvBench_BB_Mixed,1,720,bge-base-en-v1.5,B1b_SigmaT_wh,0.99984375,0.9998084467571161
AdvBench_BB_Mixed,1,720,bge-base-en-v1.5,B1w_SigmaW_wh,0.9999609375,0.9999515048272137
AdvBench_BB_Mixed,2,720,bge-base-en-v1.5,A1_naive_cosine_raw,0.9973515625,0.9967873566964252
AdvBench_BB_Mixed,2,720,bge-base-en-v1.5,A1b_cosine_whitened,0.999671875,0.9996088310565574
AdvBench_BB_Mixed,2,720,bge-base-en-v1.5,A2_rsfi_svd_raw_k20,0.999765625,0.999707261147514
AdvBench_BB_Mixed,2,720,bge-base-en-v1.5,A3_rsfi_svd_whitened_k20,0.957125,0.9526109096027053
AdvBench_BB_Mixed,2,720,bge-base-en-v1.5,B1_discriminant_mean_raw,0.996328125,0.9953908609432375
AdvBench_BB_Mixed,2,720,bge-base-en-v1.5,B1b_discriminant_mean_whitened,0.9998046875,0.9997666215669722
AdvBench_BB_Mixed,2,720,bge-base-en-v1.5,B2_contrastive_svd_raw_k20,0.9992109375,0.9989987693373243
AdvBench_BB_Mixed,2,720,bge-base-en-v1.5,B2b_contrastive_svd_whitened_k20,0.9851015625,0.9820145395765282
AdvBench_BB_Mixed,2,720,bge-base-en-v1.5,C1_logreg_raw,0.9993749999999999,0.9992362007507816
AdvBench_BB_Mixed,2,720,bge-base-en-v1.5,C1b_logreg_whitened,0.9998125,0.9997763565787277
AdvBench_BB_Mixed,2,720,bge-base-en-v1.5,B1_raw,0.996328125,0.9953908609432375
AdvBench_BB_Mixed,2,720,bge-base-en-v1.5,B1b_SigmaT_wh,0.9998046875,0.9997666215669722
AdvBench_BB_Mixed,2,720,bge-base-en-v1.5,B1w_SigmaW_wh,0.999921875,0.9999047480528116
AdvBench_BB_Mixed,3,720,bge-base-en-v1.5,A1_naive_cosine_raw,0.9974140624999999,0.9970080493355152
AdvBench_BB_Mixed,3,720,bge-base-en-v1.5,A1b_cosine_whitened,0.99984375,0.9998072071788902
AdvBench_BB_Mixed,3,720,bge-base-en-v1.5,A2_rsfi_svd_raw_k20,0.9994375,0.9993515604644215
AdvBench_BB_Mixed,3,720,bge-base-en-v1.5,A3_rsfi_svd_whitened_k20,0.9674921875,0.9604703565414732
AdvBench_BB_Mixed,3,720,bge-base-en-v1.5,B1_discriminant_mean_raw,0.99759375,0.9970501530167009
AdvBench_BB_Mixed,3,720,bge-base-en-v1.5,B1b_discriminant_mean_whitened,0.9999296875,0.9999126547178891
AdvBench_BB_Mixed,3,720,bge-base-en-v1.5,B2_contrastive_svd_raw_k20,0.9993046875,0.9991457581820324
AdvBench_BB_Mixed,3,720,bge-base-en-v1.5,B2b_contrastive_svd_whitened_k20,0.9900859375000001,0.9866001370687768
AdvBench_BB_Mixed,3,720,bge-base-en-v1.5,C1_logreg_raw,0.9996953125,0.9996265925011395
AdvBench_BB_Mixed,3,720,bge-base-en-v1.5,C1b_logreg_whitened,0.9999140625,0.9998932721947523
AdvBench_BB_Mixed,3,720,bge-base-en-v1.5,B1_raw,0.99759375,0.9970501530167009
AdvBench_BB_Mixed,3,720,bge-base-en-v1.5,B1b_SigmaT_wh,0.9999296875,0.9999126547178891
AdvBench_BB_Mixed,3,720,bge-base-en-v1.5,B1w_SigmaW_wh,0.9999609375,0.9999513234188828
AdvBench_BB_Mixed,4,720,bge-base-en-v1.5,A1_naive_cosine_raw,0.9977109375,0.997242133541715
AdvBench_BB_Mixed,4,720,bge-base-en-v1.5,A1b_cosine_whitened,0.9998750000000001,0.9998463794662716
AdvBench_BB_Mixed,4,720,bge-base-en-v1.5,A2_rsfi_svd_raw_k20,0.999328125,0.9991828391346338
AdvBench_BB_Mixed,4,720,bge-base-en-v1.5,A3_rsfi_svd_whitened_k20,0.9741875,0.9678588490309087
AdvBench_BB_Mixed,4,720,bge-base-en-v1.5,B1_discriminant_mean_raw,0.997296875,0.9964626100036323
AdvBench_BB_Mixed,4,720,bge-base-en-v1.5,B1b_discriminant_mean_whitened,0.999859375,0.9998274630760942
AdvBench_BB_Mixed,4,720,bge-base-en-v1.5,B2_contrastive_svd_raw_k20,0.9990781249999999,0.9988276968991778
AdvBench_BB_Mixed,4,720,bge-base-en-v1.5,B2b_contrastive_svd_whitened_k20,0.99253125,0.990194972805411
AdvBench_BB_Mixed,4,720,bge-base-en-v1.5,C1_logreg_raw,0.999671875,0.999589230536831
AdvBench_BB_Mixed,4,720,bge-base-en-v1.5,C1b_logreg_whitened,0.9998359375,0.9997993320020724
AdvBench_BB_Mixed,4,720,bge-base-en-v1.5,B1_raw,0.997296875,0.9964626100036323
AdvBench_BB_Mixed,4,720,bge-base-en-v1.5,B1b_SigmaT_wh,0.999859375,0.9998274630760942
AdvBench_BB_Mixed,4,720,bge-base-en-v1.5,B1w_SigmaW_wh,0.999890625,0.9998651690726147
AdvBench_BB_Mixed,0,720,bge-large-en-v1.5,A1_naive_cosine_raw,0.998140625,0.997649781013696
AdvBench_BB_Mixed,0,720,bge-large-en-v1.5,A1b_cosine_whitened,0.999953125,0.9999415863249285
AdvBench_BB_Mixed,0,720,bge-large-en-v1.5,A2_rsfi_svd_raw_k20,0.9998515625000001,0.9998151908853647
AdvBench_BB_Mixed,0,720,bge-large-en-v1.5,A3_rsfi_svd_whitened_k20,0.965859375,0.9615269984484145
AdvBench_BB_Mixed,0,720,bge-large-en-v1.5,B1_discriminant_mean_raw,0.9980703125,0.9975431461347352
AdvBench_BB_Mixed,0,720,bge-large-en-v1.5,B1b_discriminant_mean_whitened,0.9998984375000001,0.9998754116678429
AdvBench_BB_Mixed,0,720,bge-large-en-v1.5,B2_contrastive_svd_raw_k20,0.999203125,0.9990690658399922
AdvBench_BB_Mixed,0,720,bge-large-en-v1.5,B2b_contrastive_svd_whitened_k20,0.9898203125,0.9874462334454264
AdvBench_BB_Mixed,0,720,bge-large-en-v1.5,C1_logreg_raw,0.99965625,0.9995501107935318
AdvBench_BB_Mixed,0,720,bge-large-en-v1.5,C1b_logreg_whitened,0.999859375,0.9998290468092599
AdvBench_BB_Mixed,0,720,bge-large-en-v1.5,B1_raw,0.9980703125,0.9975431461347352
AdvBench_BB_Mixed,0,720,bge-large-en-v1.5,B1b_SigmaT_wh,0.9998984375000001,0.9998754116678429
AdvBench_BB_Mixed,0,720,bge-large-en-v1.5,B1w_SigmaW_wh,0.9999609375,0.9999515048272137
AdvBench_BB_Mixed,1,720,bge-large-en-v1.5,A1_naive_cosine_raw,0.9986796875,0.9983757052795552
AdvBench_BB_Mixed,1,720,bge-large-en-v1.5,A1b_cosine_whitened,0.9997265625,0.9996735338657147
AdvBench_BB_Mixed,1,720,bge-large-en-v1.5,A2_rsfi_svd_raw_k20,0.9998125,0.9997706407718521
AdvBench_BB_Mixed,1,720,bge-large-en-v1.5,A3_rsfi_svd_whitened_k20,0.9493359375,0.9433897109548977
AdvBench_BB_Mixed,1,720,bge-large-en-v1.5,B1_discriminant_mean_raw,0.99903125,0.9988229384461795
AdvBench_BB_Mixed,1,720,bge-large-en-v1.5,B1b_discriminant_mean_whitened,0.999796875,0.9997527886208191
AdvBench_BB_Mixed,1,720,bge-large-en-v1.5,B2_contrastive_svd_raw_k20,0.9996562499999999,0.999579934346305
AdvBench_BB_Mixed,1,720,bge-large-en-v1.5,B2b_contrastive_svd_whitened_k20,0.986421875,0.9829465087074041
AdvBench_BB_Mixed,1,720,bge-large-en-v1.5,C1_logreg_raw,0.9999296875,0.9999132180193477
AdvBench_BB_Mixed,1,720,bge-large-en-v1.5,C1b_logreg_whitened,0.999765625,0.9997152942530227
AdvBench_BB_Mixed,1,720,bge-large-en-v1.5,B1_raw,0.99903125,0.9988229384461795
AdvBench_BB_Mixed,1,720,bge-large-en-v1.5,B1b_SigmaT_wh,0.999796875,0.9997527886208191
AdvBench_BB_Mixed,1,720,bge-large-en-v1.5,B1w_SigmaW_wh,0.9999296875,0.9999129214219387
AdvBench_BB_Mixed,2,720,bge-large-en-v1.5,A1_naive_cosine_raw,0.9982578125,0.9978041302313763
AdvBench_BB_Mixed,2,720,bge-large-en-v1.5,A1b_cosine_whitened,0.999625,0.9995923913043478
AdvBench_BB_Mixed,2,720,bge-large-en-v1.5,A2_rsfi_svd_raw_k20,0.9999296875,0.9999129214219385
AdvBench_BB_Mixed,2,720,bge-large-en-v1.5,A3_rsfi_svd_whitened_k20,0.9666953125,0.9612908152119723
AdvBench_BB_Mixed,2,720,bge-large-en-v1.5,B1_discriminant_mean_raw,0.99746875,0.9968727138093034
AdvBench_BB_Mixed,2,720,bge-large-en-v1.5,B1b_discriminant_mean_whitened,0.9997265625,0.9996919014084507
AdvBench_BB_Mixed,2,720,bge-large-en-v1.5,B2_contrastive_svd_raw_k20,0.9994921874999999,0.9993763363899382
AdvBench_BB_Mixed,2,720,bge-large-en-v1.5,B2b_contrastive_svd_whitened_k20,0.991515625,0.9889907803289527
AdvBench_BB_Mixed,2,720,bge-large-en-v1.5,C1_logreg_raw,0.999484375,0.9993604876869524
AdvBench_BB_Mixed,2,720,bge-large-en-v1.5,C1b_logreg_whitened,0.9997578125,0.9997240028490029
AdvBench_BB_Mixed,2,720,bge-large-en-v1.5,B1_raw,0.99746875,0.9968727138093034
AdvBench_BB_Mixed,2,720,bge-large-en-v1.5,B1b_SigmaT_wh,0.9997265625,0.9996919014084507
AdvBench_BB_Mixed,2,720,bge-large-en-v1.5,B1w_SigmaW_wh,0.9998515625,0.9998248525073746
AdvBench_BB_Mixed,3,720,bge-large-en-v1.5,A1_naive_cosine_raw,0.9988828125,0.9986360523824813
AdvBench_BB_Mixed,3,720,bge-large-en-v1.5,A1b_cosine_whitened,0.9998281250000001,0.9997941337418031
AdvBench_BB_Mixed,3,720,bge-large-en-v1.5,A2_rsfi_svd_raw_k20,0.9998671875,0.9998375464716611
AdvBench_BB_Mixed,3,720,bge-large-en-v1.5,A3_rsfi_svd_whitened_k20,0.9734687500000001,0.9676558974559142
AdvBench_BB_Mixed,3,720,bge-large-en-v1.5,B1_discriminant_mean_raw,0.9987109375,0.998469431290059
AdvBench_BB_Mixed,3,720,bge-large-en-v1.5,B1b_discriminant_mean_whitened,0.99990625,0.9998863824112538
AdvBench_BB_Mixed,3,720,bge-large-en-v1.5,B2_contrastive_svd_raw_k20,0.9996796875,0.999613287072135
AdvBench_BB_Mixed,3,720,bge-large-en-v1.5,B2b_contrastive_svd_whitened_k20,0.991734375,0.9891753584805878
AdvBench_BB_Mixed,3,720,bge-large-en-v1.5,C1_logreg_raw,0.9999218750000001,0.9999039890687029
AdvBench_BB_Mixed,3,720,bge-large-en-v1.5,C1b_logreg_whitened,0.9998984375000001,0.9998766776312693
AdvBench_BB_Mixed,3,720,bge-large-en-v1.5,B1_raw,0.9987109375,0.998469431290059
AdvBench_BB_Mixed,3,720,bge-large-en-v1.5,B1b_SigmaT_wh,0.99990625,0.9998863824112538
AdvBench_BB_Mixed,3,720,bge-large-en-v1.5,B1w_SigmaW_wh,0.9999765625,0.9999709752321981
AdvBench_BB_Mixed,4,720,bge-large-en-v1.5,A1_naive_cosine_raw,0.9987578125,0.9984298161487163
AdvBench_BB_Mixed,4,720,bge-large-en-v1.5,A1b_cosine_whitened,0.9999375,0.9999228081700908
AdvBench_BB_Mixed,4,720,bge-large-en-v1.5,A2_rsfi_svd_raw_k20,0.99984375,0.9998045292351638
AdvBench_BB_Mixed,4,720,bge-large-en-v1.5,A3_rsfi_svd_whitened_k20,0.978015625,0.9750068474094984
AdvBench_BB_Mixed,4,720,bge-large-en-v1.5,B1_discriminant_mean_raw,0.998109375,0.9975126122056707
AdvBench_BB_Mixed,4,720,bge-large-en-v1.5,B1b_discriminant_mean_whitened,0.9999765625,0.9999708244371118
AdvBench_BB_Mixed,4,720,bge-large-en-v1.5,B2_contrastive_svd_raw_k20,0.9994999999999999,0.999388294310708
AdvBench_BB_Mixed,4,720,bge-large-en-v1.5,B2b_contrastive_svd_whitened_k20,0.9952031250000001,0.9938331495913909
AdvBench_BB_Mixed,4,720,bge-large-en-v1.5,C1_logreg_raw,0.99971875,0.9996374556047677
AdvBench_BB_Mixed,4,720,bge-large-en-v1.5,C1b_logreg_whitened,0.999984375,0.9999805900621118
AdvBench_BB_Mixed,4,720,bge-large-en-v1.5,B1_raw,0.998109375,0.9975126122056707
AdvBench_BB_Mixed,4,720,bge-large-en-v1.5,B1b_SigmaT_wh,0.9999765625,0.9999708244371118
AdvBench_BB_Mixed,4,720,bge-large-en-v1.5,B1w_SigmaW_wh,1.0,1.0
AdvBench_BB_Mixed,0,720,Qwen3-Embedding-8B,A1_naive_cosine_raw,0.999,0.9988213163862635
AdvBench_BB_Mixed,0,720,Qwen3-Embedding-8B,A1b_cosine_whitened,0.9999921875000001,0.9999902647975079
AdvBench_BB_Mixed,0,720,Qwen3-Embedding-8B,A2_rsfi_svd_raw_k20,0.9993515625,0.9992444756654273
AdvBench_BB_Mixed,0,720,Qwen3-Embedding-8B,A3_rsfi_svd_whitened_k20,0.9874687499999999,0.9852447376531175
AdvBench_BB_Mixed,0,720,Qwen3-Embedding-8B,B1_discriminant_mean_raw,0.999734375,0.9996947362057739
AdvBench_BB_Mixed,0,720,Qwen3-Embedding-8B,B1b_discriminant_mean_whitened,1.0,1.0
AdvBench_BB_Mixed,0,720,Qwen3-Embedding-8B,B2_contrastive_svd_raw_k20,0.9998671875,0.9998406042218813
AdvBench_BB_Mixed,0,720,Qwen3-Embedding-8B,B2b_contrastive_svd_whitened_k20,0.999421875,0.9992586859001801
AdvBench_BB_Mixed,0,720,Qwen3-Embedding-8B,C1_logreg_raw,0.9999921875000001,0.9999902647975079
AdvBench_BB_Mixed,0,720,Qwen3-Embedding-8B,C1b_logreg_whitened,1.0,1.0
AdvBench_BB_Mixed,0,720,Qwen3-Embedding-8B,B1_raw,0.999734375,0.9996947362057739
AdvBench_BB_Mixed,0,720,Qwen3-Embedding-8B,B1b_SigmaT_wh,1.0,1.0
AdvBench_BB_Mixed,0,720,Qwen3-Embedding-8B,B1w_SigmaW_wh,1.0,1.0
AdvBench_BB_Mixed,1,720,Qwen3-Embedding-8B,A1_naive_cosine_raw,0.9975624999999999,0.9981017290444474
AdvBench_BB_Mixed,1,720,Qwen3-Embedding-8B,A1b_cosine_whitened,1.0,1.0
AdvBench_BB_Mixed,1,720,Qwen3-Embedding-8B,A2_rsfi_svd_raw_k20,0.9997031249999999,0.9996454007380409
AdvBench_BB_Mixed,1,720,Qwen3-Embedding-8B,A3_rsfi_svd_whitened_k20,0.9797421875000001,0.975120933703275
AdvBench_BB_Mixed,1,720,Qwen3-Embedding-8B,B1_discriminant_mean_raw,0.999984375,0.9999804991725079
AdvBench_BB_Mixed,1,720,Qwen3-Embedding-8B,B1b_discriminant_mean_whitened,1.0,1.0
AdvBench_BB_Mixed,1,720,Qwen3-Embedding-8B,B2_contrastive_svd_raw_k20,0.9999921875000001,0.9999902647975079
AdvBench_BB_Mixed,1,720,Qwen3-Embedding-8B,B2b_contrastive_svd_whitened_k20,0.9988125,0.9984580307145874
AdvBench_BB_Mixed,1,720,Qwen3-Embedding-8B,C1_logreg_raw,1.0,1.0
AdvBench_BB_Mixed,1,720,Qwen3-Embedding-8B,C1b_logreg_whitened,1.0,1.0
AdvBench_BB_Mixed,1,720,Qwen3-Embedding-8B,B1_raw,0.999984375,0.9999804991725079
AdvBench_BB_Mixed,1,720,Qwen3-Embedding-8B,B1b_SigmaT_wh,1.0,1.0
AdvBench_BB_Mixed,1,720,Qwen3-Embedding-8B,B1w_SigmaW_wh,1.0,1.0
AdvBench_BB_Mixed,2,720,Qwen3-Embedding-8B,A1_naive_cosine_raw,0.9971484375,0.9978082465679792
AdvBench_BB_Mixed,2,720,Qwen3-Embedding-8B,A1b_cosine_whitened,1.0,1.0
