train_ds,target_ds,embedder,method,mean_auc,std_auc
ToxicChat,Wild,bge-base-en-v1.5,DELONG_B1w_vs_A1,0.0035601148037716504,0.007922287177848682
ToxicChat,Wild,bge-large-en-v1.5,A1_raw,0.6817624999999999,0.020669756363465044
ToxicChat,Wild,bge-large-en-v1.5,B1_raw,0.7167475,0.01813285045504432
ToxicChat,Wild,bge-large-en-v1.5,B1b_SigmaT,0.788925,0.017914896472628547
ToxicChat,Wild,bge-large-en-v1.5,B1w_SigmaW,0.789325,0.01861187247095253
ToxicChat,Wild,bge-large-en-v1.5,DELONG_B1w_vs_A1,0.006068440187047263,0.01356613384491551
ToxicChat,XSTest,Qwen3-Embedding-8B,A1_raw,0.7283099999999999,0.00773592673827774
ToxicChat,XSTest,Qwen3-Embedding-8B,B1_raw,0.728485,0.013449286691122282
ToxicChat,XSTest,Qwen3-Embedding-8B,B1b_SigmaT,0.748265,0.017388076014901718
ToxicChat,XSTest,Qwen3-Embedding-8B,B1w_SigmaW,0.763385,0.01911344095133053
ToxicChat,XSTest,Qwen3-Embedding-8B,DELONG_B1w_vs_A1,0.23707200341403686,0.2067008425730832
ToxicChat,XSTest,all-mpnet-base-v2,A1_raw,0.72336,0.00895655486222244
ToxicChat,XSTest,all-mpnet-base-v2,B1_raw,0.750565,0.00947670828927425
ToxicChat,XSTest,all-mpnet-base-v2,B1b_SigmaT,0.7579149999999999,0.018313123709515006
ToxicChat,XSTest,all-mpnet-base-v2,B1w_SigmaW,0.769055,0.013051716841090358
ToxicChat,XSTest,all-mpnet-base-v2,DELONG_B1w_vs_A1,0.029644193367132442,0.02429261812149273
ToxicChat,XSTest,bge-base-en-v1.5,A1_raw,0.7643600000000002,0.007640815565108224
ToxicChat,XSTest,bge-base-en-v1.5,B1_raw,0.663715,0.011663841026865919
ToxicChat,XSTest,bge-base-en-v1.5,B1b_SigmaT,0.69895,0.02942428843659603
ToxicChat,XSTest,bge-base-en-v1.5,B1w_SigmaW,0.7154999999999999,0.025424262526177577
ToxicChat,XSTest,bge-base-en-v1.5,DELONG_B1w_vs_A1,0.16638348760555738,0.28938153836526076
ToxicChat,XSTest,bge-large-en-v1.5,A1_raw,0.74363,0.007902717096037298
ToxicChat,XSTest,bge-large-en-v1.5,B1_raw,0.687275,0.014496712989502222
ToxicChat,XSTest,bge-large-en-v1.5,B1b_SigmaT,0.71484,0.016857820885274603
ToxicChat,XSTest,bge-large-en-v1.5,B1w_SigmaW,0.7326699999999999,0.015115104200765502
ToxicChat,XSTest,bge-large-en-v1.5,DELONG_B1w_vs_A1,0.545717737135576,0.18605369629297608
Wild,AdvBench,Qwen3-Embedding-8B,A1_raw,0.783825,0.008468323328735174
Wild,AdvBench,Qwen3-Embedding-8B,B1_raw,0.9545999999999999,0.006648966085039088
Wild,AdvBench,Qwen3-Embedding-8B,B1b_SigmaT,0.672485,0.15520959880915872
Wild,AdvBench,Qwen3-Embedding-8B,B1w_SigmaW,0.720065,0.1333888589331958
Wild,AdvBench,Qwen3-Embedding-8B,DELONG_B1w_vs_A1,0.13242870357015252,0.18773884099236698
Wild,AdvBench,all-mpnet-base-v2,A1_raw,0.813705,0.02213007992529622
Wild,AdvBench,all-mpnet-base-v2,B1_raw,0.77583,0.04456308169325816
Wild,AdvBench,all-mpnet-base-v2,B1b_SigmaT,0.49304000000000003,0.12243580409749433
Wild,AdvBench,all-mpnet-base-v2,B1w_SigmaW,0.50982,0.1204962258226373
Wild,AdvBench,all-mpnet-base-v2,DELONG_B1w_vs_A1,7.582060046473772e-09,1.6948051417632728e-08
Wild,AdvBench,bge-base-en-v1.5,A1_raw,0.7451399999999999,0.03406712858460483
Wild,AdvBench,bge-base-en-v1.5,B1_raw,0.74353,0.04980873229163735
Wild,AdvBench,bge-base-en-v1.5,B1b_SigmaT,0.62768,0.13223452106957548
Wild,AdvBench,bge-base-en-v1.5,B1w_SigmaW,0.63254,0.12355596732857542
Wild,AdvBench,bge-base-en-v1.5,DELONG_B1w_vs_A1,0.09870616132770749,0.14918008050256712
Wild,AdvBench,bge-large-en-v1.5,A1_raw,0.8157949999999999,0.02672551098669587
Wild,AdvBench,bge-large-en-v1.5,B1_raw,0.79145,0.049501502502449356
Wild,AdvBench,bge-large-en-v1.5,B1b_SigmaT,0.5917600000000001,0.167907071210536
Wild,AdvBench,bge-large-en-v1.5,B1w_SigmaW,0.60246,0.16458561373947603
Wild,AdvBench,bge-large-en-v1.5,DELONG_B1w_vs_A1,0.17593391260563082,0.3933823094706152
Wild,HarmBench,Qwen3-Embedding-8B,A1_raw,0.59991,0.009847423520901297
Wild,HarmBench,Qwen3-Embedding-8B,B1_raw,0.799825,0.022697914276426423
Wild,HarmBench,Qwen3-Embedding-8B,B1b_SigmaT,0.60328,0.11323050108076006
Wild,HarmBench,Qwen3-Embedding-8B,B1w_SigmaW,0.629155,0.11600444280285126
Wild,HarmBench,Qwen3-Embedding-8B,DELONG_B1w_vs_A1,0.07122308956371573,0.1001531025167431
Wild,HarmBench,all-mpnet-base-v2,A1_raw,0.692375,0.015265934298299588
Wild,HarmBench,all-mpnet-base-v2,B1_raw,0.7032849999999999,0.03233322884433287
Wild,HarmBench,all-mpnet-base-v2,B1b_SigmaT,0.56045,0.08579044235810883
Wild,HarmBench,all-mpnet-base-v2,B1w_SigmaW,0.569885,0.09412367628551277
Wild,HarmBench,all-mpnet-base-v2,DELONG_B1w_vs_A1,0.17507722393320885,0.3778424407591988
Wild,HarmBench,bge-base-en-v1.5,A1_raw,0.682225,0.01129027512950857
Wild,HarmBench,bge-base-en-v1.5,B1_raw,0.670965,0.027427521534035826
Wild,HarmBench,bge-base-en-v1.5,B1b_SigmaT,0.558925,0.10242588326443665
Wild,HarmBench,bge-base-en-v1.5,B1w_SigmaW,0.5632900000000001,0.09923403933378913
Wild,HarmBench,bge-base-en-v1.5,DELONG_B1w_vs_A1,0.01939896532848622,0.03536035324472936
Wild,HarmBench,bge-large-en-v1.5,A1_raw,0.741115,0.011292054728879104
Wild,HarmBench,bge-large-en-v1.5,B1_raw,0.739875,0.03394683803390235
Wild,HarmBench,bge-large-en-v1.5,B1b_SigmaT,0.60113,0.1032887569510835
Wild,HarmBench,bge-large-en-v1.5,B1w_SigmaW,0.6180100000000001,0.10272693110864356
Wild,HarmBench,bge-large-en-v1.5,DELONG_B1w_vs_A1,0.10844015873676394,0.1895130212876038
Wild,ToxicChat,Qwen3-Embedding-8B,A1_raw,0.631525,0.0177653806601491
Wild,ToxicChat,Qwen3-Embedding-8B,B1_raw,0.8584250000000001,0.02712252868926497
Wild,ToxicChat,Qwen3-Embedding-8B,B1b_SigmaT,0.7063649999999999,0.032607378382813954
Wild,ToxicChat,Qwen3-Embedding-8B,B1w_SigmaW,0.7403299999999999,0.028496970233693294
Wild,ToxicChat,Qwen3-Embedding-8B,DELONG_B1w_vs_A1,0.009093077351141163,0.014429930476171178
Wild,ToxicChat,all-mpnet-base-v2,A1_raw,0.750135,0.02122163253616462
Wild,ToxicChat,all-mpnet-base-v2,B1_raw,0.676635,0.023432140053780845
Wild,ToxicChat,all-mpnet-base-v2,B1b_SigmaT,0.6769749999999999,0.047587527909106545
Wild,ToxicChat,all-mpnet-base-v2,B1w_SigmaW,0.70277,0.044956031992381115
Wild,ToxicChat,all-mpnet-base-v2,DELONG_B1w_vs_A1,0.4300107169814568,0.3927750719150603
Wild,ToxicChat,bge-base-en-v1.5,A1_raw,0.73716,0.014156520140910353
Wild,ToxicChat,bge-base-en-v1.5,B1_raw,0.7123899999999999,0.030007075207357348
Wild,ToxicChat,bge-base-en-v1.5,B1b_SigmaT,0.70225,0.053597834028064895
Wild,ToxicChat,bge-base-en-v1.5,B1w_SigmaW,0.72523,0.059023232713906866
Wild,ToxicChat,bge-base-en-v1.5,DELONG_B1w_vs_A1,0.3298505893087038,0.4335133880740202
Wild,ToxicChat,bge-large-en-v1.5,A1_raw,0.73244,0.01300418922886004
Wild,ToxicChat,bge-large-en-v1.5,B1_raw,0.697885,0.032776475939307465
Wild,ToxicChat,bge-large-en-v1.5,B1b_SigmaT,0.715725,0.06087980730504982
Wild,ToxicChat,bge-large-en-v1.5,B1w_SigmaW,0.7476050000000001,0.06181594505060974
Wild,ToxicChat,bge-large-en-v1.5,DELONG_B1w_vs_A1,0.307609050690698,0.393223919043146
Wild,Wild,Qwen3-Embedding-8B,A1_raw,0.8035225,0.02396605411827316
Wild,Wild,Qwen3-Embedding-8B,B1_raw,0.8846425,0.02312159366804114
Wild,Wild,Qwen3-Embedding-8B,B1b_SigmaT,0.8376175,0.017807270284914536
Wild,Wild,Qwen3-Embedding-8B,B1w_SigmaW,0.8532875000000001,0.019951166945820477
Wild,Wild,Qwen3-Embedding-8B,DELONG_B1w_vs_A1,0.03443867430041178,0.03498450022593777
Wild,Wild,all-mpnet-base-v2,A1_raw,0.79242,0.029316175942216596
Wild,Wild,all-mpnet-base-v2,B1_raw,0.8740249999999999,0.026770866569369816
Wild,Wild,all-mpnet-base-v2,B1b_SigmaT,0.831385,0.01374764297979836
Wild,Wild,all-mpnet-base-v2,B1w_SigmaW,0.851755,0.016369649889353192
Wild,Wild,all-mpnet-base-v2,DELONG_B1w_vs_A1,0.041503655635348705,0.08465672649303049
Wild,Wild,bge-base-en-v1.5,A1_raw,0.786655,0.029047725545642916
Wild,Wild,bge-base-en-v1.5,B1_raw,0.8761099999999999,0.02366370077513237
Wild,Wild,bge-base-en-v1.5,B1b_SigmaT,0.8480425,0.008853449186616501
Wild,Wild,bge-base-en-v1.5,B1w_SigmaW,0.8671475,0.010193167135390268
Wild,Wild,bge-base-en-v1.5,DELONG_B1w_vs_A1,0.002072100771551108,0.0038177455647750206
Wild,Wild,bge-large-en-v1.5,A1_raw,0.778825,0.02339054797081506
Wild,Wild,bge-large-en-v1.5,B1_raw,0.88401,0.021679878704111765
Wild,Wild,bge-large-en-v1.5,B1b_SigmaT,0.8398925,0.009003643359773855
Wild,Wild,bge-large-en-v1.5,B1w_SigmaW,0.8567075,0.004764661582945809
Wild,Wild,bge-large-en-v1.5,DELONG_B1w_vs_A1,0.01208506165946371,0.020305824730080163
Wild,XSTest,Qwen3-Embedding-8B,A1_raw,0.71541,0.005681015534215701
Wild,XSTest,Qwen3-Embedding-8B,B1_raw,0.715765,0.03347924543653868
Wild,XSTest,Qwen3-Embedding-8B,B1b_SigmaT,0.56071,0.04534981601395974
Wild,XSTest,Qwen3-Embedding-8B,B1w_SigmaW,0.575415,0.047072485992350185
Wild,XSTest,Qwen3-Embedding-8B,DELONG_B1w_vs_A1,0.0017744674321965067,0.0023264499204391836
Wild,XSTest,all-mpnet-base-v2,A1_raw,0.62923,0.01367599859242461
Wild,XSTest,all-mpnet-base-v2,B1_raw,0.59118,0.038825665641428475
Wild,XSTest,all-mpnet-base-v2,B1b_SigmaT,0.563805,0.07851759038584923
Wild,XSTest,all-mpnet-base-v2,B1w_SigmaW,0.571795,0.0769018701007979
Wild,XSTest,all-mpnet-base-v2,DELONG_B1w_vs_A1,0.23942725135383186,0.302872497770471
Wild,XSTest,bge-base-en-v1.5,A1_raw,0.720875,0.014881805166040854
Wild,XSTest,bge-base-en-v1.5,B1_raw,0.50403,0.018438744873228243
Wild,XSTest,bge-base-en-v1.5,B1b_SigmaT,0.58041,0.06579962148447359
Wild,XSTest,bge-base-en-v1.5,B1w_SigmaW,0.57722,0.05982236308438514
Wild,XSTest,bge-base-en-v1.5,DELONG_B1w_vs_A1,0.0016446607061987577,0.0030532675538330915
Wild,XSTest,bge-large-en-v1.5,A1_raw,0.700755,0.01132350155649746
Wild,XSTest,bge-large-en-v1.5,B1_raw,0.51065,0.02241794063913989
Wild,XSTest,bge-large-en-v1.5,B1b_SigmaT,0.550475,0.05339228057500451
Wild,XSTest,bge-large-en-v1.5,B1w_SigmaW,0.5461050000000001,0.044911445506685646
Wild,XSTest,bge-large-en-v1.5,DELONG_B1w_vs_A1,0.003137681438633538,0.00676347736729018
XSTest,AdvBench,Qwen3-Embedding-8B,A1_raw,0.8814949999999999,0.00783602258802255
XSTest,AdvBench,Qwen3-Embedding-8B,B1_raw,0.998465,0.0003978850336466704
XSTest,AdvBench,Qwen3-Embedding-8B,B1b_SigmaT,0.931645,0.02406875827706949
XSTest,AdvBench,Qwen3-Embedding-8B,B1w_SigmaW,0.946815,0.018746312970821744
XSTest,AdvBench,Qwen3-Embedding-8B,DELONG_B1w_vs_A1,0.010051945453713155,0.022314916663851728
XSTest,AdvBench,all-mpnet-base-v2,A1_raw,0.988645,0.003272919186292272
XSTest,AdvBench,all-mpnet-base-v2,B1_raw,0.994165,0.0013533061368367065
XSTest,AdvBench,all-mpnet-base-v2,B1b_SigmaT,0.9544,0.015540039012177575
XSTest,AdvBench,all-mpnet-base-v2,B1w_SigmaW,0.963245,0.012312765225569795
XSTest,AdvBench,all-mpnet-base-v2,DELONG_B1w_vs_A1,0.02002150779819214,0.02305526285004917
XSTest,AdvBench,bge-base-en-v1.5,A1_raw,0.95572,0.006108303774371419
XSTest,AdvBench,bge-base-en-v1.5,B1_raw,0.97889,0.003938813273055749
XSTest,AdvBench,bge-base-en-v1.5,B1b_SigmaT,0.8906050000000001,0.015166404072818293
XSTest,AdvBench,bge-base-en-v1.5,B1w_SigmaW,0.914335,0.013387244395318975
XSTest,AdvBench,bge-base-en-v1.5,DELONG_B1w_vs_A1,0.006952836062424179,0.011676580893054704
XSTest,AdvBench,bge-large-en-v1.5,A1_raw,0.9871800000000001,0.003075375993273038
XSTest,AdvBench,bge-large-en-v1.5,B1_raw,0.9879049999999999,0.0017996006501443756
XSTest,AdvBench,bge-large-en-v1.5,B1b_SigmaT,0.91982,0.013533804897367194
XSTest,AdvBench,bge-large-en-v1.5,B1w_SigmaW,0.9357849999999999,0.011126946458934766
XSTest,AdvBench,bge-large-en-v1.5,DELONG_B1w_vs_A1,1.0725487056806316e-05,1.9145236640520805e-05
XSTest,HarmBench,Qwen3-Embedding-8B,A1_raw,0.6569999999999999,0.01719562989541243
XSTest,HarmBench,Qwen3-Embedding-8B,B1_raw,0.873725,0.014127477658803806
XSTest,HarmBench,Qwen3-Embedding-8B,B1b_SigmaT,0.791315,0.031783258171559435
XSTest,HarmBench,Qwen3-Embedding-8B,B1w_SigmaW,0.807175,0.029875214434376865
XSTest,HarmBench,Qwen3-Embedding-8B,DELONG_B1w_vs_A1,8.737937966518672e-07,1.8720487805781211e-06
XSTest,HarmBench,all-mpnet-base-v2,A1_raw,0.8172750000000001,0.008248825673997455
XSTest,HarmBench,all-mpnet-base-v2,B1_raw,0.90161,0.005398859833335116
XSTest,HarmBench,all-mpnet-base-v2,B1b_SigmaT,0.8356600000000001,0.022436992334089686
XSTest,HarmBench,all-mpnet-base-v2,B1w_SigmaW,0.84191,0.022166617637790407
XSTest,HarmBench,all-mpnet-base-v2,DELONG_B1w_vs_A1,0.43437470625882807,0.3163585150594633
XSTest,HarmBench,bge-base-en-v1.5,A1_raw,0.84612,0.011831623409321269
XSTest,HarmBench,bge-base-en-v1.5,B1_raw,0.8244849999999999,0.009872335083454116
XSTest,HarmBench,bge-base-en-v1.5,B1b_SigmaT,0.6859500000000001,0.0278601586050762
XSTest,HarmBench,bge-base-en-v1.5,B1w_SigmaW,0.72383,0.0285428044785372
XSTest,HarmBench,bge-base-en-v1.5,DELONG_B1w_vs_A1,3.199284102007831e-05,6.2897423213483e-05
XSTest,HarmBench,bge-large-en-v1.5,A1_raw,0.8851800000000001,0.009816733163328858
XSTest,HarmBench,bge-large-en-v1.5,B1_raw,0.84968,0.005491681208883054
XSTest,HarmBench,bge-large-en-v1.5,B1b_SigmaT,0.84855,0.013292338018573033
XSTest,HarmBench,bge-large-en-v1.5,B1w_SigmaW,0.8542249999999999,0.011465355424059062
XSTest,HarmBench,bge-large-en-v1.5,DELONG_B1w_vs_A1,0.16143882554658,0.16654601980670936
XSTest,ToxicChat,Qwen3-Embedding-8B,A1_raw,0.6179175,0.01649508828409232
XSTest,ToxicChat,Qwen3-Embedding-8B,B1_raw,0.8045449999999998,0.010842471466413884
XSTest,ToxicChat,Qwen3-Embedding-8B,B1b_SigmaT,0.6117049999999999,0.048037135374624465
XSTest,ToxicChat,Qwen3-Embedding-8B,B1w_SigmaW,0.6178,0.04771681438444937
XSTest,ToxicChat,Qwen3-Embedding-8B,DELONG_B1w_vs_A1,0.3195279094465419,0.2728144293371642
XSTest,ToxicChat,all-mpnet-base-v2,A1_raw,0.855955,0.01455702579512726
XSTest,ToxicChat,all-mpnet-base-v2,B1_raw,0.86356,0.013868372290935974
XSTest,ToxicChat,all-mpnet-base-v2,B1b_SigmaT,0.61608,0.0275498321229005
XSTest,ToxicChat,all-mpnet-base-v2,B1w_SigmaW,0.6416700000000001,0.03827099668809262
XSTest,ToxicChat,all-mpnet-base-v2,DELONG_B1w_vs_A1,3.9203396084985796e-11,8.762322944925204e-11
XSTest,ToxicChat,bge-base-en-v1.5,A1_raw,0.79532,0.009705014811941243
XSTest,ToxicChat,bge-base-en-v1.5,B1_raw,0.739105,0.015404579270463719
XSTest,ToxicChat,bge-base-en-v1.5,B1b_SigmaT,0.56577,0.03900757698832369
XSTest,ToxicChat,bge-base-en-v1.5,B1w_SigmaW,0.60118,0.030904567825808547
XSTest,ToxicChat,bge-base-en-v1.5,DELONG_B1w_vs_A1,1.5107117068424714e-07,3.2923428019839487e-07
XSTest,ToxicChat,bge-large-en-v1.5,A1_raw,0.8158199999999999,0.003987887912166128
XSTest,ToxicChat,bge-large-en-v1.5,B1_raw,0.72749,0.014180759411963844
XSTest,ToxicChat,bge-large-en-v1.5,B1b_SigmaT,0.608985,0.0228172399185353
XSTest,ToxicChat,bge-large-en-v1.5,B1w_SigmaW,0.6363900000000001,0.022604760284064062
XSTest,ToxicChat,bge-large-en-v1.5,DELONG_B1w_vs_A1,8.397371038526558e-08,1.7082011437110473e-07
XSTest,Wild,Qwen3-Embedding-8B,A1_raw,0.7365725,0.04774006392041176
XSTest,Wild,Qwen3-Embedding-8B,B1_raw,0.7499875,0.044010676084048024
XSTest,Wild,Qwen3-Embedding-8B,B1b_SigmaT,0.6315175,0.033160871614751036
XSTest,Wild,Qwen3-Embedding-8B,B1w_SigmaW,0.6341475,0.034782745812399554
XSTest,Wild,Qwen3-Embedding-8B,DELONG_B1w_vs_A1,0.0015701689533338646,0.0034935605375572506
XSTest,Wild,all-mpnet-base-v2,A1_raw,0.7054474999999999,0.01485265759047853
XSTest,Wild,all-mpnet-base-v2,B1_raw,0.5763325,0.03394101685276974
XSTest,Wild,all-mpnet-base-v2,B1b_SigmaT,0.5393225,0.05061125615907994
XSTest,Wild,all-mpnet-base-v2,B1w_SigmaW,0.5485925,0.04567885999015298
XSTest,Wild,all-mpnet-base-v2,DELONG_B1w_vs_A1,4.4274157455631605e-05,6.061329846636699e-05
XSTest,Wild,bge-base-en-v1.5,A1_raw,0.6636025,0.015241461236541642
XSTest,Wild,bge-base-en-v1.5,B1_raw,0.5168625,0.02067460889896105
XSTest,Wild,bge-base-en-v1.5,B1b_SigmaT,0.553145,0.043111342583767906
XSTest,Wild,bge-base-en-v1.5,B1w_SigmaW,0.568625,0.03589672578209602
XSTest,Wild,bge-base-en-v1.5,DELONG_B1w_vs_A1,0.038805036698789375,0.06134514312699431
XSTest,Wild,bge-large-en-v1.5,A1_raw,0.6950274999999999,0.02102001538712574
XSTest,Wild,bge-large-en-v1.5,B1_raw,0.5284025,0.01860393817515528
XSTest,Wild,bge-large-en-v1.5,B1b_SigmaT,0.588715,0.03901180450357301
XSTest,Wild,bge-large-en-v1.5,B1w_SigmaW,0.5842499999999999,0.03767009029886973
XSTest,Wild,bge-large-en-v1.5,DELONG_B1w_vs_A1,0.0020877954125741345,0.004409512184942925
